rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
2	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
3	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
4	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
5	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
6	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
7	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
8	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
9	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
10	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
11	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
12	G10 | (G3 & ~G2)	20	3	0.0	G10, G2, G3	3	10	0.18182964985544203
13	G10 | G3	19	2	0.0	G10, G3	2	10	0.29853150899804093
14	G10 | G3	19	2	0.0	G10, G3	2	10	0.29853150899804093
15	G3	18	1	0.5	G3	1	10	0.13958889838940436
16	G3 | G8	18	2	0.0	G3, G8	2	10	0.25567843243013877
17	G3 | G8	18	2	0.0	G3, G8	2	10	0.25567843243013877
18	G3 | G7	18	2	0.0	G3, G7	2	10	0.30683289777053174
19	G3	18	1	0.5	G3	1	10	0.4749444143860296
20	G3	18	1	0.5	G3	1	10	0.4749444143860296
21	G3	18	1	0.5	G3	1	10	0.4749444143860296
22	G10 | G7	17	2	0.0	G10, G7	2	10	0.4297120356635584
23	G10 | (G2 & G7) | (G6 & G7)	17	4	0.5	G10, G2, G6, G7	4	10	0.14334473510165338
24	G10 | G8 | G9 | ~G6	17	4	0.5	G10, G6, G8, G9	4	10	0.31682434916138513
25	G10 & (G3 | ~G2)	16	3	0.0	G10, G2, G3	3	10	0.18182964985544203
26	G10 | (G8 & ~G2)	16	3	0.0	G10, G2, G8	3	10	0.231232578928422
27	G10	16	1	0.5	G10	1	10	0.32393034725537756
28	G1 & G10 & G6	16	3	0.0	G1, G10, G6	3	10	0.5037219419295411
29	G2 | G3	14	2	0.0	G2, G3	2	10	0.34168723553684877
30	G2 | G3	14	2	0.0	G2, G3	2	10	0.34168723553684877
31	G1 | G2	14	2	0.0	G1, G2	2	10	0.46067074269771924
32	G2 | G3 | G6 | G7 | G8	14	5	1.0	G2, G3, G6, G7, G8	5	10	0.14616485721516848
33	G2 | G6	13	2	0.0	G2, G6	2	10	0.3114367898326007
34	G6 | G9	13	2	0.0	G6, G9	2	10	0.5149393860808991
35	G2 | G6 | G7	13	3	0.0	G2, G6, G7	3	10	0.7712569556644638
36	G6	13	1	0.5	G6	1	10	1.7759088444747833
37	G6	13	1	0.5	G6	1	10	1.7759088444747833
38	G4 | G5 | G7	12	3	0.0	G4, G5, G7	3	10	1.7479241730778554
39	G3 & ~G10	9	2	0.0	G10, G3	2	10	0.29853150899804093
40	G2 & G8	6	2	0.0	G2, G8	2	10	0.3977237416240861
41	G2 & G8	6	2	0.0	G2, G8	2	10	0.3977237416240861
42	G7 & (G2 | G8)	6	3	0.0	G2, G7, G8	3	10	0.1978262968303438
43	~G10	4	1	0.5	G10	1	10	0.5016136070250418
44	~G10	4	1	0.5	G10	1	10	0.5016136070250418
45	G2 | G5 | G8	3	3	0.0	G2, G5, G8	3	10	0.3274259017293578
46	G2 | G8	2	2	0.0	G2, G8	2	10	0.3977237416240861
47	G2 | G8	2	2	0.0	G2, G8	2	10	0.3977237416240861
48	~G3	2	1	0.5	G3	1	10	0.4749444143860296
49	~G3	2	1	0.5	G3	1	10	0.4749444143860296
50	G2 | G8 | (G10 & G4 & G7)	2	5	1.0	G10, G2, G4, G7, G8	5	10	0.04843935474869858
