rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
2	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
3	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
4	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
5	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
6	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
7	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
8	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
9	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
10	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
11	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
12	G2 | (~G10 & ~G6)	19	3	0.0	G10, G2, G6	3	5	0.27746318750689675
13	G2 | (G1 & ~G6)	19	3	0.0	G1, G2, G6	3	5	0.3308651478679605
14	G2 | (G1 & ~G6)	19	3	0.0	G1, G2, G6	3	5	0.3308651478679605
15	G2 | G5	19	2	0.0	G2, G5	2	5	0.6175482563567342
16	G2 | ~G6	19	2	0.0	G2, G6	2	5	0.8319117025758995
17	G2 | (~G10 & ~G4 & ~G6)	19	4	0.5	G10, G2, G4, G6	4	5	0.2569540258098996
18	G2	18	1	0.5	G2	1	5	0.7369752164209218
19	G2	18	1	0.5	G2	1	5	0.7369752164209218
20	G2	18	1	0.5	G2	1	5	0.7369752164209218
21	G2	18	1	0.5	G2	1	5	0.7369752164209218
22	G2	18	1	0.5	G2	1	5	0.7369752164209218
23	G2	18	1	0.5	G2	1	5	0.7369752164209218
24	~G10 & ~G2 & ~G6	16	3	0.0	G10, G2, G6	3	5	0.27746318750689675
25	~G1	16	1	0.5	G1	1	5	0.40339258571371794
26	~G6	16	1	0.5	G6	1	5	1.473420570467727
27	G5 | G9	15	2	0.0	G5, G9	2	5	1.0782610581832919
28	G9 | ~G6	15	2	0.0	G6, G9	2	5	1.1588568621916622
29	G10 | G2	8	2	0.0	G10, G2	2	5	0.7258411670653395
30	G10 | G5	6	2	0.0	G10, G5	2	5	0.6847795946536284
31	True	5	1	0.5	True	1	5	0.27746318750689675
32	G2 | G6 | ~G10	5	3	0.0	G10, G2, G6	3	5	0.27746318750689675
33	G1 | G2 | ~G7	5	3	0.0	G1, G2, G7	3	5	0.34864879788428776
34	G1 | G6	5	2	0.0	G1, G6	2	5	0.3673919554131827
35	G10 | G5 | G6	5	3	0.0	G10, G5, G6	3	5	0.6821259111969968
36	G3 | G6	5	2	0.0	G3, G6	2	5	1.0805842206233736
37	G3 | G6	5	2	0.0	G3, G6	2	5	1.0805842206233736
38	True	5	1	0.5	True	1	5	0.7369752164209218
39	True	5	1	0.5	True	1	5	0.7369752164209218
40	G10 | G2 | G3 | G6 | G9	5	5	1.0	G10, G2, G3, G6, G9	5	5	0.11649350424435831
41	G2 | (G1 & G6)	4	3	0.0	G1, G2, G6	3	5	0.3308651478679605
42	G2 | (G1 & G6)	4	3	0.0	G1, G2, G6	3	5	0.3308651478679605
43	G2 | G6	4	2	0.0	G2, G6	2	5	0.8319117025758995
44	G2 | G6	4	2	0.0	G2, G6	2	5	0.8319117025758995
45	G2 | G6	4	2	0.0	G2, G6	2	5	0.8319117025758995
46	G10 | G6	4	2	0.0	G10, G6	2	5	0.9667748295788192
47	G6 | G9	4	2	0.0	G6, G9	2	5	1.1588568621916622
48	G6	4	1	0.5	G6	1	5	1.473420570467727
49	G6	4	1	0.5	G6	1	5	1.473420570467727
50	~G2	2	1	0.5	G2	1	5	0.7369752164209218
