rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	2	0.35734179881360356
2	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	2	0.35734179881360356
3	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	2	0.35734179881360356
4	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	2	0.35734179881360356
5	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	2	0.35734179881360356
6	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	2	0.35734179881360356
7	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	2	0.35734179881360356
8	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	2	0.35734179881360356
9	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	2	0.35734179881360356
10	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	2	0.35734179881360356
11	G5 | G6 | G8	19	3	0.0	G5, G6, G8	3	2	0.5307726841661189
12	G5 | G6 | G8	19	3	0.0	G5, G6, G8	3	2	0.5307726841661189
13	G5 | G6 | G8	19	3	0.0	G5, G6, G8	3	2	0.5307726841661189
14	G5 | G6 | G8	19	3	0.0	G5, G6, G8	3	2	0.5307726841661189
15	G5 | G6 | G8	19	3	0.0	G5, G6, G8	3	2	0.5307726841661189
16	G5 | G6 | G8	19	3	0.0	G5, G6, G8	3	2	0.5307726841661189
17	G5 | G6 | G8	19	3	0.0	G5, G6, G8	3	2	0.5307726841661189
18	G5 | G6 | G8	19	3	0.0	G5, G6, G8	3	2	0.8350881577431901
19	G5 | G6 | G8	19	3	0.0	G5, G6, G8	3	2	0.8350881577431901
20	G3 | G5 | G6	19	3	0.0	G3, G5, G6	3	2	0.901086826165665
21	G10 | G5 | G6	19	3	0.0	G10, G5, G6	3	2	1.015372506896622
22	G10 | G5 | G6	19	3	0.0	G10, G5, G6	3	2	1.015372506896622
23	G4 | G5 | G6	19	3	0.0	G4, G5, G6	3	2	1.1730455025571476
24	G1 | ~G8	19	2	0.0	G1, G8	2	2	1.1912601160152334
25	G5 | G6	19	2	0.0	G5, G6	2	2	1.4344923466309765
26	G5 | G6	19	2	0.0	G5, G6	2	2	1.4344923466309765
27	G5 | G6	19	2	0.0	G5, G6	2	2	1.4344923466309765
28	G5 | G6	19	2	0.0	G5, G6	2	2	1.4344923466309765
29	G10 | G2 | G5 | G6	19	4	0.5	G10, G2, G5, G6	4	2	0.6124568946941098
30	G4 | G5 | G6 | G8 | ~G10	19	5	1.0	G10, G4, G5, G6, G8	5	2	0.3625746264677867
31	G10 | G3 | G5 | G6 | G8	19	5	1.0	G10, G3, G5, G6, G8	5	2	0.9791187653397826
32	G6 | G8 | G9	18	3	0.0	G6, G8, G9	3	2	0.8925776904411438
33	G10 | G6 | G7	18	3	0.0	G10, G6, G7	3	2	0.9723732148609374
34	G6 | G8	18	2	0.0	G6, G8	2	2	1.2001781688147564
35	G6 | G8	18	2	0.0	G6, G8	2	2	1.2001900070407359
36	G6 | G8	18	2	0.0	G6, G8	2	2	1.2001900070407359
37	G1 | G4	18	2	0.0	G1, G4	2	2	1.2042971685037782
38	G1 | G4	18	2	0.0	G1, G4	2	2	1.2042971685037782
39	G4 | G6	18	2	0.0	G4, G6	2	2	1.268208772353839
40	G6 | G8 | (~G5 & ~G7)	18	4	0.5	G5, G6, G7, G8	4	2	0.7138371106538262
41	G1	18	1	0.5	G1	1	2	1.0667635082495566
42	G6	18	1	0.5	G6	1	2	1.0832833848006012
43	~G8	18	1	0.5	G8	1	2	1.1667359332610852
44	G3 | G4	14	2	0.0	G3, G4	2	2	1.1094293128495458
45	G10 | G5	12	2	0.0	G10, G5	2	2	1.1296443657168613
46	G10 | G8	11	2	0.0	G10, G8	2	2	1.0897682928121069
47	G10	11	1	0.5	G10	1	2	1.1349542985879202
48	~G1 | ~G3	8	2	0.0	G1, G3	2	2	1.1939207915537984
49	~G6	2	1	0.5	G6	1	2	1.0832833848006012
50	~G6	2	1	0.5	G6	1	2	1.0832833848006012
