rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
2	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
3	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
4	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
5	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
6	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
7	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
8	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
9	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
10	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
11	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
12	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
13	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
14	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
15	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
16	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
17	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
18	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
19	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
20	G2 & G6 & G9	19	3	0.0	G2, G6, G9	3	6	0.1476737439339914
21	G2 & G6 & G8	19	3	0.0	G2, G6, G8	3	6	0.36067592633334145
22	G2 & G5 & G6	19	3	0.0	G2, G5, G6	3	6	0.3886629480660565
23	G2 & G9 & ~G10	19	3	0.0	G10, G2, G9	3	6	0.404805587673167
24	G10 & G2	19	2	0.0	G10, G2	2	6	0.5734779672013077
25	G8 & G9	19	2	0.0	G8, G9	2	6	0.6534530741324984
26	False	19	1	0.5	False	1	6	0.6687923730707547
27	G2 & G9	19	2	0.0	G2, G9	2	6	0.6812696236773408
28	False	19	1	0.5	False	1	6	0.7274078987518212
29	G5 & G9	19	2	0.0	G5, G9	2	6	1.1379462066274117
30	G2 & G4 & G6 & G9	19	4	0.5	G2, G4, G6, G9	4	6	0.06396125805285623
31	G2 & G4 & G6 & G9	19	4	0.5	G2, G4, G6, G9	4	6	0.06396125805285623
32	G2 & G6 & G7 & G9	19	4	0.5	G2, G6, G7, G9	4	6	0.1606676106816371
33	False	19	1	0.5	False	1	6	0.6713948160740107
34	G1 & G2 & G5 & G6 & G9	19	5	1.0	G1, G2, G5, G6, G9	5	6	0.4482928280914984
35	G1 & G6 & G9	18	3	0.0	G1, G6, G9	3	6	0.21339618605221872
36	G2 & G3 & G6	18	3	0.0	G2, G3, G6	3	6	0.3251569177401045
37	G6 & G9	18	2	0.0	G6, G9	2	6	0.6687923730707547
38	G6 & G9	18	2	0.0	G6, G9	2	6	0.6687923730707547
39	G6 & G9	18	2	0.0	G6, G9	2	6	0.6687923730707547
40	G6 & G7	18	2	0.0	G6, G7	2	6	0.723113689643141
41	G2 & G3 & G6	18	3	0.0	G2, G3, G6	3	6	0.13439220782686334
42	G7	18	1	0.5	G7	1	6	0.7646533337934915
43	G9	18	1	0.5	G9	1	6	0.7825693366147866
44	G9	18	1	0.5	G9	1	6	0.7825693366147866
45	G9	18	1	0.5	G9	1	6	0.7825693366147866
46	G9	18	1	0.5	G9	1	6	0.7825693366147866
47	G4 & G6	17	2	0.0	G4, G6	2	6	0.6170953448462789
48	G4 & G6	17	2	0.0	G4, G6	2	6	0.6735548058644052
49	G2 & G6	14	2	0.0	G2, G6	2	6	0.4165316706752103
50	G2	14	1	0.5	G2	1	6	0.6713948160740107
