rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
2	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
3	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
4	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
5	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
6	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
7	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
8	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
9	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
10	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
11	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
12	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
13	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
14	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
15	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
16	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
17	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
18	G2 & G3 & G8	19	3	0.0	G2, G3, G8	3	2	0.2287202128964027
19	G2 & G4 & G8	19	3	0.0	G2, G4, G8	3	2	0.3894333687881195
20	G2 & G3 & G7	19	3	0.0	G2, G3, G7	3	2	0.45877934186039837
21	G2 & G8	19	2	0.0	G2, G8	2	2	0.5296015207221245
22	G2 & G8	19	2	0.0	G2, G8	2	2	0.5296015207221245
23	G2 & G8	19	2	0.0	G2, G8	2	2	0.5296015207221245
24	G2 & G8	19	2	0.0	G2, G8	2	2	0.5296015207221245
25	G2 & G8	19	2	0.0	G2, G8	2	2	0.5296015207221245
26	G2 & G8	19	2	0.0	G2, G8	2	2	0.5296015207221245
27	G2 & G8	19	2	0.0	G2, G8	2	2	0.5296015207221245
28	G2 & G8	19	2	0.0	G2, G8	2	2	0.5296015207221245
29	G7 & G8	19	2	0.0	G7, G8	2	2	0.5934106286469906
30	G4 & G8	19	2	0.0	G4, G8	2	2	0.6087471652226633
31	G1 & G2 & G3 & G8	19	4	0.5	G1, G2, G3, G8	4	2	0.1577480817155294
32	G1 & G2 & G3 & G8	19	4	0.5	G1, G2, G3, G8	4	2	0.1577480817155294
33	G2 & G3 & G5 & G8	19	4	0.5	G2, G3, G5, G8	4	2	0.44344853273142365
34	G1 & G4 & G7 & G8	19	4	0.5	G1, G4, G7, G8	4	2	0.5888062478528904
35	G1 & G3 & G4 & G6 & G8	19	5	1.0	G1, G3, G4, G6, G8	5	2	0.31785579028890454
36	G8	18	1	0.5	G8	1	2	0.3843925453296033
37	G3 & G8	18	2	0.0	G3, G8	2	2	0.6051555678766153
38	G3 & G8	18	2	0.0	G3, G8	2	2	0.6051555678766153
39	G2 & G3	18	2	0.0	G2, G3	2	2	0.6278712793103265
40	G5 & ~G8	18	2	0.0	G5, G8	2	2	0.6574180905333951
41	G1 & G8	18	2	0.0	G1, G8	2	2	0.6578246418640478
42	G8	18	1	0.5	G8	1	2	0.6301411031569255
43	G8	18	1	0.5	G8	1	2	0.6301411031569255
44	G8	18	1	0.5	G8	1	2	0.6301411031569255
45	G8	18	1	0.5	G8	1	2	0.6301411031569255
46	G8	18	1	0.5	G8	1	2	0.6301411031569255
47	G2	14	1	0.5	G2	1	2	0.6713948160740107
48	G3	7	1	0.5	G3	1	2	0.2287202128964027
49	G3 | G8	7	2	0.0	G3, G8	2	2	0.6051555678766153
50	G1 | G5	2	2	0.0	G1, G5	2	2	0.8785955470414977
