rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
2	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
3	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
4	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
5	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
6	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
7	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
8	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
9	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
10	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
11	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
12	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
13	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
14	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.08403755720771991
15	G4 & G6 & G8	19	3	0.0	G4, G6, G8	3	5	0.2952377368677928
16	G3 & G7 & G8	19	3	0.0	G3, G7, G8	3	5	0.3843925453296033
17	G6 & G7 & G8	19	3	0.0	G6, G7, G8	3	5	0.3953395298743927
18	G7 & G8	19	2	0.0	G7, G8	2	5	0.5934106286469906
19	G7 & G8	19	2	0.0	G7, G8	2	5	0.5934106286469906
20	G7 & G8	19	2	0.0	G7, G8	2	5	0.5934106286469906
21	G1 & G8 & ~G3	19	3	0.0	G1, G3, G8	3	5	0.5986530250191939
22	G10 & G4 & G8	19	3	0.0	G10, G4, G8	3	5	0.6087471652226633
23	G5 & G6	19	2	0.0	G5, G6	2	5	0.7274078987518212
24	G5 & G9	19	2	0.0	G5, G9	2	5	1.1379462066274117
25	G1 & G2 & G6 & G8	19	4	0.5	G1, G2, G6, G8	4	5	0.2630141807485162
26	G1 & G6 & G7 & G8	19	4	0.5	G1, G6, G7, G8	4	5	0.35533385091162084
27	G10 & G5 & G6 & G8	19	4	0.5	G10, G5, G6, G8	4	5	0.4221467253658796
28	G10 & G2 & G5 & G7 & G8	19	5	1.0	G10, G2, G5, G7, G8	5	5	0.14463431515707628
29	G1 & G6 & G7 & G8 & G9	19	5	1.0	G1, G6, G7, G8, G9	5	5	0.3544510093858034
30	G8	18	1	0.5	G8	1	5	0.08403755720771991
31	G6 & G8	18	2	0.0	G6, G8	2	5	0.46809325316900513
32	G6 & G8	18	2	0.0	G6, G8	2	5	0.46809325316900513
33	G6 & G8	18	2	0.0	G6, G8	2	5	0.46809325316900513
34	G6 & G8	18	2	0.0	G6, G8	2	5	0.46809325316900513
35	G8	18	1	0.5	G8	1	5	0.46810902122764675
36	G6 & G8	18	2	0.0	G6, G8	2	5	0.46810902122764675
37	G6 & G7	18	2	0.0	G6, G7	2	5	0.723113689643141
38	G6 & G7	18	2	0.0	G6, G7	2	5	0.723113689643141
39	G6 & G7	18	2	0.0	G6, G7	2	5	0.723113689643141
40	G6 & G7	18	2	0.0	G6, G7	2	5	0.723113689643141
41	G1 & G9	18	2	0.0	G1, G9	2	5	0.9602263280441261
42	G7 & ~G4	18	2	0.0	G4, G7	2	5	1.0995227133332122
43	G8	18	1	0.5	G8	1	5	0.6301411031569255
44	G8	18	1	0.5	G8	1	5	0.6301411031569255
45	G8	18	1	0.5	G8	1	5	0.6301411031569255
46	G8	18	1	0.5	G8	1	5	0.6301411031569255
47	G1 & G2	15	2	0.0	G1, G2	2	5	0.6773758308442603
48	G10 | (G6 & G7 & G8)	11	4	0.5	G10, G6, G7, G8	4	5	0.14988180399660042
49	~G10	9	1	0.5	G10	1	5	0.6156631454577296
50	~G8	2	1	0.5	G8	1	5	0.6301411031569255
