rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
2	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
3	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
4	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
5	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
6	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
7	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
8	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
9	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
10	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
11	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
12	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
13	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	9	0.18854830310503212
14	G3 & G4 & G7	19	3	0.0	G3, G4, G7	3	9	0.31221837577762607
15	G3 & G4 & G7	19	3	0.0	G3, G4, G7	3	9	0.31221837577762607
16	G3 & G4 & G8	19	3	0.0	G3, G4, G8	3	9	0.49937192107427647
17	G3 & G4 & G8	19	3	0.0	G3, G4, G8	3	9	0.49937192107427647
18	G10 & G2 & G4	19	3	0.0	G10, G2, G4	3	9	0.5230274210249556
19	G2 & G4 & G7	19	3	0.0	G2, G4, G7	3	9	0.5734538447694935
20	G2 & G4 & G7	19	3	0.0	G2, G4, G7	3	9	0.5734538447694935
21	G2 & G4 & G6	19	3	0.0	G2, G4, G6	3	9	0.5863881751705959
22	G4 & G8	19	2	0.0	G4, G8	2	9	0.5960737268938606
23	G4 & G7	19	2	0.0	G4, G7	2	9	0.6259127021079579
24	G2 & G7	19	2	0.0	G2, G7	2	9	0.902615697750882
25	G8 & G9	19	2	0.0	G8, G9	2	9	0.9388803179083854
26	G3 & G4 & G7 & G8	19	4	0.5	G3, G4, G7, G8	4	9	0.09412366684510781
27	G10 & G3 & G4 & G6 & G8 & G9	19	6	1.5	G10, G3, G4, G6, G8, G9	6	9	0.36692242785447665
28	G3 & G7	18	2	0.0	G3, G7	2	9	0.8757959619153487
29	G2 & G3	18	2	0.0	G2, G3	2	9	1.030687933781731
30	G2 & G3	18	2	0.0	G2, G3	2	9	1.030687933781731
31	G2 & G3	18	2	0.0	G2, G3	2	9	1.0307102133126538
32	G2 & G3	18	2	0.0	G2, G3	2	9	1.0307102133126538
33	G3 & G4 & G6 & G9	18	4	0.5	G3, G4, G6, G9	4	9	0.24437304066774357
34	G3 & G4	16	2	0.0	G3, G4	2	9	0.6046363392267767
35	G3 & G4	16	2	0.0	G3, G4	2	9	0.6046363392267767
36	G3 & G4	16	2	0.0	G3, G4	2	9	0.6046363392267767
37	G3 & G4	16	2	0.0	G3, G4	2	9	0.6046363392267767
38	G4	15	1	0.5	G4	1	9	0.633412075534592
39	G4	15	1	0.5	G4	1	9	0.633412075534592
40	G2 & G6	14	2	0.0	G2, G6	2	9	1.0608253316444953
41	G2 & G6	14	2	0.0	G2, G6	2	9	1.0608253316444953
42	G2	14	1	0.5	G2	1	9	1.1008092231947142
43	G3	7	1	0.5	G3	1	9	0.9389456440729342
44	G3	7	1	0.5	G3	1	9	0.9389456440729342
45	G3	7	1	0.5	G3	1	9	0.9389456440729342
46	G3	7	1	0.5	G3	1	9	0.9389456440729342
47	G3	7	1	0.5	G3	1	9	0.9389456440729342
48	~G2	6	1	0.5	G2	1	9	1.1008092231947142
49	G1	2	1	0.5	G1	1	9	1.066327688615046
50	~G3 | ~G4 | ~G7	1	3	0.0	G3, G4, G7	3	9	0.31221837577762607
