rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	True	19	1	0.5	True	1	9	0.35734179881360356
2	True	19	1	0.5	True	1	9	0.35734179881360356
3	True	19	1	0.5	True	1	9	0.35734179881360356
4	True	19	1	0.5	True	1	9	0.35734179881360356
5	True	19	1	0.5	True	1	9	0.35734179881360356
6	True	19	1	0.5	True	1	9	0.35734179881360356
7	True	19	1	0.5	True	1	9	0.35734179881360356
8	True	19	1	0.5	True	1	9	0.35734179881360356
9	True	19	1	0.5	True	1	9	0.35734179881360356
10	True	19	1	0.5	True	1	9	0.35734179881360356
11	True	19	1	0.5	True	1	9	0.35734179881360356
12	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	9	0.35734179881360356
13	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	9	0.35734179881360356
14	True	19	1	0.5	True	1	9	0.35734179881360356
15	G1 | G3 | G4	19	3	0.0	G1, G3, G4	3	9	0.35734179881360356
16	G1 | ~G3 | ~G7	19	3	0.0	G1, G3, G7	3	9	0.8796958506561454
17	G1 | G3 | G7	19	3	0.0	G1, G3, G7	3	9	0.8796958506561454
18	True	19	1	0.5	True	1	9	0.90567939535189
19	True	19	1	0.5	True	1	9	0.9359281023507495
20	True	19	1	0.5	True	1	9	0.9563960882542393
21	G1 | G3 | G9	19	3	0.0	G1, G3, G9	3	9	1.007084308264218
22	G1 | G2	19	2	0.0	G1, G2	2	9	1.1926438814499858
23	G1 | G2	19	2	0.0	G1, G2	2	9	1.1926438814499858
24	True	19	1	0.5	True	1	9	1.1926438814499858
25	G1 | G3	19	2	0.0	G1, G3	2	9	1.1939207915537984
26	G1 | G3	19	2	0.0	G1, G3	2	9	1.1939207915537984
27	G1 | G2 | G3 | G4	19	4	0.5	G1, G2, G3, G4	4	9	0.5194181619895555
28	G1 | G3 | G4 | G7	19	4	0.5	G1, G3, G4, G7	4	9	0.8273836931940721
29	True	19	1	0.5	True	1	9	1.0667635082495566
30	G1 | G10 | G2 | G4 | ~G3	19	5	1.0	G1, G10, G2, G3, G4	5	9	1.0955735379913025
31	G10 | G2 | G3 | G6 | (G1 & G4)	19	6	1.5	G1, G10, G2, G3, G4, G6	6	9	0.7394090706565754
32	G1 | (~G3 & ~G4)	18	3	0.0	G1, G3, G4	3	9	0.35734179881360356
33	G1 | G7 | G8	18	3	0.0	G1, G7, G8	3	9	0.8808356820918404
34	G1 | G4	18	2	0.0	G1, G4	2	9	1.2042971685037782
35	G1 | G4	18	2	0.0	G1, G4	2	9	1.2042971685037782
36	G1 | G7	18	2	0.0	G1, G7	2	9	1.220013499187817
37	G1 | G7	18	2	0.0	G1, G7	2	9	1.220013499187817
38	G1 | G7	18	2	0.0	G1, G7	2	9	1.220013499187817
39	G1 | G4 | G7	18	3	0.0	G1, G4, G7	3	9	0.894324226347859
40	G1	18	1	0.5	G1	1	9	1.0667635082495566
41	~G8	18	1	0.5	G8	1	9	1.1667359332610852
42	G2 | G3 | G5 | (G1 & G4)	18	5	1.0	G1, G2, G3, G4, G5	5	9	0.5974039980825274
43	G2 | G3	17	2	0.0	G2, G3	2	9	1.2333069096728673
44	G3 | G4	14	2	0.0	G3, G4	2	9	1.1094293128495458
45	G4 | (~G3 & ~G5)	10	3	0.0	G3, G4, G5	3	9	0.9563662582936744
46	G4 | G5	6	2	0.0	G4, G5	2	9	1.2141422052372273
47	G1 & G4	5	2	0.0	G1, G4	2	9	1.2042971685037782
48	~G1	2	1	0.5	G1	1	9	1.0667635082495566
49	~G1	2	1	0.5	G1	1	9	1.0667635082495566
50	~G1 & ~G3 & ~G4	1	3	0.0	G1, G3, G4	3	9	0.35734179881360356
