rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
2	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
3	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
4	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
5	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
6	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
7	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
8	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
9	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
10	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
11	G1 & G2 & G7	19	3	0.0	G1, G2, G7	3	10	0.20981973206556126
12	G3 & G4 & G7	19	3	0.0	G3, G4, G7	3	10	0.25903303577771053
13	G3 & G4 & G7	19	3	0.0	G3, G4, G7	3	10	0.25903303577771053
14	G1 & G10 & G7	19	3	0.0	G1, G10, G7	3	10	0.3599769218099255
15	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	10	0.38909858531456387
16	G10 & G4 & G7	19	3	0.0	G10, G4, G7	3	10	0.4900394830510468
17	G2 & G3 & G4	19	3	0.0	G2, G3, G4	3	10	0.5087615304029103
18	G2 & G4	19	2	0.0	G2, G4	2	10	0.6556234639553713
19	G2 & G4	19	2	0.0	G2, G4	2	10	0.6556234639553713
20	G2 & G7	19	2	0.0	G2, G7	2	10	0.6597080135416576
21	G2 & G7	19	2	0.0	G2, G7	2	10	0.6597080135416576
22	G2 & G7	19	2	0.0	G2, G7	2	10	0.6597080135416576
23	G2 & G7	19	2	0.0	G2, G7	2	10	0.6597080135416576
24	G2 & G7	19	2	0.0	G2, G7	2	10	0.6597080135416576
25	G1 & G2 & (G3 | G4)	19	4	0.5	G1, G2, G3, G4	4	10	0.4487659981473523
26	G1 & G3 & G4 & G7	19	4	0.5	G1, G3, G4, G7	4	10	0.5897930113023429
27	G10 & G3 & G5 & G7	19	4	0.5	G10, G3, G5, G7	4	10	0.6815515873438138
28	G1 & G6 & G7	18	3	0.0	G1, G6, G7	3	10	0.5165866697276531
29	G1 & G3 & G4	18	3	0.0	G1, G3, G4	3	10	0.5250330489642832
30	G1 & G3 & G4	18	3	0.0	G1, G3, G4	3	10	0.5250330489642832
31	G3 & G4	18	2	0.0	G3, G4	2	10	0.6502962179164675
32	G3 & G4	18	2	0.0	G3, G4	2	10	0.6502962179164675
33	G3 & G4	18	2	0.0	G3, G4	2	10	0.6502962179164675
34	G3 & G4	18	2	0.0	G3, G4	2	10	0.6502962179164675
35	G3 & G7	18	2	0.0	G3, G7	2	10	0.7063481443263477
36	G3 & G7	18	2	0.0	G3, G7	2	10	0.7063481443263477
37	G1 & G7	18	2	0.0	G1, G7	2	10	0.9541286934002098
38	G1 & G7	18	2	0.0	G1, G7	2	10	0.9541286934002098
39	G1 & G7	18	2	0.0	G1, G7	2	10	0.9541286934002098
40	G7	18	1	0.5	G7	1	10	0.7646533337934915
41	G4 & G6	17	2	0.0	G4, G6	2	10	0.6735548058644052
42	G10 & G4	17	2	0.0	G10, G4	2	10	0.740310643451957
43	G1 & G4	17	2	0.0	G1, G4	2	10	0.9585969478555144
44	G1 & G2	15	2	0.0	G1, G2	2	10	0.6773758308442603
45	G1 & G2	15	2	0.0	G1, G2	2	10	0.6773758308442603
46	G1 & G2	15	2	0.0	G1, G2	2	10	0.6773758308442603
47	G1 & G2	15	2	0.0	G1, G2	2	10	0.6773758308442603
48	G2	14	1	0.5	G2	1	10	0.6713948160740107
49	G3	7	1	0.5	G3	1	10	0.7002525394844659
50	G1 & G6	3	2	0.0	G1, G6	2	10	0.5581725616956242
