rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G10 & G9 & ~G2	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
2	G10 & G9 & ~G2	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
3	G10 & G9 & ~G2	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
4	G9 & (~G10 | ~G2)	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
5	G10 & G9 & ~G2	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
6	G10 & G9 & ~G2	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
7	G10 & G9 & ~G2	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
8	G10 & G9 & ~G2	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
9	G9	20	1	0.5	G9	1	8	0.37727405518615076
10	G9 & (~G10 | ~G2)	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
11	G9 | (G10 & G2)	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
12	G9 & (~G10 | ~G2)	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
13	G10 & G9 & ~G2	20	3	0.0	G10, G2, G9	3	8	0.37727405518615076
14	G10 & G9	20	2	0.0	G10, G9	2	8	1.0344626485086905
15	G10 & G9	20	2	0.0	G10, G9	2	8	1.0344626485086905
16	G10 & G9	20	2	0.0	G10, G9	2	8	1.0344626485086905
17	G10 & G9	20	2	0.0	G10, G9	2	8	1.0344626485086905
18	G10 & G9	20	2	0.0	G10, G9	2	8	1.0344626485086905
19	G10 & G9	20	2	0.0	G10, G9	2	8	1.0344626485086905
20	G10 & G9	20	2	0.0	G10, G9	2	8	1.0344626485086905
21	G10 & G9	20	2	0.0	G10, G9	2	8	1.0344626485086905
22	G3 & G9	20	2	0.0	G3, G9	2	8	2.234739120287302
23	G3 & G9	20	2	0.0	G3, G9	2	8	2.234739120287302
24	G9	20	1	0.5	G9	1	8	2.450400930134412
25	G10 & G2 & G9	19	3	0.0	G10, G2, G9	3	8	0.37727405518615076
26	False	19	1	0.5	False	1	8	0.37727405518615076
27	False	19	1	0.5	False	1	8	0.37727405518615076
28	G10 & G7 & G9	19	3	0.0	G10, G7, G9	3	8	0.6814777486858767
29	G4 & G5 & G9	19	3	0.0	G4, G5, G9	3	8	0.7039535083857535
30	G10 & G8 & G9	19	3	0.0	G10, G8, G9	3	8	0.8548448233234216
31	G8 & G9	19	2	0.0	G8, G9	2	8	0.8775278157726403
32	False	19	1	0.5	False	1	8	1.0344626485086905
33	False	19	1	0.5	False	1	8	1.0344626485086905
34	G10 & G2	19	2	0.0	G10, G2	2	8	1.079918110595099
35	G2 & G9	19	2	0.0	G2, G9	2	8	2.1627625732130227
36	G2 & G9	19	2	0.0	G2, G9	2	8	2.1627625732130227
37	G10 & G2	19	2	0.0	G10, G2	2	8	0.34773715044018483
38	G1 & G10 & G2 & G6 & G9	19	5	1.0	G1, G10, G2, G6, G9	5	8	0.8842241967620723
39	G10 & G8	18	2	0.0	G10, G8	2	8	1.0011995998349756
40	G2 | G9	15	2	0.0	G2, G9	2	8	2.1627625732130227
41	G10	11	1	0.5	G10	1	8	0.8901903840747961
42	G10	11	1	0.5	G10	1	8	0.8901903840747961
43	G3	7	1	0.5	G3	1	8	2.1869368174094976
44	G10 | G2	6	2	0.0	G10, G2	2	8	1.079918110595099
45	G2 | G9 | (G1 & G10)	6	4	0.5	G1, G10, G2, G9	4	8	0.20632737748930063
46	G6 & (G10 | ~G9)	2	3	0.0	G10, G6, G9	3	8	1.0287222721657312
47	~G9 | (G10 & G4)	1	3	0.0	G10, G4, G9	3	8	0.5991060348855191
48	~G9	0	1	0.5	G9	1	8	2.450400930134412
49	~G9	0	1	0.5	G9	1	8	2.450400930134412
50	~G9	0	1	0.5	G9	1	8	2.450400930134412
