Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G19 | G37	20	2	0.156250	2.7813
G1	2	G19 | G37 | (G46 & G60)	19	4	0.033449	2.3541
G1	3	G19 | ~G41	19	2	0.559610	2.3279
G1	4	G37	19	1	0.290151	2.0973
G2	1	G17 | (G48 & G84)	19	3	0.119267	2.7682
G2	2	G17 & G84 & ~G28	19	3	0.177483	2.7100
G2	3	G17 & (G30 | G84)	19	3	0.318848	2.5687
G2	4	G17 & G84	19	2	0.328848	2.5587
G2	5	G17 & (G28 | G95)	18	3	0.350018	2.4875
G2	6	G17 & (G30 | G95)	18	3	0.356227	2.4813
G2	7	G17	18	1	0.400135	1.9374
G3	1	G3 & G59 & G79	19	3	0.263433	2.6241
G3	2	G3 & G72 & G79	18	3	0.302040	2.5355
G3	3	G3 & G79	19	2	0.564780	2.3227
G3	4	G3 & G59	18	2	0.516437	2.3211
G3	5	G23 & G79	18	2	0.613468	2.2240
G3	6	G3	18	1	0.344681	1.9928
G4	1	G5 & (G37 | G54)	19	3	0.098422	2.7891
G4	2	G5 & G83	19	2	0.183227	2.7043
G4	3	G5 & G54	19	2	0.398667	2.4888
G4	4	G31 | G5	19	2	0.399256	2.4882
G4	5	G5	20	1	0.072121	2.3654
G4	6	G5 & (G27 | G37 | G54)	19	4	0.238995	2.1485
G5	1	G3 & (~G48 | ~G78)	20	3	0.163230	2.7743
G5	2	G3 & G84	20	2	0.173476	2.7640
G5	3	G3	19	1	0.362891	2.0246
G6	1	G60 & G8 & G89	19	3	0.233003	2.6545
G6	2	G8 & (G42 | G83)	18	3	0.316798	2.5207
G6	3	G83 & G89	18	2	0.558552	2.2789
G6	4	G8 & G89	18	2	0.649297	2.1882
G6	5	G8 & G89 & (G42 | G83)	19	4	0.320560	2.0669
G7	1	G58 | (G37 & G88)	19	3	0.227741	2.6598
G7	2	G58 | (G37 & G54)	18	3	0.377918	2.4596
G7	3	G31 | G58	18	2	0.427401	2.4101
G7	4	G58	18	1	0.389537	1.9480
G8	1	G60 & G84	20	2	0.347715	2.5898
G8	2	G60 & ~G13	20	2	0.465430	2.4721
G9	1	G17 & (G2 | G28)	18	3	0.197537	2.6400
G9	2	G17 & (G42 | G59 | G62)	17	4	0.189139	2.0984
G9	3	G17 & G2	18	2	0.828856	2.0086
G9	4	G17	17	1	0.636334	1.6512
G9	5	G2	17	1	0.998113	1.2894
G10	1	G10 & (G100 | G39)	18	3	0.194624	2.6429
G10	2	G10 | (~G39 & ~G58)	18	3	0.232332	2.6052
G10	3	~G58 & (G100 | G90)	18	3	0.301153	2.5363
G10	4	G10 & ~G58	18	2	0.619703	2.2178
G10	5	G10	18	1	0.232332	2.1052
G10	6	G10 | G46	17	2	1.033621	1.7875
G10	7	~G58	18	1	0.654555	1.6829
G10	8	G100	18	1	0.690880	1.6466
G11	1	G65 & (G13 | G49)	17	3	0.552549	2.2350
G11	2	G13 & G65	16	2	0.552549	2.1850
G11	3	G24 & G65 & (G13 | G49)	16	4	0.363964	1.8735
G11	4	G65 & G93	16	2	0.996474	1.7410
G11	5	G65 & (G8 | G85)	16	3	1.004500	1.7375
G11	6	G65	16	1	0.943170	1.2943
G12	1	G15 | G18 | G80	18	3	0.602740	2.2348
G12	2	G19 | G57 | G80	18	3	0.753697	2.0838
G12	3	G57 | G80	18	2	0.754238	2.0833
G12	4	G15 | G2 | G80	17	3	0.773490	2.0140
G12	5	G18 | G19 | G57	18	3	0.828761	2.0087
G12	6	G15 | G80	17	2	0.846129	1.9414
