Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	~G78 & (G17 | ~G86)	20	3	0.175564	2.7619
G1	2	G17 & G86 & ~G78	20	3	0.175564	2.7619
G2	1	G51 | (G28 & G65)	20	3	0.118638	2.8189
G2	2	G51 | (G59 & G81)	20	3	0.222760	2.7147
G2	3	G51	20	1	0.222760	2.2147
G2	4	G51 | (G41 & G65) | (G59 & G65)	20	4	0.263192	2.1743
G3	1	G29 | (G100 & ~G28)	20	3	0.154775	2.7827
G3	2	G29 | G78	20	2	0.212811	2.7247
G3	3	G81 | (G21 & G28)	19	3	0.202447	2.6851
G3	4	G29 | G81	20	2	0.295695	2.6418
G3	5	G29 | G78 | G81	20	3	0.345234	2.5923
G3	6	G29 & G81	19	2	0.295695	2.5918
G3	7	G78 | G81	20	2	0.362186	2.5753
G3	8	G81 | G93	19	2	0.385319	2.5022
G3	9	G2 | G81	20	2	0.443464	2.4940
G3	10	G81	20	1	0.362169	2.0753
G3	11	G78	20	1	0.362323	2.0752
G3	12	G29	19	1	0.535002	1.8525
G4	1	G100 & G54 & ~G98	19	3	0.272284	2.6152
G4	2	G100 & G54	18	2	0.710662	2.1268
G5	1	G79 & G89 & G9	20	3	0.080265	2.8572
G5	2	G86 & G89	20	2	0.199999	2.7375
G5	3	G79 & G89	20	2	0.209973	2.7275
G5	4	G89 & G9	20	2	0.234318	2.7032
G5	5	G52 & G89	19	2	0.235391	2.6521
G5	6	G38 & G73	19	2	0.436434	2.4511
G5	7	G38 & G9	19	2	0.437415	2.4501
G5	8	G89	20	1	0.151108	2.2864
G5	9	G38	19	1	0.418274	1.9692
G6	1	G70 & G99 & ~G37	19	3	0.572570	2.3149
G6	2	G99 & (~G37 | ~G70)	19	3	0.572570	2.3149
G6	3	G70 & G99	18	2	0.575736	2.2618
G6	4	G40 & G94 & G99	18	3	0.763052	2.0744
G6	5	G94 & G99 & ~G37	19	3	0.942626	1.9449
G6	6	G99 & (~G37 | ~G94)	19	3	0.942626	1.9449
G6	7	G58 & G94 & G99	18	3	0.937152	1.9003
G6	8	G94 & G99	18	2	0.953663	1.8838
G6	9	G99	18	1	0.948334	1.3892
G7	1	G19 | G96 | ~G89	20	3	0.164659	2.7728
G7	2	~G89 | (G19 & ~G96)	20	3	0.164659	2.7728
G7	3	G96 | (G7 & ~G89)	20	3	0.184352	2.7531
G7	4	~G89 | (G28 & G96)	20	3	0.207297	2.7302
G7	5	~G89 | (G1 & G28 & ~G96)	20	4	0.263202	2.1743
G7	6	~G89	20	1	0.304252	2.1332
G7	7	G7	19	1	0.423401	1.9641
G8	1	G50 | (G58 & G87)	15	3	0.566848	2.1207
G8	2	G87 | (G50 & G58)	14	3	0.566848	2.0707
G8	3	G20 | G87	15	2	1.144734	1.6875
G8	4	G20 | G50	15	2	1.260921	1.6875
G8	5	G50 | G73	14	2	1.406088	1.6375
G8	6	G50 | (G20 & G53 & G58)	14	4	0.622821	1.5147
G8	7	G87	14	1	1.199620	1.1375
G9	1	G25 | G49 | G59	18	3	0.783329	2.0542
G9	2	G25 | G59	19	2	1.397737	1.8875
G9	3	G11 | G25 | G59	18	3	1.368056	1.8375
G9	4	G49 | G59	18	2	1.490251	1.8375
G10	1	G22 | G6	16	2	0.564130	2.1734
G10	2	G6 | (G21 & G37)	16	3	0.667508	2.0700
G10	3	G37 | G6	16	2	0.667508	2.0700
G10	4	G37 | G49 | G6	15	3	0.775497	1.9120
G10	5	G21 | G6	15	2	1.484759	1.6875
G11	1	G31 & G9 & G92	19	3	0.373528	2.5140
G11	2	G54 & G9 & G92	19	3	0.433682	2.4538
G11	3	G31 & G9 & G92 & (G34 | G82)	19	5	0.077322	1.8727
G12	1	G30 | G78 | G82	20	3	0.265268	2.6722
G12	2	G22 | G78 | G82	20	3	0.276344	2.6612
G12	3	G30 | G82	20	2	0.393671	2.5438
G12	4	G30 | G78	20	2	0.534815	2.4027
G12	5	G30 | G45 | G78 | G82	19	4	0.177632	2.2099
G12	6	G78	20	1	0.354035	2.0835
G12	7	G30	19	1	0.565068	1.8224
G12	8	G82	19	1	0.596053	1.7914
G13	1	G82 & G94	20	2	0.322305	2.6152
G13	2	G82	20	1	0.178979	2.2585
G13	3	G82 | (G10 & G18 & G62) | (G10 & G62 & G65)	19	5	0.096242	1.8538
G14	1	G17 & (G32 | ~G93)	20	3	0.156584	2.7809
G14	2	G17 | G93	19	2	0.339285	2.5482
G15	1	G90 & (G1 | G34)	17	3	0.286067	2.5014
