combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
0_1_3_2_1_2_1_0_1_1	0.022307692307692306	0.62	1	1.0	-0.0	0.9	1.0	26	4	2.6	0.48989794855663565	0.6000000000000001	30	G6 | ~G5	34	G1 | (G2 & G3)	10	G1 | ~G7	5	G4 | G7	113	G1 & (G10 | G4)	6	G10 & G3 & G7	6	G4 | G7	16	G2 & G7 & G9	193	G1 & G7 & ~G6	24	G1 & G5 & ~G10	0.62
0_1_3_1_4_2_1_2_4_4	0.02846153846153846	0.62	1	1.0	-0.0	0.9	1.0	26	5	2.6	0.48989794855663565	0.6000000000000001	30	G6 | ~G5	34	G1 | (G2 & G3)	10	G1 | ~G7	6	G3 & G7	116	~G5 & (G1 | G6)	6	G10 & G3 & G7	6	G4 | G7	57	G2 & G3 & G8	196	G7 & ~G10 & ~G6	18	G1 & G3 & G6	0.62
0_1_3_1_3_2_1_2_4_1	0.02846153846153846	0.62	1	1.0	-0.0	0.9	1.0	26	5	2.6	0.48989794855663565	0.6000000000000001	30	G6 | ~G5	34	G1 | (G2 & G3)	10	G1 | ~G7	6	G3 & G7	115	G1 & (G2 | G8)	6	G10 & G3 & G7	6	G4 | G7	57	G2 & G3 & G8	196	G7 & ~G10 & ~G6	24	G1 & G5 & ~G10	0.62
0_3_3_1_0_2_1_3_1_0	0.03230769230769231	0.64	1	1.0	-0.0	0.8	1.0	26	4	2.6	0.48989794855663565	0.6000000000000001	30	G6 | ~G5	36	G1 | (G10 & G9)	10	G1 | ~G7	6	G3 & G7	121	~G3 | (G4 & G5)	6	G10 & G3 & G7	6	G4 | G7	58	G3 & G7 & G8	193	G1 & G7 & ~G6	16	G1 & (G3 | G6)	0.64
0_3_4_1_2_0_1_3_0_0	0.03230769230769231	0.64	1	1.0	-0.0	0.8	1.0	26	4	2.6	0.48989794855663565	0.6000000000000001	30	G6 | ~G5	36	G1 | (G10 & G9)	11	~G10 | ~G5	6	G3 & G7	114	G2 & (G1 | G6)	8	G8 | (G6 & G7)	6	G4 | G7	58	G3 & G7 & G8	201	G4 & (G7 | ~G9)	16	G1 & (G3 | G6)	0.64
0_0_3_1_1_0_1_3_1_1	0.03230769230769231	0.64	1	1.0	-0.0	0.8	1.0	26	4	2.6	0.48989794855663565	0.6000000000000001	30	G6 | ~G5	33	G9 | (G1 & G6)	10	G1 | ~G7	6	G3 & G7	113	G1 & (G10 | G4)	8	G8 | (G6 & G7)	6	G4 | G7	58	G3 & G7 & G8	193	G1 & G7 & ~G6	24	G1 & G5 & ~G10	0.64
0_3_4_2_1_3_1_0_1_4	0.03230769230769231	0.64	1	1.0	-0.0	0.8	1.0	26	4	2.6	0.48989794855663565	0.6000000000000001	30	G6 | ~G5	36	G1 | (G10 & G9)	11	~G10 | ~G5	5	G4 | G7	113	G1 & (G10 | G4)	22	G5 & (G7 | G8)	6	G4 | G7	16	G2 & G7 & G9	193	G1 & G7 & ~G6	18	G1 & G3 & G6	0.64
0_1_4_1_1_1_1_2_0_3	0.03230769230769231	0.64	1	1.0	-0.0	0.8	1.0	26	4	2.6	0.48989794855663565	0.6000000000000001	30	G6 | ~G5	34	G1 | (G2 & G3)	11	~G10 | ~G5	6	G3 & G7	113	G1 & (G10 | G4)	7	G8 | (G10 & G5)	6	G4 | G7	57	G2 & G3 & G8	201	G4 & (G7 | ~G9)	17	G1 & (G4 | G5)	0.64
2_3_3_1_3_2_1_2_1_2	0.03461538461538462	0.62	1	1.0	-0.0	0.9	1.0	26	6	2.6	0.48989794855663565	0.6000000000000001	32	~G8 | ~G9	36	G1 | (G10 & G9)	10	G1 | ~G7	6	G3 & G7	115	G1 & (G2 | G8)	6	G10 & G3 & G7	6	G4 | G7	57	G2 & G3 & G8	193	G1 & G7 & ~G6	32	G6 & ~G10 & ~G2	0.62
0_3_3_1_1_3_1_2_3_1	0.03461538461538462	0.62	1	1.0	-0.0	0.9	1.0	26	6	2.6	0.48989794855663565	0.6000000000000001	30	G6 | ~G5	36	G1 | (G10 & G9)	10	G1 | ~G7	6	G3 & G7	113	G1 & (G10 | G4)	22	G5 & (G7 | G8)	6	G4 | G7	57	G2 & G3 & G8	195	~G2 & ~G4 & ~G6	24	G1 & G5 & ~G10	0.62
