combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
4_4_1_4_1_3_2_2_3_0	0.10222222222222224	0.6799999999999999	1	1.0	-0.0	0.6	1.0	25	16	2.5	0.5	0.5	236	~G3 & ~G9	59	G3 | G5 | G7	234	~G3 | ~G4 | ~G6	58	G4 | G5	234	~G7 & ~G8	241	G1 | G10 | ~G3	219	G4 | ~G10	235	~G3 | ~G4 | ~G9	57	G6 & ~G7	225	~G8 | (~G1 & ~G6)	0.6799999999999999
0_4_0_4_2_1_2_4_3_3	0.10646290412782133	0.8999999999999999	2	1.0	0.5345169562588097	1.0	1.0	26	6	2.6	0.48989794855663565	0.6000000000000001	241	G5 | ~G4	59	G3 | G5 | G7	233	G2 | ~G1 | ~G6	58	G4 | G5	235	G6 & G7 & G8	250	G5 | G7 | G9	219	G4 | ~G10	225	G5 | (G9 & ~G3)	57	G6 & ~G7	228	G4 & G7 & G9	0.8999999999999999
0_0_1_4_1_0_2_2_2_4	0.10844444444444448	0.6	1	1.0	-0.0	1.0	1.0	26	12	2.6	0.48989794855663565	0.6000000000000001	241	G5 | ~G4	257	G3 | (G10 & G2)	234	~G3 | ~G4 | ~G6	58	G4 | G5	234	~G7 & ~G8	249	G1 | G2 | G6	219	G4 | ~G10	235	~G3 | ~G4 | ~G9	163	G6 & (G9 | ~G2)	229	G5 & G9 & ~G2	0.6
0_2_1_4_1_0_2_2_4_1	0.10844444444444448	0.6	1	1.0	-0.0	1.0	1.0	26	12	2.6	0.48989794855663565	0.6000000000000001	241	G5 | ~G4	57	G1 | G10 | G2	234	~G3 | ~G4 | ~G6	58	G4 | G5	234	~G7 & ~G8	249	G1 | G2 | G6	219	G4 | ~G10	235	~G3 | ~G4 | ~G9	58	G3 & (G6 | ~G7)	226	G1 & G2 & ~G10	0.6
4_3_0_4_1_1_2_3_4_3	0.11066666666666669	0.64	1	1.0	-0.0	0.8	1.0	26	8	2.6	0.48989794855663565	0.6000000000000001	236	~G3 & ~G9	58	G10 | G7 | G8	233	G2 | ~G1 | ~G6	58	G4 | G5	234	~G7 & ~G8	250	G5 | G7 | G9	219	G4 | ~G10	236	G2 & (G1 | G5)	58	G3 & (G6 | ~G7)	228	G4 & G7 & G9	0.64
0_2_2_4_1_0_2_3_1_3	0.11177777777777781	0.66	1	1.0	-0.0	0.7	1.0	26	6	2.6	0.48989794855663565	0.6000000000000001	241	G5 | ~G4	57	G1 | G10 | G2	235	G1 & G10 & G2	58	G4 | G5	234	~G7 & ~G8	249	G1 | G2 | G6	219	G4 | ~G10	236	G2 & (G1 | G5)	162	G6 | ~G2 | ~G5	228	G4 & G7 & G9	0.66
0_2_0_2_1_1_2_2_3_2	0.11844444444444449	0.62	1	1.0	-0.0	0.9	1.0	26	12	2.6	0.48989794855663565	0.6000000000000001	241	G5 | ~G4	57	G1 | G10 | G2	233	G2 | ~G1 | ~G6	291	G10 | G8 | G9	234	~G7 & ~G8	250	G5 | G7 | G9	219	G4 | ~G10	235	~G3 | ~G4 | ~G9	57	G6 & ~G7	227	G7 & (~G1 | ~G5)	0.62
0_2_0_4_0_3_2_1_3_4	0.11870798329312926	0.8999999999999999	2	1.0	0.3256490425605765	1.0	1.0	26	10	2.6	0.48989794855663565	0.6000000000000001	241	G5 | ~G4	57	G1 | G10 | G2	233	G2 | ~G1 | ~G6	58	G4 | G5	233	G4 & ~G2 & ~G3	241	G1 | G10 | ~G3	219	G4 | ~G10	234	G5 & G7 & ~G9	57	G6 & ~G7	229	G5 & G9 & ~G2	0.8999999999999999
0_0_1_4_1_0_0_1_3_1	0.12354000804279358	0.8999999999999999	2	1.0	0.5080654362759156	1.0	1.0	26	10	2.6	0.48989794855663565	0.6000000000000001	241	G5 | ~G4	257	G3 | (G10 & G2)	234	~G3 | ~G4 | ~G6	58	G4 | G5	234	~G7 & ~G8	249	G1 | G2 | G6	217	~G7 | (G10 & G4)	234	G5 & G7 & ~G9	57	G6 & ~G7	226	G1 & G2 & ~G10	0.8999999999999999
0_3_1_4_1_3_2_4_0_3	0.12400000000000003	0.64	1	1.0	-0.0	0.8	1.0	26	11	2.6	0.48989794855663565	0.6000000000000001	241	G5 | ~G4	58	G10 | G7 | G8	234	~G3 | ~G4 | ~G6	58	G4 | G5	234	~G7 & ~G8	241	G1 | G10 | ~G3	219	G4 | ~G10	225	G5 | (G9 & ~G3)	161	G3 | ~G1 | ~G2	228	G4 & G7 & G9	0.64
0_2_2_4_1_3_2_4_1_0	0.12400000000000003	0.64	1	1.0	-0.0	0.8	1.0	26	11	2.6	0.48989794855663565	0.6000000000000001	241	G5 | ~G4	57	G1 | G10 | G2	235	G1 & G10 & G2	58	G4 | G5	234	~G7 & ~G8	241	G1 | G10 | ~G3	219	G4 | ~G10	225	G5 | (G9 & ~G3)	162	G6 | ~G2 | ~G5	225	~G8 | (~G1 & ~G6)	0.64
0_0_1_4_0_2_2_3_3_3	0.12511111111111115	0.66	1	1.0	-0.0	0.7	1.0	26	9	2.6	0.48989794855663565	0.6000000000000001	241	G5 | ~G4	257	G3 | (G10 & G2)	234	~G3 | ~G4 | ~G6	58	G4 | G5	233	G4 & ~G2 & ~G3	251	G10 | G5 | ~G7	219	G4 | ~G10	236	G2 & (G1 | G5)	57	G6 & ~G7	228	G4 & G7 & G9	0.66
