Dataset,Repeticion,Metodo,FinalScore,Combinaciones,CarpetaReglas
5,4,SSD,0.08772878308006005,192,rules_SSD_size10_5_4
5,1,WCSS,0.05,8,rules_WCSS_size10_5_1
5,2,WCSS,0.058060673025246624,8,rules_WCSS_size10_5_2
5,3,WCSS,0.04255166180477547,16,rules_WCSS_size10_5_3
5,5,WCSS,0.030000000000000006,8,rules_WCSS_size10_5_5
