Dataset,Repeticion,Metodo,FinalScore,Combinaciones,CarpetaReglas
4,3,SSD,0.03,50,rules_SSD_size10_4_3
4,1,WCSS,0.09,2,rules_WCSS_size10_4_1
4,2,WCSS,0.11000000000000001,2,rules_WCSS_size10_4_2
4,4,WCSS,0.04372907371871414,36,rules_WCSS_size10_4_4
4,5,WCSS,0.2431703646804145,96,rules_WCSS_size10_4_5
