Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G1	1	G1 | (G4 & G6)	2.7962	0.088713	18	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	0.9	20	2	2
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G2	1	G2 & ~G1	2.4334	0.451443	18	1	0	0	8	1	1	1	1	0.9	20	2	1
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G3	1	G3 | G5	2.8661	0.071425	19	0	1	3	5	0	0	0	0.555555555555556	0.95	20	1	1
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G4	1	G4 | (G5 & G8)	2.384	0.50085	18	0	2	1	6	0	0	0	0.666666666666667	0.9	20	2	2
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G5	1	G4 & (G1 | G8)	2.8189	0.118592	19	0	3	0	6	0	0	0	0.666666666666667	0.95	20	1	3
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G5	2	G1 & G4	2.8189	0.118592	19	0	2	0	7	0	0	0	0.777777777777778	0.95	20	1	2
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G6	1	G3 & (G8 | G9)	2.1363	0.590636	15	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.75	20	5	3
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G7	1	G3 & G6 & ~G7	1.7796	1.436058	16	1	1	1	6	0.5	0.5	0.5	0.777777777777778	0.8	20	4	2
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G8	1	G2 & G3 & G6	2.3183	0.408697	15	0	3	0	6	0	0	0	0.666666666666667	0.75	20	5	3
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G9	1	G1 | G3 | ~G6	2.4283	0.403938	17	0	3	2	4	0	0	0	0.444444444444444	0.85	20	3	3
10	size10_4	rules_WCSS_size10_4_2	WCSS	2	rules_by_gene.tsv	G10	1	G2 & ~G5	1.8959	0.83112	15	0	2	0	7	0	0	0	0.777777777777778	0.75	20	5	2
