rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
2	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
3	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
4	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
5	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
6	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
7	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
8	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
9	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
10	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
11	~G10 & (~G1 | ~G3)	19	3	0.0	G1, G10, G3	3	7	0.09334865582121907
12	~G3	19	1	0.5	G3	1	7	0.22660518950439074
13	~G10 | (G7 & ~G5)	18	3	0.0	G10, G5, G7	3	7	0.08774629271183741
14	~G10 & (G7 | ~G1)	18	3	0.0	G1, G10, G7	3	7	0.1418231324236332
15	~G10	18	1	0.5	G10	1	7	0.3379335127044546
16	G7	18	1	0.5	G7	1	7	0.4493395179048253
17	~G10	18	1	0.5	G10	1	7	0.6478428084080061
18	~G10	18	1	0.5	G10	1	7	0.6478428084080061
19	~G10	18	1	0.5	G10	1	7	0.6478428084080061
20	G1 | G7	17	2	0.0	G1, G7	2	7	0.3731524263153856
21	G7 & ~G1	17	2	0.0	G1, G7	2	7	0.3731524263153856
22	G10 | ~G3	11	2	0.0	G10, G3	2	7	0.3229544042991022
23	G1 & G7	11	2	0.0	G1, G7	2	7	0.3731524263153856
24	False	10	1	0.5	False	1	7	0.2364589097765021
25	G1	10	1	0.5	G1	1	7	0.27127789396711954
26	True	10	1	0.5	True	1	7	0.2857310112660515
27	~G1 | ~G10 | ~G6	10	3	0.0	G1, G10, G6	3	7	0.3215623986413796
28	G1	10	1	0.5	G1	1	7	0.3731524263153856
29	False	10	1	0.5	False	1	7	1.5153323837925683
30	G1 | ~G6	10	2	0.0	G1, G6	2	7	2.124386088167459
31	True	10	1	0.5	True	1	7	0.6478428084080061
32	~G1	10	1	0.5	G1	1	7	1.7207306144100785
33	~G1	10	1	0.5	G1	1	7	1.7207306144100785
34	~G1	10	1	0.5	G1	1	7	1.7207306144100785
35	G10 & G4	9	2	0.0	G10, G4	2	7	0.35265162471456024
36	G10 & (G5 | G7)	9	3	0.0	G10, G5, G7	3	7	0.10533576481809881
37	G10 | G5	8	2	0.0	G10, G5	2	7	0.4170254992956004
38	G10 & ~G1	3	2	0.0	G1, G10	2	7	0.3379335127044546
39	G1 | G10	3	2	0.0	G1, G10	2	7	0.3379335127044546
40	G10 & (G5 | G7 | ~G1)	3	4	0.5	G1, G10, G5, G7	4	7	0.10533576481809881
41	G3 & (G10 | ~G1)	2	3	0.0	G1, G10, G3	3	7	0.09642272151982714
42	G10 & G3	2	2	0.0	G10, G3	2	7	0.3229544042991022
43	~G7	2	1	0.5	G7	1	7	0.4493395179048253
44	~G7	2	1	0.5	G7	1	7	0.4493395179048253
45	G10	2	1	0.5	G10	1	7	0.6478428084080061
46	G10	2	1	0.5	G10	1	7	0.6478428084080061
47	G3	1	1	0.5	G3	1	7	0.22660518950439074
48	G3	1	1	0.5	G3	1	7	0.22660518950439074
49	G3	1	1	0.5	G3	1	7	0.22660518950439074
50	G3	1	1	0.5	G3	1	7	0.22660518950439074
