rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G10 & ~G1	19	2	0.0	G1, G10	2	2	0.5878247249729412
2	G10 & ~G1	19	2	0.0	G1, G10	2	2	0.5878247249729412
3	G10 & ~G1	19	2	0.0	G1, G10	2	2	0.5878247249729412
4	G10 & ~G1	19	2	0.0	G1, G10	2	2	0.5878247249729412
5	G10 & ~G1	19	2	0.0	G1, G10	2	2	0.5878247249729412
6	G10 & ~G1	19	2	0.0	G1, G10	2	2	0.5878247249729412
7	G10	18	1	0.5	G10	1	2	0.24500344922006037
8	G10	18	1	0.5	G10	1	2	0.24500344922006037
9	G10	18	1	0.5	G10	1	2	0.24500344922006037
10	G10	18	1	0.5	G10	1	2	0.24500344922006037
11	G10 | (G1 & G4)	18	3	0.0	G1, G10, G4	3	2	0.24500344922006037
12	G10 | (G1 & G4)	18	3	0.0	G1, G10, G4	3	2	0.24500344922006037
13	G10 & ~G8	18	2	0.0	G10, G8	2	2	0.5508143159970439
14	G10	18	1	0.5	G10	1	2	0.8043708946866295
15	G10	18	1	0.5	G10	1	2	0.8043708946866295
16	G10	18	1	0.5	G10	1	2	0.8043708946866295
17	G10	18	1	0.5	G10	1	2	0.8043708946866295
18	G10 | (G1 & G9)	17	3	0.0	G1, G10, G9	3	2	0.3293344417381072
19	G10 & G9	17	2	0.0	G10, G9	2	2	0.6512715154587517
20	G10 & G9	17	2	0.0	G10, G9	2	2	0.6512715154587517
21	G10 & G9	17	2	0.0	G10, G9	2	2	0.6512715154587517
22	(G1 | G10) & (G1 | G9) & (G10 | G4) & (G4 | G9)	17	4	0.5	G1, G10, G4, G9	4	2	0.34770752866194277
23	G6 | G8	14	2	0.0	G6, G8	2	2	0.4323061895445276
24	G10 | G4	13	2	0.0	G10, G4	2	2	0.24500344922006037
25	G10 & G4	13	2	0.0	G10, G4	2	2	0.8333770958662527
26	G10 | G9	12	2	0.0	G10, G9	2	2	0.6512715154587517
27	G10 | G9	12	2	0.0	G10, G9	2	2	0.6512715154587517
28	G1 & G10 & G4	10	3	0.0	G1, G10, G4	3	2	0.24500344922006037
29	G1 & G10 & G4	10	3	0.0	G1, G10, G4	3	2	0.24500344922006037
30	G1 & G10 & G4	10	3	0.0	G1, G10, G4	3	2	0.24500344922006037
31	G10 & G8	10	2	0.0	G10, G8	2	2	0.4996143974669617
32	G5 & (G10 | G6)	10	3	0.0	G10, G5, G6	3	2	0.657611058244191
33	G1 & G4	10	2	0.0	G1, G4	2	2	1.7759985766168151
34	G1 & G4	10	2	0.0	G1, G4	2	2	1.7759985766168151
35	G1 & G4	10	2	0.0	G1, G4	2	2	1.7759985766168151
36	G1 & G4	10	2	0.0	G1, G4	2	2	1.7759985766168151
37	G1 & G4	10	2	0.0	G1, G4	2	2	1.7759985766168151
38	G10 & G2 & G8 & G9	10	4	0.5	G10, G2, G8, G9	4	2	0.3986494235176238
39	False	10	1	0.5	False	1	2	0.8043708946866295
40	G1 & (G10 | G4)	9	3	0.0	G1, G10, G4	3	2	0.24500344922006037
41	G1 & G10	9	2	0.0	G1, G10	2	2	0.5878247249729412
42	G1 & G7	9	2	0.0	G1, G7	2	2	0.908513483400124
43	G1 & G8	9	2	0.0	G1, G8	2	2	1.31099422566196
44	G1 & G10 & G2	9	3	0.0	G1, G10, G2	3	2	0.23815413410960057
45	G1	6	1	0.5	G1	1	2	1.7759985766168151
46	G7	6	1	0.5	G7	1	2	1.4417458962499898
47	G4 & ~G10	5	2	0.0	G10, G4	2	2	0.8333770958662527
48	G1 | G4	4	2	0.0	G1, G4	2	2	1.7759985766168151
49	~G10	2	1	0.5	G10	1	2	0.8043708946866295
50	~G10	2	1	0.5	G10	1	2	0.8043708946866295
