Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G37 | G94	18	2	0.665317	2.1722
G1	2	G37	17	1	0.653882	1.6336
G2	1	G61 & G85 & G95	18	3	0.197991	2.6395
G2	2	G44 & G61 & G85	18	3	0.447141	2.3904
G2	3	G44 & G8 & G85	18	3	0.942796	1.8947
G2	4	G44 & G85	18	2	1.461060	1.8375
G2	5	G8 & G85	17	2	1.331657	1.7875
G2	6	G44 & G8 & G83 & G85	18	4	1.116780	1.3375
G3	1	G16 | G49 | G78	17	3	0.564943	2.2226
G3	2	G16 | G49	18	2	0.801419	2.0361
G3	3	G49 | G73	17	2	0.920689	1.8668
G3	4	G13 | G16	17	2	0.956149	1.8314
G3	5	G16 | G78	17	2	1.153292	1.7875
G4	1	G1 & G23 & G37	19	3	0.189895	2.6976
G4	2	G23 & G37 & G59	19	3	0.445636	2.4419
G4	3	G1 & G23	18	2	0.678591	2.1589
G4	4	G23 & G37	18	2	0.794785	2.0427
G4	5	G35 & G45	18	2	0.810243	2.0273
G4	6	G23 & G59	19	2	0.969967	1.9175
G5	1	G59 | (G43 & ~G58)	18	3	0.298455	2.5390
G5	2	G43 | (~G20 & ~G58)	18	3	0.347317	2.4902
G5	3	G59 & (G27 | G29)	18	3	0.469899	2.3676
G5	4	G29 & G59	18	2	0.469899	2.3676
G5	5	G43 | (~G47 & ~G58)	17	3	0.526429	2.2611
G5	6	G59 | (G43 & G65)	18	3	0.653376	2.1841
G5	7	G59 & (G20 | G29 | G53)	18	4	0.386735	1.9508
G5	8	G43 | G59	18	2	1.264168	1.8375
G5	9	G43 & G59	18	2	1.264168	1.8375
G5	10	G59	18	1	0.723992	1.6135
G6	1	G64 & (G17 | G53)	17	3	0.785906	2.0016
G6	2	G59 & G64	16	2	1.503146	1.7375
G6	3	G43 & G64	16	2	1.514385	1.7375
G7	1	~G7 & (~G62 | ~G86)	16	3	0.576879	2.1606
G7	2	~G7 | (G62 & G86)	15	3	0.576879	2.1106
G8	1	G27 & G77 & G8	19	3	0.572140	2.3154
G8	2	G8 & (G27 | G47)	19	3	0.636905	2.2506
G8	3	G27 & G8	19	2	0.762673	2.1248
G8	4	G20 & G8	19	2	0.769161	2.1183
G8	5	G8	19	1	0.762673	1.6248
G9	1	G30 & (~G20 | ~G49)	20	3	0.103336	2.8342
G9	2	G20 & G30 & ~G49	20	3	0.103336	2.8342
G9	3	G30	20	1	0.293728	2.1438
G9	4	~G49	19	1	0.515346	1.8722
G10	1	G31 & G48	17	2	0.587045	2.2005
G10	2	G48 & G77	17	2	0.809771	1.9777
G10	3	G48	16	1	0.855374	1.3821
G11	1	G21 & ~G8	19	2	0.661706	2.2258
G11	2	~G8	19	1	0.904148	1.4834
G12	1	G8	20	1	0.417709	2.0198
G12	2	G89	19	1	0.558281	1.8292
