Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G58 | (G11 & G55)	19	3	0.132837	2.7547
G1	2	G58 | (G55 & G56)	19	3	0.161392	2.7261
G1	3	G55 | G58	19	2	0.161392	2.7261
G1	4	G58	19	1	0.161392	2.2261
G1	5	G58 & (G14 | G55 | G56)	18	4	0.165103	2.1724
G2	1	G8 & (G13 | G9)	19	3	0.073944	2.8136
G2	2	G8 & (G64 | G87)	20	3	0.182527	2.7550
G2	3	G13 & G8	19	2	0.167560	2.7199
G2	4	G52 & G8	19	2	0.369933	2.5176
G2	5	G8	19	1	0.299084	2.0884
G3	1	G78 & (~G23 | ~G92)	20	3	0.148983	2.7885
G3	2	G78 & ~G23	20	2	0.216559	2.7209
G3	3	G78 | ~G23	19	2	0.216559	2.6709
G3	4	G78 & (~G31 | ~G92)	19	3	0.430324	2.4572
G3	5	G78 & (~G13 | ~G59 | ~G92)	19	4	0.285284	2.1022
G3	6	~G14	19	1	0.662468	1.7250
G4	1	G71 | G86 | G99	19	3	0.538898	2.3486
G4	2	G86 | G99	18	2	0.569612	2.2679
G4	3	G71 | G86	18	2	0.897429	1.9401
G5	1	G43 & G70 & ~G81	19	3	0.672470	2.2150
G5	2	G70 & ~G81	19	2	1.026880	1.8875
G5	3	G43 & G70	18	2	1.015952	1.8375
G5	4	G70 & ~G71	18	2	1.074304	1.8375
G5	5	G5	18	1	0.794211	1.5433
G5	6	G70	18	1	1.056460	1.3375
G6	1	G51 | (G78 & G86)	17	3	0.336509	2.4510
G6	2	G51 & G78	17	2	0.336509	2.4510
G6	3	G51 | G78	17	2	0.336509	2.4510
G6	4	G51 & (G78 | G86)	17	3	0.336509	2.4510
G6	5	G51 & (G86 | G88)	17	3	0.577717	2.2098
G6	6	G51 | G71	17	2	0.782223	2.0053
G6	7	G51	17	1	0.336509	1.9510
G6	8	(G51 & ~G29) | (G51 & ~G86) | (G78 & ~G29) | (G78 & ~G86)	18	4	0.576168	1.7613
G6	9	G78	17	1	0.768980	1.5185
G7	1	G89 & (G29 | G38)	17	3	1.219073	1.7875
G8	1	G53 & (G19 | G90)	19	3	0.252194	2.6353
G8	2	(G19 | G53) & (G19 | G90) & (G53 | G79) & (G79 | G90)	20	4	0.177620	2.2599
G8	3	(G19 | G53) & (G19 | G90) & (G52 | G53) & (G52 | G90)	20	4	0.304455	2.1330
G9	1	G31 & (G49 | G84)	17	3	0.831070	1.9564
G9	2	G31 & G49	17	2	1.318802	1.7875
G10	1	G10 & (G31 | G8)	19	3	0.085871	2.8016
G10	2	G8 & (G10 | G31)	19	3	0.085871	2.8016
G10	3	G8 | (G10 & G31)	19	3	0.085871	2.8016
G10	4	G8 | (G42 & G56)	19	3	0.166589	2.7209
G10	5	G53 | G8	18	2	0.147315	2.6902
G10	6	G10 & G8	19	2	0.265856	2.6216
G10	7	G10 | G8	18	2	0.265856	2.5716
G10	8	G8	19	1	0.226807	2.1607
G11	1	G56 & G62 & G88	18	3	0.261065	2.5764
G11	2	G56 & G88	18	2	0.728858	2.1086
G11	3	G56 & G62	17	2	0.796954	1.9905
G11	4	G56	17	1	0.757617	1.5299
