Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G32 & (~G81 | ~G82)	17	3	0.329597	2.4579
G1	2	G32 & (~G29 | ~G82)	17	3	0.417402	2.3701
G1	3	G32 & (~G1 | ~G82)	17	3	0.421757	2.3657
G1	4	G1 & G32 & ~G82	16	3	0.421757	2.3157
G1	5	G1 & G32	16	2	0.619452	2.1180
G1	6	G32	17	1	0.676752	1.6107
G2	1	G49 | G8	19	2	0.880556	2.0069
G2	2	G8 & (G28 | G36 | G49)	20	4	0.565820	1.8717
G2	3	G8 & (G10 | G36 | G54) & (G10 | G49 | G54)	20	5	0.163202	1.8368
G2	4	G8	19	1	0.812182	1.5753
G3	1	G9 | (G71 & ~G59)	17	3	0.583254	2.2042
G3	2	G9 | (~G38 & ~G59)	17	3	0.845936	1.9416
G3	3	G9 | ~G46	17	2	1.497211	1.7875
G3	4	G9 | ~G59	17	2	1.651667	1.7875
G3	5	~G59	16	1	1.165032	1.2375
G4	1	G13 & G2 & G95	20	3	0.180026	2.7575
G4	2	G13 & G2 & G83	20	3	0.203816	2.7337
G4	3	G13 & G2	20	2	0.583002	2.3545
G4	4	G2 & G8	19	2	0.550475	2.3370
G4	5	G13 & G95	20	2	0.630992	2.3065
G4	6	G2 & G95	19	2	0.600050	2.2874
G4	7	G13 & G2 & G8 & G95	20	4	0.310812	2.1267
G4	8	G95	19	1	0.466531	1.9210
G4	9	G2	19	1	0.603418	1.7841
G5	1	G83 & (G1 | ~G16)	17	3	1.243487	1.7875
G5	2	G83 & ~G16	17	2	1.424169	1.7875
G5	3	G26 & G83 & ~G16	16	3	1.561746	1.7375
G6	1	G57 | (G68 & G89)	18	3	0.170884	2.6666
G6	2	G57 | (G15 & G24)	19	3	0.344046	2.5435
G6	3	G57	19	1	0.170884	2.2166
G6	4	G57 | (G100 & G68 & G89) | (G68 & G70 & G89)	18	5	0.493922	1.4061
G6	5	G57 & (G100 | G68 | G70) & (G100 | G70 | G89)	18	5	0.493922	1.4061
G7	1	G100 & G30	16	2	0.652142	2.0854
G7	2	G30 & (G100 | G48)	16	3	0.842479	1.8950
G8	1	G8 & (G54 | G58)	19	3	0.280536	2.6070
G8	2	G8	18	1	0.156689	2.1808
G9	1	G82 | ~G80	16	2	1.419878	1.7375
G9	2	~G80	15	1	0.835833	1.3517
G10	1	G21 | G32	17	2	0.792274	1.9952
