Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G29	18	1	0.338819	1.9987
G1	2	G29 | (G10 & G27 & G52)	18	4	0.478196	1.8593
G2	1	G4 & G57 & G64	19	3	0.280858	2.6066
G2	2	G4 & G64	18	2	0.609280	2.2282
G2	3	G4 & G57	19	2	0.755531	2.1320
G3	1	G14 & G54 & G86	20	3	0.298277	2.6392
G3	2	G33 & G66 & G86	20	3	0.401656	2.5358
G3	3	G33 & G72 & G86	20	3	0.509892	2.4276
G3	4	G62 & G86	20	2	0.593597	2.3439
G3	5	G62 & G66	19	2	0.589572	2.2979
G3	6	G33 & G86	20	2	0.896833	2.0407
G3	7	G72 & G86	20	2	0.909373	2.0281
G3	8	G11 & G33 & G49 & G86	19	4	0.378967	2.0085
G3	9	G33 & G71	19	2	0.941380	1.9461
G4	1	~G40 | (G22 & G84)	19	3	0.133107	2.7544
G5	1	G12 | G28 | G52	18	3	0.801280	2.0362
G5	2	G28 | G52	18	2	1.261106	1.8375
G5	3	G12 | G28 | G71	17	3	1.025979	1.7875
G5	4	G12 | G52	17	2	1.160398	1.7875
G5	5	G15 | G16	17	2	1.197026	1.7875
G5	6	G15 | G71	17	2	1.207559	1.7875
G5	7	G12 | G28	17	2	1.378130	1.7875
G5	8	G12 | G28 | G52 | G71	17	4	1.011159	1.2875
G5	9	G12 | G15 | G28 | G71	17	4	1.143236	1.2875
G5	10	G28	17	1	1.505434	1.2875
G6	1	G26 & G39	20	2	0.117816	2.8197
G6	2	G26 & (G30 | G39)	20	3	0.117816	2.8197
G6	3	G15 & G26 & G39	19	3	0.252807	2.6347
G6	4	G15 & G26	19	2	0.360587	2.5269
G6	5	G39	19	1	0.466586	1.9209
G6	6	G26	19	1	0.531782	1.8557
G7	1	G58 & G72	19	2	0.497232	2.3903
G7	2	G58	19	1	0.084694	2.3028
G8	1	G91 & (G31 | G41)	17	3	0.340830	2.4467
G8	2	G91 & (G15 | G41)	17	3	0.514564	2.2729
G8	3	G41 & G91	17	2	0.902998	1.8845
G8	4	G91	16	1	0.582969	1.6545
G8	5	G91 | (G15 & G27 & G33)	16	4	0.703138	1.5344
G9	1	G29 & G98	18	2	0.307609	2.5299
