Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G1 & (~G3 | ~G7)	19	3	0.139299	2.7482
G1	2	G1 & G3 & ~G7	19	3	0.139299	2.7482
G1	3	~G7 | (~G10 & ~G2)	18	3	0.104876	2.7326
G1	4	G1 & (G3 | G7)	18	3	0.139299	2.6982
G1	5	G3 & (G1 | G7)	18	3	0.139299	2.6982
G1	6	G1 | (G3 & G7)	18	3	0.139299	2.6982
G1	7	G1 & G3	18	2	0.139299	2.6982
G1	8	G1 & (~G7 | ~G9)	19	3	0.189586	2.6979
G1	9	G1 & (~G7 | ~G8)	19	3	0.220920	2.6666
G1	10	G1 & (G5 | ~G7)	19	3	0.227940	2.6596
G1	11	G1 & ~G7	19	2	0.242685	2.6448
G1	12	G1 & (G8 | ~G7)	18	3	0.220920	2.6166
G1	13	G1 & (~G2 | ~G7)	19	3	0.315447	2.5721
G1	14	~G7 & (G1 | ~G9)	19	3	0.344725	2.5428
G1	15	G1 & (G2 | ~G7)	18	3	0.315447	2.5221
G1	16	G1 & (G10 | G3)	18	3	0.370985	2.4665
G1	17	(G1 | ~G10) & (G1 | ~G7) & (G5 | ~G10) & (G5 | ~G7)	19	4	0.172853	2.2146
G1	18	G1 & (G10 | G3) & (G3 | G5)	18	4	0.317377	2.0201
G1	19	G1	18	1	0.445849	1.8917
G1	20	~G7	18	1	0.581952	1.7555
G2	1	G4 | ~G2 | ~G5	18	3	0.181500	2.6560
G2	2	~G1 | ~G5 | ~G8	18	3	0.312386	2.5251
G2	3	~G1 | ~G6 | ~G8	18	3	0.338078	2.4994
G2	4	G7 | (G3 & G4)	18	3	0.344696	2.4928
G2	5	G4 | G7 | ~G3	18	3	0.344696	2.4928
G2	6	G2 | G5 | G8	17	3	0.378467	2.4090
G2	7	G4 | G7 | ~G2	18	3	0.448780	2.3887
G2	8	G2 & (G4 | G7)	18	3	0.448780	2.3887
G2	9	G4 | ~G2 | ~G6	18	3	0.458384	2.3791
G2	10	G4 | G7 | ~G10	18	3	0.470717	2.3668
G2	11	G4 | G7 | ~G9	17	3	0.448445	2.3391
G2	12	G4 | G7 | ~G6	18	3	0.514744	2.3228
G2	13	G4 | G7 | ~G5	18	3	0.556828	2.2807
G2	14	G4 | G7 | ~G1	18	3	0.560777	2.2767
G2	15	G4 | G7	18	2	0.627732	2.2098
G2	16	G2 | G4 | G8	17	3	0.778409	2.0091
G2	17	G2 & (G4 | ~G8)	17	3	0.778409	2.0091
G2	18	G4 | ~G3	17	2	0.896709	1.8908
G2	19	G2 & (G3 | G7) & (G4 | G7)	18	4	0.475167	1.8623
G2	20	G2 | G4 | G6 | G8	17	4	0.428516	1.8590
G2	21	G4 | G5 | G7 | G8	17	4	0.437930	1.8496
G2	22	~G5 | ~G8	17	2	1.039227	1.7875
G2	23	G7 | (G4 & G8) | (G4 & G9)	17	4	0.524506	1.7630
