Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G1	1	G1 & (~G2 | ~G7)	2.6788	0.208744	19	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	0.95	20	1	2
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G2	1	G4 | G7	2.5502	0.287286	18	0	2	2	5	0	0	0	0.555555555555556	0.9	20	2	2
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G3	1	G1 | G6 | G9	2.7492	0.138336	19	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.95	20	1	3
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G4	1	G2 | G8	2.1573	0.530236	15	2	0	2	5	1	0.5	0.666666666666667	0.777777777777778	0.75	20	5	2
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G5	1	G6 & (G2 | G9)	2.6184	0.219094	18	0	3	1	5	0	0	0	0.555555555555556	0.9	20	2	3
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G6	1	G6 & (G2 | G9)	2.7358	0.10166	18	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	0.9	20	2	2
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G7	1	G2 & ~G5	2.4393	0.498189	20	1	1	3	4	0.5	0.25	0.333333333333333	0.555555555555556	1	20	0	2
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G8	1	~G10 & (~G1 | ~G6)	1.7875	1.138536	17	0	3	1	5	0	0	0	0.555555555555556	0.85	20	3	3
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G8	2	~G10 & (~G3 | ~G6)	1.7875	1.288064	17	0	3	1	5	0	0	0	0.555555555555556	0.85	20	3	3
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G8	3	~G10 & ~G6	1.7875	1.508135	17	0	2	1	6	0	0	0	0.666666666666667	0.85	20	3	2
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G9	1	G2 & G4 & G6	2.2124	0.575125	17	0	3	0	6	0	0	0	0.666666666666667	0.85	20	3	3
10	size10_3	rules_WCSS_size10_3_5	WCSS	5	rules_by_gene.tsv	G10	1	G10 | G4	2.2475	0.540035	17	0	1	0	8	0	0	0	0.888888888888889	0.85	20	3	1
