rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
2	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
3	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
4	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
5	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
6	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
7	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
8	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
9	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
10	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
11	G81 | ~G98	18	2	0.0	G81, G98	2	1	0.6424734476674874
12	~G98	18	1	0.5	G98	1	1	0.748252231458697
13	~G98	18	1	0.5	G98	1	1	0.748252231458697
14	~G98	18	1	0.5	G98	1	1	0.748252231458697
15	G60	17	1	0.5	G60	1	1	0.5469406399553052
16	G60 | G81	17	2	0.0	G60, G81	2	1	0.5709362379396711
17	G72	17	1	0.5	G72	1	1	0.3540101251852989
18	G60	17	1	0.5	G60	1	1	0.5411745094446693
19	G60 | G71	16	2	0.0	G60, G71	2	1	0.5094202110207137
20	G60 | G95	16	2	0.0	G60, G95	2	1	0.5594242856546277
21	G81 | G82	16	2	0.0	G81, G82	2	1	0.5890899709321561
22	G82	16	1	0.5	G82	1	1	0.4417660940793141
23	G81	16	1	0.5	G81	1	1	0.7967841630729429
24	G81 | ~G87	14	2	0.0	G81, G87	2	1	0.8295703385136468
25	G29 | G71	13	2	0.0	G29, G71	2	1	1.0150112325323366
26	G29 | G71	13	2	0.0	G29, G71	2	1	1.0150112325323366
27	G77 | G82	12	2	0.0	G77, G82	2	1	0.5828161224004956
28	G35 | G81	12	2	0.0	G35, G81	2	1	0.8079090104359837
29	G17 & G71	12	2	0.0	G17, G71	2	1	0.9987172835452782
30	G71	12	1	0.5	G71	1	1	1.143945291661011
31	G71	12	1	0.5	G71	1	1	1.143945291661011
32	G81 | G87	11	2	0.0	G81, G87	2	1	0.8295703385136468
33	G81 | G87	11	2	0.0	G81, G87	2	1	0.8295703385136468
34	G81 | G87	11	2	0.0	G81, G87	2	1	0.8443454197243866
35	~G65 | (G70 & G82) | (G82 & G9)	10	4	0.5	G65, G70, G82, G9	4	1	0.3151077193693205
36	G93	10	1	0.5	G93	1	1	0.7130216947183086
37	G14 | ~G81	9	2	0.0	G14, G81	2	1	0.5996368558149981
38	G51 | G87	9	2	0.0	G51, G87	2	1	0.9430009564628217
39	True	9	1	0.5	True	1	1	0.7967841630729429
40	G82 | G98	8	2	0.0	G82, G98	2	1	0.5668604648069994
41	G87	8	1	0.5	G87	1	1	1.1420493637195417
42	G87	8	1	0.5	G87	1	1	1.1420493637195417
43	G9 | G98	5	2	0.0	G9, G98	2	1	0.4317732716552093
44	~G60 | ~G81	4	2	0.0	G60, G81	2	1	0.5709362379396711
45	G98 | ~G81	4	2	0.0	G81, G98	2	1	0.6424734476674874
46	~G82	4	1	0.5	G82	1	1	0.4417660940793141
47	~G81	4	1	0.5	G81	1	1	0.7967841630729429
48	~G81	4	1	0.5	G81	1	1	0.7967841630729429
49	~G81	4	1	0.5	G81	1	1	0.7967841630729429
50	~G81	4	1	0.5	G81	1	1	0.7967841630729429
