Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	33	G5 & (G4 | G8)	4	3		1.9375
G10	9	G3 | ~G8	4	2		1.9375
G2	113	~G1 | (G2 & ~G5)	4	3		1.9375
G2	114	G7 | (G5 & G8)	4	3		1.9375
G3	16	G10 & ~G8	4	2		1.9375
G3	17	G2 & G4	4	2		1.9375
G4	51	G2 & ~G10 & ~G8	4	3		1.9375
G4	55	G2 & (G1 | G8)	4	3		1.9375
G5	40	G1 & (~G10 | ~G5)	4	3		1.9375
G5	41	G9 | (~G10 & ~G5)	4	3		1.9375
G5	43	G1 & (G2 | ~G5)	4	3		1.9375
G6	57	G3 & G7 & G8	4	3		1.9375
G6	58	G3 & (G10 | G6)	4	3		1.9375
G6	194	G3 & (G4 | G9)	4	3		1.9375
G7	121	G3 | G7 | ~G6	4	3		1.9375
G7	122	G5 | G7 | ~G6	4	3		1.9375
G8	139	G6 & (G1 | G5)	4	3		1.9375
G8	140	G6 & (G2 | G9)	4	3		1.9375
G8	141	G9 | (G1 & G8)	4	3		1.9375
G9	201	G5 & (G3 | G9)	4	3		1.9375
G9	202	G3 & (G5 | G9)	4	3		1.9375
G9	203	G10 & ~G7 & ~G9	4	3		1.9375
