generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	11.80	4.05	3	19	0.350	0.0	0.5	0.9587	0.1767	2.7133
1	13.06	6.38	1	19	0.390	0.0	0.5	0.6665	0.0622	2.4765
2	16.10	4.90	1	19	0.360	0.0	1.0	0.7623	0.0446	2.5303
3	14.94	5.21	1	19	0.300	0.0	0.5	0.8032	0.1793	2.5303
4	14.92	4.72	1	19	0.200	0.0	0.5	0.5944	0.0730	2.5303
5	16.04	3.89	9	19	0.170	0.0	1.0	0.5474	0.1032	2.5303
6	15.42	4.94	1	19	0.140	0.0	0.5	0.5671	0.1120	2.7133
7	14.62	5.28	1	19	0.200	0.0	0.5	0.5410	0.1120	1.2517
8	15.46	5.39	1	19	0.190	0.0	0.5	0.5153	0.1120	1.7975
9	15.78	5.29	1	19	0.160	0.0	0.5	0.4498	0.0886	1.7975
10	15.02	4.69	3	19	0.160	0.0	1.0	0.5024	0.0757	2.7133
11	15.32	4.58	2	19	0.200	0.0	1.0	0.4784	0.1120	1.7975
12	14.46	5.84	1	19	0.130	0.0	0.5	0.4517	0.1120	1.7975
13	17.28	3.61	2	19	0.170	0.0	0.5	0.4453	0.1120	0.7038
14	14.88	4.81	1	19	0.150	0.0	0.5	0.4733	0.1120	2.5303
15	16.34	4.58	1	19	0.160	0.0	0.5	0.3885	0.1120	1.2517
16	15.32	4.97	1	19	0.190	0.0	0.5	0.4699	0.1120	1.7975
17	15.00	5.30	1	19	0.190	0.0	1.0	0.4155	0.0969	1.2517
18	14.80	6.01	1	19	0.200	0.0	1.0	0.4391	0.0796	1.2517
19	16.38	4.07	8	19	0.170	0.0	1.0	0.3588	0.1120	1.2517
20	14.34	5.77	1	19	0.200	0.0	1.0	0.4438	0.0938	2.7322
21	13.48	6.26	1	19	0.160	0.0	0.5	0.4170	0.1120	1.2517
22	14.26	5.44	1	19	0.120	0.0	0.5	0.4454	0.0730	1.7975
23	14.40	5.24	1	19	0.130	0.0	0.5	0.4874	0.1120	1.7975
24	14.20	5.54	1	19	0.200	0.0	1.0	0.5434	0.0631	2.5303
25	15.58	4.90	1	19	0.180	0.0	1.0	0.4925	0.1120	1.2517
26	14.58	5.18	1	19	0.200	0.0	1.0	0.4869	0.1120	2.4765
27	14.16	5.98	1	19	0.160	0.0	1.0	0.3968	0.0796	1.2517
28	14.98	4.69	1	19	0.200	0.0	1.0	0.5152	0.0670	2.4765
29	15.24	5.05	1	19	0.170	0.0	1.0	0.4153	0.0446	1.2517
30	14.54	5.53	1	19	0.220	0.0	1.0	0.4865	0.0548	1.2517
31	14.64	5.77	1	19	0.190	0.0	1.0	0.5035	0.1120	1.7975
32	14.08	5.66	1	19	0.150	0.0	0.5	0.4983	0.0938	1.7975
33	14.42	5.72	1	19	0.200	0.0	1.0	0.4575	0.0677	1.2517
34	15.36	4.83	1	19	0.210	0.0	1.0	0.4710	0.0969	1.7975
35	15.10	4.46	9	19	0.220	0.0	1.0	0.4907	0.0479	2.4765
36	15.24	4.69	1	19	0.140	0.0	0.5	0.4347	0.0938	1.2517
37	14.26	5.03	1	19	0.270	0.0	1.5	0.4781	0.0938	1.2517
38	14.76	4.93	1	19	0.280	0.0	1.0	0.4578	0.0641	1.7975
39	13.24	5.80	1	19	0.230	0.0	1.0	0.4741	0.1024	1.2517
40	14.60	5.33	1	19	0.240	0.0	1.5	0.5410	0.0674	2.5303
41	13.88	6.17	1	19	0.220	0.0	1.0	0.4837	0.0938	1.7975
42	15.78	4.57	2	19	0.200	0.0	1.0	0.4220	0.0925	1.2517
43	14.74	5.29	1	19	0.190	0.0	1.0	0.4574	0.0857	1.2517
44	13.68	5.72	1	19	0.200	0.0	1.0	0.4620	0.0923	1.2517
45	15.30	5.10	1	19	0.240	0.0	1.0	0.4143	0.1120	2.7322
46	14.30	5.40	1	19	0.170	0.0	1.0	0.4599	0.0857	1.7975
47	14.48	5.99	1	19	0.260	0.0	1.0	0.5161	0.0938	2.7322
48	14.60	5.03	1	19	0.210	0.0	1.0	0.4646	0.1120	1.2517
49	14.12	6.25	1	19	0.240	0.0	1.0	0.4626	0.0925	1.2517
50	15.24	5.26	1	19	0.210	0.0	0.5	0.4941	0.1120	2.4765
