generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	9.44	6.72	1	19	0.350	0.0	1.0	1.5654	0.1172	2.4190
1	13.36	6.27	1	19	0.320	0.0	1.0	1.4743	0.2345	2.3494
2	14.12	6.27	1	19	0.220	0.0	0.5	1.1568	0.4011	2.3494
3	16.22	4.73	2	19	0.200	0.0	0.5	1.2171	0.1804	2.3325
4	15.64	5.89	1	19	0.250	0.0	1.5	1.0139	0.0703	2.3494
5	16.76	4.92	1	19	0.140	0.0	1.0	0.9319	0.1741	2.3494
6	15.54	5.85	1	19	0.070	0.0	0.5	0.8631	0.3398	1.9928
7	15.84	5.68	2	19	0.140	0.0	0.5	0.8935	0.3279	2.3494
8	16.08	5.51	1	19	0.130	0.0	0.5	0.8434	0.0703	2.3494
9	16.54	5.22	2	19	0.120	0.0	1.0	0.9189	0.2734	2.3494
10	17.40	4.28	2	19	0.150	0.0	0.5	0.8214	0.3008	2.3494
11	16.80	4.92	1	19	0.120	0.0	1.0	0.9054	0.1535	2.3494
12	17.34	3.95	1	19	0.150	0.0	1.0	0.7472	0.2313	2.3494
13	16.76	4.41	1	19	0.080	0.0	0.5	0.7411	0.2362	2.4190
14	16.82	4.53	2	19	0.210	0.0	1.0	0.6487	0.0931	2.3494
15	17.82	3.16	1	19	0.100	0.0	1.0	0.6249	0.2342	2.3068
16	18.16	2.16	10	19	0.110	0.0	1.0	0.6918	0.1950	2.3494
17	17.02	3.87	1	19	0.110	0.0	0.5	0.6458	0.2612	2.3494
18	16.14	5.53	2	19	0.150	0.0	0.5	0.6912	0.1750	2.3325
19	16.86	4.15	2	19	0.110	0.0	1.0	0.6607	0.0953	2.3494
20	16.18	5.14	2	19	0.130	0.0	0.5	0.8599	0.1135	2.3494
21	17.12	4.21	2	19	0.130	0.0	1.0	0.7824	0.0953	2.3494
22	14.98	6.02	1	19	0.130	0.0	0.5	0.8888	0.0953	2.4190
23	16.50	4.93	1	19	0.130	0.0	0.5	0.7189	0.0953	2.4190
24	16.22	4.92	2	19	0.110	0.0	1.0	0.6704	0.0953	2.4190
25	16.00	4.97	2	19	0.190	0.0	1.0	0.7544	0.1135	2.4190
26	16.38	4.23	2	19	0.170	0.0	1.0	0.6233	0.0953	2.3494
27	17.26	3.87	2	19	0.120	0.0	1.0	0.6479	0.0413	2.4190
28	17.36	3.37	2	19	0.130	0.0	0.5	0.6487	0.0898	2.3494
29	15.74	5.72	1	19	0.120	0.0	1.0	0.6286	0.1950	2.4190
30	16.50	3.94	1	19	0.130	0.0	0.5	0.6195	0.0953	2.3494
31	15.92	5.52	2	19	0.180	0.0	1.0	0.6916	0.0953	2.4190
32	15.76	5.04	2	19	0.120	0.0	1.0	0.7831	0.0953	2.3494
33	15.92	4.79	1	19	0.160	0.0	0.5	0.6958	0.0898	2.3494
34	16.24	5.10	2	19	0.160	0.0	1.0	0.7276	0.0953	2.2149
35	16.30	4.61	2	19	0.130	0.0	0.5	0.7902	0.2441	2.3494
36	15.04	6.19	1	19	0.120	0.0	0.5	0.9008	0.0953	2.4190
37	16.98	3.65	4	19	0.090	0.0	1.0	0.5116	0.0953	2.3068
38	16.84	4.37	2	19	0.120	0.0	1.0	0.6473	0.1135	2.3494
39	17.96	2.65	3	19	0.120	0.0	1.0	0.6557	0.0869	2.3494
40	16.12	4.98	2	19	0.140	0.0	0.5	0.6390	0.0953	2.3494
41	17.52	2.68	10	19	0.090	0.0	1.0	0.7194	0.1135	2.3494
42	16.80	4.43	2	19	0.120	0.0	1.0	0.5705	0.2095	2.3494
43	16.42	4.57	2	19	0.170	0.0	0.5	0.7346	0.0953	2.3494
44	16.42	4.94	1	19	0.090	0.0	0.5	0.5881	0.0953	2.3494
45	17.32	3.37	2	19	0.130	0.0	1.0	0.5859	0.0953	2.3494
46	16.84	4.44	2	19	0.160	0.0	0.5	0.8091	0.0953	2.3494
47	17.60	2.60	11	19	0.130	0.0	0.5	0.7577	0.0953	2.3494
48	17.02	4.28	2	19	0.170	0.0	1.0	0.7123	0.1135	2.3494
49	15.76	5.17	1	19	0.120	0.0	1.0	0.7206	0.0953	2.3494
50	16.84	4.10	2	19	0.180	0.0	1.0	0.7322	0.0953	2.3494
