generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	9.14	5.23	4	17	0.400	0.0	1.0	1.5869	0.7641	1.7467
1	11.70	5.57	3	17	0.300	0.0	1.0	1.5906	0.1139	1.7410
2	13.18	5.14	3	17	0.270	0.0	1.0	1.5020	0.1139	1.7370
3	14.18	4.72	3	17	0.180	0.0	1.0	1.5422	0.5027	1.7352
4	14.54	4.29	3	17	0.220	0.0	1.5	1.5053	0.2814	1.7370
5	14.44	4.69	3	17	0.110	0.0	1.0	1.4994	0.4509	1.7352
6	13.44	5.29	3	17	0.130	0.0	0.5	1.4304	0.4830	1.7222
7	11.94	6.13	3	17	0.240	0.0	1.0	1.4358	0.4112	1.7222
8	10.56	6.49	3	17	0.170	0.0	1.0	1.3535	0.4112	1.7222
9	10.76	6.08	3	17	0.240	0.0	1.0	1.3740	0.4172	1.7357
10	12.52	5.45	3	17	0.220	0.0	0.5	1.4389	0.6126	1.7392
11	10.52	5.70	3	17	0.200	0.0	1.5	1.4173	0.0259	1.7392
12	11.38	5.74	3	17	0.170	0.0	1.0	1.4810	0.6126	1.7392
13	10.78	5.53	3	17	0.200	0.0	1.0	1.4020	0.1139	1.7392
14	11.34	5.64	3	17	0.230	0.0	1.0	1.4221	0.2726	1.7392
15	11.64	5.50	3	17	0.200	0.0	0.5	1.4355	0.6126	1.7392
16	12.10	5.76	3	17	0.180	0.0	0.5	1.3967	0.6126	1.7222
17	10.74	6.02	3	17	0.160	0.0	1.0	1.4247	0.4808	1.7487
18	12.40	5.39	3	17	0.190	0.0	0.5	1.4880	0.6126	1.7370
19	11.40	5.52	3	17	0.120	0.0	0.5	1.3903	0.6126	1.7357
20	10.62	5.63	3	17	0.170	0.0	1.0	1.3943	0.3728	1.7324
21	11.50	5.73	3	17	0.150	0.0	0.5	1.3329	0.4812	1.7301
22	11.46	5.42	3	17	0.180	0.0	0.5	1.3536	0.5585	1.7364
23	12.24	5.23	3	17	0.220	0.0	1.0	1.3352	0.3316	1.7357
24	11.92	5.87	3	17	0.170	0.0	0.5	1.3584	0.4812	1.7364
25	11.22	5.99	3	17	0.210	0.0	1.0	1.3615	0.5585	1.7410
26	11.44	6.18	3	17	0.100	0.0	0.5	1.2872	0.5585	1.7413
27	13.02	5.31	3	17	0.090	0.0	0.5	1.2699	0.6126	1.7352
28	11.52	6.39	3	17	0.150	0.0	0.5	1.0861	0.4917	1.7364
29	12.64	5.71	3	17	0.210	0.0	0.5	1.1760	0.4917	1.7364
30	11.88	6.01	3	17	0.190	0.0	1.0	1.2138	0.4917	1.7413
31	11.96	6.15	3	17	0.200	0.0	0.5	1.2339	0.4917	1.7410
32	11.74	6.26	3	17	0.170	0.0	1.0	1.2229	0.4917	1.7352
33	10.56	6.33	3	17	0.180	0.0	0.5	1.1270	0.4917	1.7413
34	12.08	6.09	3	17	0.190	0.0	1.0	1.1214	0.4917	1.7246
35	10.84	6.44	3	17	0.140	0.0	0.5	1.1713	0.4917	1.7413
36	11.14	6.04	3	17	0.220	0.0	1.0	1.2305	0.3728	1.7413
37	10.30	5.84	3	17	0.230	0.0	1.0	1.2225	0.4917	1.7392
38	11.36	6.24	3	17	0.200	0.0	1.0	1.1454	0.4917	1.7413
39	11.52	6.22	3	17	0.180	0.0	0.5	1.1498	0.4917	1.7204
40	11.70	6.21	3	17	0.210	0.0	0.5	1.2326	0.4917	1.7352
41	12.38	5.84	3	17	0.230	0.0	0.5	1.1253	0.4917	1.7347
42	11.74	5.99	3	17	0.250	0.0	1.0	1.2284	0.4917	1.7352
43	12.90	5.49	3	17	0.240	0.0	0.5	1.2156	0.4917	1.7352
44	12.22	5.84	3	17	0.170	0.0	1.0	1.2154	0.4917	1.7352
45	13.26	5.38	3	17	0.170	0.0	1.0	1.2633	0.4917	1.7413
46	12.42	5.89	3	17	0.260	0.0	1.0	1.1033	0.2368	1.7392
47	11.66	6.07	3	17	0.210	0.0	1.0	1.1738	0.4917	1.7370
48	11.34	6.24	3	17	0.250	0.0	0.5	1.2188	0.4917	1.7410
49	12.04	5.91	3	17	0.190	0.0	1.0	1.2002	0.4917	1.7467
50	10.48	6.20	3	17	0.140	0.0	0.5	1.0439	0.4917	1.7413
