generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	11.06	6.27	1	19	0.390	0.0	1.0	1.0123	0.4350	1.1340
1	13.14	6.44	1	19	0.370	0.0	1.0	0.9800	0.3404	1.1478
2	14.44	6.24	1	19	0.320	0.0	1.0	0.9531	0.2991	1.1345
3	14.36	6.59	1	19	0.190	0.0	1.0	0.9839	0.3404	1.1371
4	15.52	5.63	1	19	0.190	0.0	1.0	0.9326	0.4011	1.1345
5	16.22	5.33	1	19	0.150	0.0	1.0	0.9632	0.4071	1.1478
6	17.56	3.58	2	19	0.100	0.0	0.5	0.9078	0.4206	1.1419
7	17.60	3.48	2	19	0.090	0.0	0.5	0.8333	0.3233	1.1370
8	17.66	3.66	2	19	0.170	0.0	1.0	0.8153	0.3577	1.1345
9	15.58	5.92	1	19	0.160	0.0	1.0	0.8294	0.5088	1.1345
10	16.92	4.88	1	19	0.130	0.0	1.0	0.8174	0.4406	1.1345
11	15.88	5.82	2	19	0.190	0.0	1.0	0.7613	0.3233	1.1370
12	17.74	3.51	1	19	0.160	0.0	1.0	0.8218	0.4071	1.1345
13	18.78	0.41	18	19	0.090	0.0	0.5	0.8242	0.4071	1.1341
14	18.02	2.91	5	19	0.090	0.0	0.5	0.7763	0.4442	1.1339
15	18.40	2.21	4	19	0.060	0.0	0.5	0.7532	0.3680	1.1478
16	17.44	4.18	2	19	0.070	0.0	0.5	0.7379	0.3680	1.1496
17	18.10	1.94	10	19	0.160	0.0	0.5	0.8486	0.1305	1.1339
18	18.20	2.41	4	19	0.090	0.0	1.0	0.8007	0.4026	1.1496
19	18.12	3.14	1	19	0.090	0.0	0.5	0.7132	0.3605	1.1339
20	17.46	4.21	1	19	0.090	0.0	1.0	0.7674	0.4363	1.1341
21	17.12	4.43	1	19	0.110	0.0	0.5	0.8080	0.3894	1.1341
22	18.02	3.30	2	19	0.110	0.0	1.5	0.7923	0.3818	1.1341
23	17.02	4.70	2	19	0.140	0.0	1.0	0.7695	0.4363	1.1496
24	17.48	3.55	2	19	0.090	0.0	0.5	0.8382	0.4235	1.1496
25	17.58	3.31	4	19	0.090	0.0	0.5	0.7984	0.3894	1.1496
26	18.16	2.65	2	19	0.140	0.0	1.0	0.7922	0.3894	1.1496
27	17.36	4.09	2	19	0.140	0.0	0.5	0.8491	0.3894	1.1339
28	17.02	4.63	1	19	0.090	0.0	0.5	0.8196	0.3894	1.1496
29	17.78	2.81	5	19	0.120	0.0	0.5	0.8317	0.4363	1.1496
30	17.78	3.47	2	19	0.150	0.0	0.5	0.8589	0.4363	1.1496
31	17.38	4.00	2	19	0.120	0.0	1.0	0.8137	0.3894	1.1496
32	16.88	4.57	2	19	0.110	0.0	1.0	0.7489	0.3894	1.1496
33	17.80	3.24	4	19	0.140	0.0	1.0	0.7880	0.3736	1.1496
34	17.96	2.61	6	19	0.090	0.0	1.0	0.8039	0.3894	1.1496
35	16.96	3.86	2	19	0.160	0.0	0.5	0.8350	0.3894	1.1496
36	17.52	3.91	2	19	0.150	0.0	1.0	0.7991	0.3894	1.1339
37	17.30	3.57	1	19	0.120	0.0	1.0	0.7851	0.4363	1.1478
38	17.76	3.37	2	19	0.060	0.0	1.0	0.7512	0.3818	1.1345
39	17.56	3.99	2	19	0.050	0.0	0.5	0.7324	0.4363	1.1345
40	17.54	3.48	3	19	0.130	0.0	1.0	0.7402	0.4363	1.1339
41	16.92	4.79	2	19	0.190	0.0	0.5	0.7907	0.3894	1.1370
42	17.84	3.21	2	19	0.070	0.0	0.5	0.8452	0.3680	1.1496
43	17.38	3.78	2	19	0.130	0.0	1.0	0.8538	0.4363	1.1496
44	17.78	3.21	3	19	0.080	0.0	0.5	0.7110	0.4351	1.1370
45	17.64	3.45	3	19	0.140	0.0	1.0	0.7741	0.3995	1.1496
46	17.12	4.66	2	19	0.080	0.0	0.5	0.7226	0.3680	1.1496
47	16.94	4.50	1	19	0.120	0.0	1.0	0.7676	0.4363	1.1496
48	17.78	3.50	2	19	0.160	0.0	1.0	0.7102	0.3894	1.1496
49	17.54	3.77	2	19	0.110	0.0	1.0	0.7139	0.3818	1.1496
50	17.74	3.26	1	19	0.070	0.0	1.0	0.7496	0.3894	1.1496
