generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	10.14	4.87	3	19	0.380	0.0	0.5	0.8794	0.0591	2.5303
1	13.48	5.21	1	19	0.310	0.0	0.5	0.7166	0.0591	2.5303
2	15.00	5.01	1	19	0.400	0.0	0.5	0.9087	0.0435	2.5303
3	14.74	5.79	1	19	0.440	0.0	0.5	0.8272	0.1958	2.7133
4	15.52	5.17	1	19	0.420	0.0	0.5	0.9010	0.2568	2.5303
5	13.80	6.44	1	19	0.390	0.0	0.5	0.7485	0.1120	2.5303
6	15.52	4.59	1	19	0.350	0.0	0.5	0.7164	0.1120	2.5303
7	14.52	5.62	1	19	0.290	0.0	0.5	0.7297	0.1120	2.7133
8	14.64	5.82	1	19	0.300	0.0	0.5	0.6556	0.1120	2.5303
9	14.76	5.35	1	19	0.220	0.0	0.5	0.6301	0.1120	2.5303
10	15.40	5.28	1	19	0.170	0.0	0.5	0.6067	0.1120	2.5303
11	15.24	4.47	1	19	0.130	0.0	1.0	0.5772	0.1120	2.5303
12	13.44	5.47	1	19	0.140	0.0	0.5	0.5674	0.1120	2.4765
13	13.72	4.60	1	19	0.180	0.0	0.5	0.4877	0.1120	2.5303
14	13.18	5.01	1	19	0.220	0.0	1.0	0.5491	0.0626	2.5303
15	13.64	4.46	1	19	0.170	0.0	0.5	0.4578	0.0693	1.2517
16	13.06	4.55	2	19	0.140	0.0	0.5	0.4254	0.0954	1.2517
17	12.46	4.66	2	19	0.140	0.0	0.5	0.4384	0.1120	1.7975
18	14.72	4.27	8	19	0.200	0.0	1.0	0.4445	0.0479	1.2517
19	14.28	5.42	1	19	0.110	0.0	0.5	0.3635	0.1120	0.7038
20	14.70	4.85	2	19	0.130	0.0	0.5	0.3741	0.1120	1.2517
21	13.32	4.83	1	19	0.130	0.0	1.0	0.4245	0.0772	1.7975
22	13.02	4.98	1	19	0.190	0.0	0.5	0.3911	0.0693	1.2517
23	13.42	4.93	1	19	0.250	0.0	1.0	0.3948	0.0587	1.2517
24	14.22	4.08	10	19	0.170	0.0	0.5	0.3706	0.1045	1.2517
25	13.06	4.51	1	19	0.160	0.0	1.0	0.4463	0.0756	1.2517
26	13.54	5.26	1	19	0.210	0.0	1.0	0.4242	0.1120	1.3065
27	13.62	4.39	1	19	0.110	0.0	0.5	0.4497	0.1120	1.7975
28	13.66	4.92	1	19	0.190	0.0	1.0	0.4168	0.0587	1.2517
29	14.24	4.44	3	19	0.150	0.0	0.5	0.4153	0.0907	1.1389
30	12.56	4.11	1	19	0.090	0.0	0.5	0.4660	0.1120	1.3065
31	13.34	4.10	8	19	0.200	0.0	0.5	0.5100	0.0995	2.5303
32	12.76	4.66	1	19	0.200	0.0	1.0	0.5015	0.0385	2.5303
33	12.86	4.67	1	19	0.100	0.0	0.5	0.4733	0.0954	1.7975
34	14.00	4.62	1	19	0.120	0.0	1.0	0.3886	0.1094	1.7975
35	14.20	4.66	1	19	0.150	0.0	0.5	0.4436	0.1120	1.7975
36	13.86	4.09	9	19	0.170	0.0	0.5	0.4436	0.1094	1.2517
37	12.86	5.52	1	19	0.150	0.0	1.0	0.4708	0.0669	2.4765
38	13.34	4.47	1	19	0.160	0.0	1.0	0.5001	0.1120	2.4765
39	13.86	5.49	1	19	0.140	0.0	0.5	0.3892	0.0938	1.1389
40	14.68	4.04	9	19	0.070	0.0	0.5	0.3624	0.0938	1.2517
41	12.74	4.03	4	19	0.150	0.0	0.5	0.4380	0.1120	2.4765
42	12.62	4.56	1	19	0.130	0.0	1.0	0.4178	0.0886	1.7705
43	13.38	4.96	1	19	0.180	0.0	1.0	0.3795	0.0587	1.0408
44	12.74	5.08	1	19	0.180	0.0	1.0	0.4515	0.0587	2.4765
45	14.22	4.58	1	19	0.110	0.0	0.5	0.4060	0.0719	1.2517
46	13.94	4.91	1	19	0.120	0.0	0.5	0.4544	0.0693	1.7975
47	13.86	4.72	1	19	0.100	0.0	0.5	0.4902	0.1120	1.2517
48	14.46	4.31	9	19	0.130	0.0	0.5	0.4777	0.1119	2.4765
49	14.32	5.26	1	19	0.150	0.0	1.0	0.3858	0.0626	1.2517
50	14.90	4.14	10	19	0.090	0.0	0.5	0.3648	0.0938	1.1297
