Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G29 & (G65 | G89)	19	3	0.129210	2.7583
G1	2	G29 & G34 & G65	19	3	0.135595	2.7519
G1	3	G29 & G65	19	2	0.330964	2.5565
G1	4	G29 & G34	19	2	0.404835	2.4827
G1	5	G34 & G65	18	2	0.513651	2.3238
G1	6	G34	18	1	0.535284	1.8022
G1	7	G65	18	1	0.598222	1.7393
G2	1	G15 | G9	20	2	0.102210	2.8353
G2	2	G9 | (G15 & G57)	20	3	0.102210	2.8353
G2	3	G84 | G9	19	2	0.247491	2.6400
G2	4	G9	20	1	0.085299	2.3522
G2	5	G15 | G60 | G95	19	3	0.568272	2.3192
G3	1	G11 | G44	19	2	0.340365	2.5471
G3	2	G11 | G44 | G53	19	3	0.340365	2.5471
G3	3	G44 | G53	18	2	0.659186	2.1783
G3	4	G44	18	1	0.318440	2.0191
G3	5	G53 | (G16 & G44) | (G44 & G60 & G87)	18	5	0.306198	1.5938
G4	1	G4 & G83 & G84	19	3	0.042128	2.8454
G4	2	G7 & G83 & G84	20	3	0.109705	2.8278
G4	3	G4 & G83	19	2	0.094189	2.7933
G4	4	G83 & G84	20	2	0.203874	2.7336
G4	5	G79 & G83	19	2	0.167200	2.7203
G4	6	G5 & G83	20	2	0.256811	2.6807
G4	7	G84	19	1	0.211069	2.1764
G4	8	G83	19	1	0.347320	2.0402
G5	1	G52 | G71 | G8	19	3	0.288345	2.5992
G5	2	G52 | G8	18	2	0.493628	2.3439
G5	3	G71 | G8	19	2	0.647237	2.2403
G5	4	G23 | G71 | G8	18	3	0.646352	2.1911
G5	5	G40 | G52 | G71	19	3	0.809931	2.0776
G5	6	G52 | G71	18	2	0.812064	2.0254
G5	7	G52 | G71 | G8 | G83	19	4	0.365908	2.0216
G5	8	G14 | G2 | G67 | G71	18	4	0.364381	1.9731
G6	1	G11 | G47 | G83	17	3	0.678175	2.1093
G6	2	G47 | G83	16	2	0.808629	1.9289
G6	3	G11 | G83	16	2	0.861294	1.8762
G7	1	G38 | G53 | G71	19	3	0.205773	2.6817
G7	2	G49 | G71 | G8	19	3	0.482826	2.4047
G7	3	G38 | G71	19	2	0.489717	2.3978
G7	4	G49 | G71 | G73 | G8 | G85	18	5	0.050133	1.8499
G8	1	G54 & G79 & G95	19	3	0.263908	2.6236
G8	2	G79 & G95	18	2	0.558274	2.2792
G8	3	G54 & G95	18	2	0.607757	2.2297
G8	4	G54 & G95 & (G13 | G35)	18	4	0.173825	2.1637
G8	5	G23 & G95	18	2	0.713240	2.1243
G8	6	G54 & G79	19	2	0.808589	2.0789
G9	1	G84 & (G83 | ~G63)	20	3	0.115750	2.8218
G9	2	G84 & (G83 | ~G36)	20	3	0.157181	2.7803
G9	3	G84 & (~G36 | ~G83)	20	3	0.157181	2.7803
G9	4	G84 & (~G36 | ~G50)	20	3	0.214282	2.7232
G9	5	G5 & G83	19	2	0.184380	2.7031
G9	6	G83 & G84	19	2	0.195650	2.6918
G9	7	G84 & (~G36 | ~G75 | ~G83)	20	4	0.093252	2.3442
G9	8	G84	20	1	0.250190	2.1873
G10	1	~G43 & (G32 | G84)	16	3	0.454870	2.2826
G10	2	~G43	16	1	1.019466	1.2375
G11	1	G14 & G25 & G73	20	3	0.193434	2.7441
G11	2	G25 & G44 & G73	20	3	0.235515	2.7020
G11	3	G25 & G3 & G73	20	3	0.249506	2.6880
G11	4	G25 & G44 & G45	20	3	0.373946	2.5636
G11	5	G25 & G3 & G39	19	3	0.550215	2.3373
G11	6	G24 & G44 & G73 & G84	19	4	0.219992	2.1675
G11	7	G14 & G25	19	2	0.775005	2.1125
G11	8	G25 & G3	19	2	0.830699	2.0568
G11	9	G25 & G73 & G84 & G99	19	4	0.371924	2.0156
G11	10	G14 & G23 & G25 & G73	19	4	0.521645	1.8659
G11	11	G25 & G3 & G44 & G73	20	4	0.713949	1.7236
G11	12	G14 & G16 & G25 & G34 & G73	19	5	0.541062	1.4089
G12	1	G10 | G35 | G9	17	3	0.115602	2.6719
G12	2	G10 | G35 | ~G31	17	3	0.738362	2.0491
G12	3	G10 | G27 | G35	16	3	0.830842	1.9067
G12	4	G10 | G35	17	2	1.191003	1.7875
G12	5	G10 | G86	16	2	1.382806	1.7375
G12	6	G10 | G70	16	2	1.422780	1.7375
G12	7	G35	16	1	1.216159	1.2375
G13	1	G26 | G53 | G86	17	3	0.157103	2.6304
G13	2	G53 | G68 | G86	18	3	0.238285	2.5992
G13	3	G53 | G86	17	2	0.540998	2.2465
G13	4	G72 | G86	17	2	0.727171	2.0603
G14	1	G83 | (G67 & G7)	19	3	0.623259	2.2642
G14	2	G11 | G53 | G83	19	3	0.656357	2.2311
G14	3	G53 | G83	18	2	0.702360	2.1351
G14	4	G83	18	1	0.743750	1.5937
G15	1	G74 & (G21 | G40 | G81)	18	4	0.185694	2.1518
G15	2	G74 & (G21 | G40)	18	3	0.728275	2.1092
G15	3	G21 | (G40 & G74) | (G74 & G81)	17	4	0.185694	2.1018
G15	4	G74 & (G40 | G81)	17	3	0.817111	1.9704
G16	1	G32 & (G13 | G55)	18	3	0.275711	2.5618
G16	2	G32 & (G13 | G4) & (G13 | G47)	18	4	0.538538	1.7990
G16	3	G55 | (G13 & G32)	17	3	1.168000	1.7875
G16	4	G32 & (G13 | G4) & (G13 | G60)	18	4	0.746025	1.5915
G17	1	G52 | ~G99	18	2	0.992348	1.8452
G18	1	G67 & (G78 | G97)	17	3	0.361276	2.4262
