rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G42 & G60 & G72	20	3	0.0	G42, G60, G72	3	1	0.17651880877699666
2	G42 & G60 & G72	20	3	0.0	G42, G60, G72	3	1	0.17651880877699666
3	G42 & G60 & G72	20	3	0.0	G42, G60, G72	3	1	0.17651880877699666
4	G42 & G60 & G72	20	3	0.0	G42, G60, G72	3	1	0.17651880877699666
5	G42 & G60 & G72	20	3	0.0	G42, G60, G72	3	1	0.17651880877699666
6	G42 & G60 & G72	20	3	0.0	G42, G60, G72	3	1	0.17651880877699666
7	G42 & G60 & G72	20	3	0.0	G42, G60, G72	3	1	0.17651880877699666
8	G42 & G60 & G72	20	3	0.0	G42, G60, G72	3	1	0.17651880877699666
9	G42 & G60 & G72	20	3	0.0	G42, G60, G72	3	1	0.17651880877699666
10	G42 & G60 & G72	20	3	0.0	G42, G60, G72	3	1	0.17651880877699666
11	G42 & G72	20	2	0.0	G42, G72	2	1	0.5603142465240565
12	G42 & G72	20	2	0.0	G42, G72	2	1	0.5603142465240565
13	G42 & G72	20	2	0.0	G42, G72	2	1	0.5603142465240565
14	G42 & G72	20	2	0.0	G42, G72	2	1	0.5603142465240565
15	G60 & G72	19	2	0.0	G60, G72	2	1	0.5648139726971996
16	G17 & G60	19	2	0.0	G17, G60	2	1	0.6095913992538868
17	G42 & G60	19	2	0.0	G42, G60	2	1	0.8160443545775431
18	G72	19	1	0.5	G72	1	1	0.3916934374299799
19	G72	19	1	0.5	G72	1	1	0.3916934374299799
20	G72	19	1	0.5	G72	1	1	0.3916934374299799
21	G72 & (G54 | G57)	18	3	0.0	G54, G57, G72	3	1	0.33233780278688785
22	G3 & G60	18	2	0.0	G3, G60	2	1	0.8122996278345218
23	G60	18	1	0.5	G60	1	1	0.7889389929231043
24	G60	18	1	0.5	G60	1	1	0.7889389929231043
25	G60	18	1	0.5	G60	1	1	0.7889389929231043
26	G60	18	1	0.5	G60	1	1	0.7889389929231043
27	G60	18	1	0.5	G60	1	1	0.7889389929231043
28	G60	18	1	0.5	G60	1	1	0.7889389929231043
29	G42 & G72 & G84	17	3	0.0	G42, G72, G84	3	1	0.16177131703427483
30	G30 & G57 & G60	17	3	0.0	G30, G57, G60	3	1	0.40214734274358266
31	G57 & G60	17	2	0.0	G57, G60	2	1	0.4651159452375456
32	G57 & G60	17	2	0.0	G57, G60	2	1	0.4651159452375456
33	G42 & G57 & G60 & G72	17	4	0.5	G42, G57, G60, G72	4	1	0.05122798742987843
34	G17 & G57 & G60 & G9	17	4	0.5	G17, G57, G60, G9	4	1	0.07003008994401536
35	G60 & G72 & (G31 | G67)	17	4	0.5	G31, G60, G67, G72	4	1	0.45612769075415793
36	G57 & G60 & (G17 | G42) & (G42 | G63)	17	5	1.0	G17, G42, G57, G60, G63	5	1	0.03345194634033001
37	G17 & G42 & G60 & G76 & G9	17	5	1.0	G17, G42, G60, G76, G9	5	1	0.27206761113561523
38	G17 & G42 & G57	16	3	0.0	G17, G42, G57	3	1	0.758080513374177
39	G17 & G57	16	2	0.0	G17, G57	2	1	0.8993000628602417
40	G18 & G42 & G57 & G60	16	4	0.5	G18, G42, G57, G60	4	1	0.2933534019238034
41	G31 & G60 & G9	15	3	0.0	G31, G60, G9	3	1	0.12711174770670078
42	G19 | G25	15	2	0.0	G19, G25	2	1	0.40353940375565445
43	G31 & G60	15	2	0.0	G31, G60	2	1	0.6249280308829968
44	G100 & G60	15	2	0.0	G100, G60	2	1	0.6367006803838668
45	G17 & G9	13	2	0.0	G17, G9	2	1	0.7814618942676598
46	~G100	13	1	0.5	G100	1	1	1.5933542452312248
47	G42	12	1	0.5	G42	1	1	1.3496604252462296
48	~G96	9	1	0.5	G96	1	1	1.6200223054847487
49	G36 | G57	8	2	0.0	G36, G57	2	1	0.86833723869399
50	G48	2	1	0.5	G48	1	1	0.38300085109215776
