combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
1_2_2_2_4_2_4_3_3_2	0.052	0.64	1	1.0	-0.0	0.8	1.0	27	8	2.7	0.45825756949558405	0.7000000000000002	58	G8 | (G6 & ~G1)	131	G2 | (G1 & G3)	211	~G7 | ~G8 | ~G9	83	G4 | G7 | ~G6	213	G7 & ~G2	201	G1 | G4 | ~G7	35	G8 | (G1 & G3)	4	G10 & G5	188	G10 & G7 & G9	5	G1 | ~G10	0.64
0_2_0_0_4_4_0_3_3_0	0.05666666666666667	0.66	1	1.0	-0.0	0.7	1.0	27	7	2.7	0.45825756949558405	0.7000000000000002	59	~G5 | (G10 & G9)	131	G2 | (G1 & G3)	209	G5 | ~G8 | ~G9	81	G4 | (G5 & G7)	213	G7 & ~G2	203	G5 | ~G6 | ~G8	31	G3 | (G8 & ~G6)	4	G10 & G5	188	G10 & G7 & G9	7	G1 | G4	0.66
0_1_3_2_4_2_4_3_4_0	0.05666666666666667	0.66	1	1.0	-0.0	0.7	1.0	27	7	2.7	0.45825756949558405	0.7000000000000002	59	~G5 | (G10 & G9)	130	G2 | G5 | ~G10	212	G10 | (G2 & G3)	83	G4 | G7 | ~G6	213	G7 & ~G2	201	G1 | G4 | ~G7	35	G8 | (G1 & G3)	4	G10 & G5	189	G10 & ~G1 & ~G6	7	G1 | G4	0.66
1_1_4_2_4_1_4_3_3_2	0.05666666666666667	0.66	1	1.0	-0.0	0.7	1.0	27	7	2.7	0.45825756949558405	0.7000000000000002	58	G8 | (G6 & ~G1)	130	G2 | G5 | ~G10	213	G8 | ~G3 | ~G4	83	G4 | G7 | ~G6	213	G7 & ~G2	210	G10 | (G1 & G3)	35	G8 | (G1 & G3)	4	G10 & G5	188	G10 & G7 & G9	5	G1 | ~G10	0.66
0_3_3_2_4_2_4_4_0_0	0.06133333333333334	0.6799999999999999	1	1.0	-0.0	0.6	1.0	27	6	2.7	0.45825756949558405	0.7000000000000002	59	~G5 | (G10 & G9)	132	G2 | (G1 & G5)	212	G10 | (G2 & G3)	83	G4 | G7 | ~G6	213	G7 & ~G2	201	G1 | G4 | ~G7	35	G8 | (G1 & G3)	5	G2 & ~G3	185	G3 & G8 & ~G1	7	G1 | G4	0.6799999999999999
0_2_2_3_4_2_1_3_3_2	0.062000000000000006	0.66	1	1.0	-0.0	0.7	1.0	27	8	2.7	0.45825756949558405	0.7000000000000002	59	~G5 | (G10 & G9)	131	G2 | (G1 & G3)	211	~G7 | ~G8 | ~G9	84	G4 | G7 | ~G5	213	G7 & ~G2	201	G1 | G4 | ~G7	32	G3 | (G10 & G8)	4	G10 & G5	188	G10 & G7 & G9	5	G1 | ~G10	0.66
1_1_3_2_4_2_3_3_2_2	0.062000000000000006	0.66	1	1.0	-0.0	0.7	1.0	27	8	2.7	0.45825756949558405	0.7000000000000002	58	G8 | (G6 & ~G1)	130	G2 | G5 | ~G10	212	G10 | (G2 & G3)	83	G4 | G7 | ~G6	213	G7 & ~G2	201	G1 | G4 | ~G7	34	G8 | (G3 & ~G10)	4	G10 & G5	187	G4 & G9 & ~G1	5	G1 | ~G10	0.66
2_2_0_1_4_4_1_4_1_0	0.06266666666666666	0.64	1	1.0	-0.0	0.8	1.0	27	10	2.7	0.45825756949558405	0.7000000000000002	57	G8 | (G6 & ~G3)	131	G2 | (G1 & G3)	209	G5 | ~G8 | ~G9	82	G10 & ~G3 & ~G6	213	G7 & ~G2	203	G5 | ~G6 | ~G8	32	G3 | (G10 & G8)	5	G2 & ~G3	186	G3 & G4 & ~G1	7	G1 | G4	0.64
0_1_2_2_4_2_4_3_1_2	0.06266666666666666	0.64	1	1.0	-0.0	0.8	1.0	27	10	2.7	0.45825756949558405	0.7000000000000002	59	~G5 | (G10 & G9)	130	G2 | G5 | ~G10	211	~G7 | ~G8 | ~G9	83	G4 | G7 | ~G6	213	G7 & ~G2	201	G1 | G4 | ~G7	35	G8 | (G1 & G3)	4	G10 & G5	186	G3 & G4 & ~G1	5	G1 | ~G10	0.64
2_4_0_0_4_1_4_3_1_0	0.06666666666666668	0.6799999999999999	1	1.0	-0.0	0.6	1.0	27	7	2.7	0.45825756949558405	0.7000000000000002	57	G8 | (G6 & ~G3)	133	G6 | ~G4 | ~G8	209	G5 | ~G8 | ~G9	81	G4 | (G5 & G7)	213	G7 & ~G2	210	G10 | (G1 & G3)	35	G8 | (G1 & G3)	4	G10 & G5	186	G3 & G4 & ~G1	7	G1 | G4	0.6799999999999999
