Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G71 | G9	20	2	0.241756	2.6957
G1	2	G67 | G71 | G9	20	3	0.326820	2.6107
G1	3	G67 | G9	19	2	0.726478	2.1610
G1	4	G9	19	1	0.595749	1.7918
G2	1	G67 | (G85 & ~G69)	19	3	0.786891	2.1006
G3	1	G29 & G75	17	2	0.744180	2.0433
G3	2	G75 & (G29 | G54)	17	3	0.744180	2.0433
G3	3	G75 | (G17 & G4)	17	3	0.840534	1.9470
G3	4	G75 & (G12 | ~G67)	17	3	0.960000	1.8275
G3	5	G75 & (G12 | G29)	17	3	0.975526	1.8120
G3	6	G67 | G75	16	2	1.579382	1.7375
G3	7	G56 & G75	16	2	1.630974	1.7375
G3	8	G75	17	1	0.744180	1.5433
G3	9	G29	16	1	1.560675	1.2375
G4	1	G46 & (G66 | G77)	18	3	0.200592	2.6369
G4	2	G46 & (G54 | G66)	17	3	0.675592	2.1119
G4	3	G46 & G54	17	2	0.922444	1.8651
G5	1	G26 | G35 | G68	17	3	0.583022	2.2045
G5	2	G35 | G68	16	2	0.885015	1.8525
G5	3	G26 | G35	16	2	0.888247	1.8493
G6	1	G28 & G42 & G7	16	3	0.762408	1.9751
G6	2	G35 & G42 & G73	15	3	0.803638	1.8839
G6	3	G42 & G5 & G7	16	3	0.911468	1.8260
G6	4	G36 & G42 & G7	15	3	0.936391	1.7511
G6	5	G42 & G7 & G91	15	3	1.034424	1.6875
G6	6	G42 & G7	15	2	1.192771	1.6875
G7	1	G81 & (G3 | G56)	17	3	0.588732	2.1988
G7	2	G21 | (G56 & G81)	17	3	0.664420	2.1231
G7	3	G56 & G81	17	2	1.236831	1.7875
G8	1	G74 & (G99 | ~G5)	20	3	0.279554	2.6579
G8	2	G74 & (G58 | G99)	20	3	0.314728	2.6228
G8	3	G74 & (G15 | G58)	20	3	0.666392	2.2711
G8	4	G14 & G74	19	2	0.639921	2.2476
G8	5	G58 & (G23 | G74) & (G5 | G74)	20	4	0.194261	2.2432
G8	6	G58 & (G5 | G74) & (G54 | G74)	20	4	0.390750	2.0467
G9	1	G84	20	1	0.208329	2.2292
G9	2	G20 | G84	19	2	0.772181	2.1153
G10	1	G60 | (G64 & G95)	19	3	0.143409	2.7441
G10	2	G54 & G60	20	2	0.574287	2.3632
G10	3	G60 | (G64 & G93 & G95)	19	4	0.039429	2.3481
G10	4	G60	19	1	0.143409	2.2441
G10	5	G54	19	1	1.074782	1.3875
G11	1	G76 & (G77 | ~G33)	16	3	0.358826	2.3787
G11	2	G76 & (G38 | ~G33)	16	3	1.097905	1.7375
G11	3	G76	15	1	1.275511	1.1875
G12	1	G59 & (G76 | G99)	18	3	0.509915	2.3276
G12	2	G59 & (G66 | G76)	17	3	0.876375	1.9111
G13	1	G64 | (G60 & G7)	17	3	0.349883	2.4376
G13	2	G64 & (G60 | G7)	17	3	0.349883	2.4376
G13	3	G64 & (G35 | G42)	18	3	0.474880	2.3626
G13	4	G64 & (G42 | G78)	17	3	0.534503	2.2530
G13	5	G64 | (G60 & G99)	17	3	0.547235	2.2403
G13	6	G64 | (G49 & G60)	17	3	0.553562	2.2339
G13	7	G60 & G64	17	2	0.573742	2.2138
G13	8	G28 & G42	17	2	0.657590	2.1299
G13	9	G64	17	1	0.158489	2.1290
G13	10	G42 & G60 & G64 & G78	17	4	0.471822	1.8157
G13	11	G60	17	1	0.564996	1.7225
G13	12	G13	17	1	0.771745	1.5158
G13	13	G54	17	1	0.906871	1.3806
G14	1	G41 & (G12 | G54 | G83)	17	4	0.099896	2.1876
G14	2	G41	18	1	0.255634	2.0819
G14	3	G41 & G94	17	2	0.936314	1.8512
G15	1	G30 & G33 & G75	20	3	0.255617	2.6819
G15	2	G30 & G38 & G75	19	3	0.686832	2.2007
G15	3	G33 & G45 & G75 & G9	20	4	0.380513	2.0570
G15	4	G30 & G33	20	2	0.933527	2.0040
G15	5	G33 & G36 & G54 & G75 & G9	19	5	0.059992	1.8900
G15	6	G30 & G33 & G75 & G9	20	4	0.875072	1.5624
G15	7	G38 & G66 & G75 & G9	19	4	0.936176	1.4513
G16	1	G60	20	1	0.149973	2.2875
G16	2	G60 & (G100 | G4 | G7)	20	4	0.386039	2.0515
G16	3	G60 & (G100 | G24 | G32 | G7)	20	5	0.142252	1.8577
G17	1	G18 & G7 & G83	17	3	0.312196	2.4753
G17	2	G18 & G34 & G83	17	3	0.511332	2.2762
G17	3	G18 & G34 & G7 & G83 & G85	16	5	0.262721	1.5373
G17	4	G18 & G34 & G83 & G85	16	4	0.855766	1.3817
G18	1	G10 | G16 | G43	20	3	0.252213	2.6853
G18	2	G10 | G43	19	2	0.254247	2.6333
G18	3	G16 | (G10 & G82)	19	3	0.299316	2.5882
G18	4	G10 | G16	19	2	0.380111	2.5074
G18	5	G16 | G72	20	2	0.581345	2.3562
G18	6	G43	19	1	0.380109	2.0074
G18	7	G16	19	1	0.620868	1.7666
G19	1	G28 & (G35 | G54)	19	3	0.260942	2.6266
G19	2	G28 & G54	19	2	0.260942	2.6266
G19	3	G54 | (G28 & G30)	18	3	0.394930	2.4426
G19	4	G28 & G46	18	2	0.508753	2.3287
G19	5	G43 & G54	19	2	0.661147	2.2264
G19	6	G43 & (G28 | G54) & (G35 | G54)	19	4	0.558280	1.8292
G19	7	G28	18	1	0.584995	1.7525
G19	8	G28 & (G16 | G35) & (G35 | G43)	18	4	0.667381	1.6701
G19	9	G43	18	1	0.688685	1.6488
G19	10	G54	18	1	0.963863	1.3736
G20	1	G4 & G47 & G8	20	3	0.043997	2.8935
G20	2	G4 & G70 & G8 & G82	19	4	0.060687	2.3268
G20	3	G47 & G8	20	2	0.780948	2.1566
G20	4	G4 & G8	19	2	0.769813	2.1177
G20	5	False	19	1	0.775939	1.6116
G21	1	G15 & G82 & ~G25	20	3	0.171562	2.7659
G21	2	G15 & G25 & G75	19	3	0.466955	2.4205
G21	3	G15 & G82	20	2	0.542985	2.3945
G21	4	G15 & G21	19	2	0.496381	2.3911
G21	5	G15 & G25 & G82	19	3	0.519851	2.3676
G21	6	G15 & G25	19	2	0.616571	2.2709
G21	7	G100 & G15 & G25 & G75	19	4	0.159959	2.2275
G21	8	G15 & G25 & G75 & G82	19	4	0.174735	2.2128
G21	9	G15 & G21 & G32 & G59	19	4	0.183089	2.2044
G21	10	G15	20	1	0.266374	2.1711
G21	11	False	19	1	0.756634	1.6309
G22	1	G57 | ~G78	20	2	0.314385	2.6231
G22	2	G57 & (G1 | G94)	19	3	0.455850	2.4317
G22	3	G57	19	1	0.424725	1.9628
G23	1	G74 | (G3 & G41)	20	3	0.022880	2.9146
