Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	~G5 | (G6 & ~G2)	18	3	0.449477	2.4354
G1	2	G6 | ~G5	19	2	0.558163	2.3793
G1	3	~G5 | (G10 & G3 & G6)	18	4	0.165694	2.2192
G1	4	~G5 | (G1 & G10) | (G1 & G6)	18	4	0.406267	1.9786
G2	1	~G1 | (~G3 & ~G5)	18	3	0.189612	2.6953
G2	2	~G1 | (~G8 & ~G9)	19	3	0.248197	2.6893
G2	3	~G1 | (G10 & ~G8)	18	3	0.196630	2.6882
G2	4	~G1 | (~G3 & ~G6)	18	3	0.218385	2.6665
G2	5	G2 | ~G1 | ~G3	18	3	0.220008	2.6649
G2	6	~G1 | (G2 & G3)	18	3	0.220008	2.6649
G2	7	~G1 | (G7 & G8)	18	3	0.226254	2.6586
G2	8	G2 | (G5 & ~G1)	18	3	0.230270	2.6546
G2	9	~G1 | (G3 & G7)	18	3	0.237728	2.6471
G2	10	~G1 | (G2 & ~G7)	18	3	0.272452	2.6124
G2	11	~G1 | (~G6 & ~G9)	18	3	0.275988	2.6089
G2	12	~G1 | (G2 & G9)	18	3	0.289192	2.5957
G2	13	~G1 | (G10 & ~G9)	18	3	0.324252	2.5606
G2	14	G2 | ~G1	18	2	0.401058	2.4838
G2	15	~G1 | ~G3	18	2	0.475797	2.4091
G2	16	G7 | ~G1	18	2	0.534606	2.3503
G2	17	~G1 | ~G9	18	2	0.546105	2.3388
G2	18	~G1 | (G2 & G4 & ~G5)	18	4	0.192349	2.1925
G2	19	~G1	18	1	0.546105	1.8388
G3	1	G1 | G6 | ~G4	17	3	0.295583	2.5367
G3	2	G6 | ~G2 | ~G5	17	3	0.306410	2.5258
G3	3	G6 | ~G2 | ~G4	17	3	0.308698	2.5235
G3	4	G10 | G6 | ~G5	17	3	0.326231	2.5060
G3	5	G1 | (G2 & ~G4)	18	3	0.396997	2.4879
G3	6	G1 | G6 | ~G5	17	3	0.354003	2.4782
G3	7	G3 | (~G4 & ~G6)	17	3	0.355953	2.4763
G3	8	G3 | G6 | ~G4	17	3	0.355953	2.4763
G3	9	G3 | (~G5 & ~G6)	17	3	0.361042	2.4712
G3	10	G3 | G6 | ~G5	17	3	0.361042	2.4712
G3	11	G1 | ~G2 | ~G4	17	3	0.396997	2.4352
G3	12	G1 | ~G4	17	2	0.396997	2.4352
G3	13	G3 | ~G5 | ~G7	17	3	0.479050	2.3532
G3	14	G3 | ~G4 | ~G5	17	3	0.507235	2.3250
G3	15	G3 | ~G5	17	2	0.507235	2.3250
G3	16	G3 | (G10 & G8)	17	3	0.509996	2.3222
G3	17	G6 | ~G4	17	2	0.620305	2.2119
G3	18	G6 | ~G5 | (~G2 & ~G8)	18	4	0.265029	2.1198
G3	19	G3 | (G8 & G9)	17	3	0.825235	2.0070
G3	20	G3 | ~G4	17	2	0.829525	2.0027
G3	21	G3 | (G10 & G2 & G8) | (G2 & G8 & G9)	17	5	0.302791	1.5919
G4	1	G8 & ~G3 & ~G9	16	3	0.357335	2.4223
G4	2	G1 & G2 & ~G10	16	3	0.499476	2.2801
G4	3	G1 & G8 & ~G6	17	3	0.663883	2.1684
G4	4	G4 & G8 & ~G1	16	3	0.790262	1.9893
G4	5	G4 & G7 & G8	16	3	0.982161	1.7974
G4	6	~G10 & ~G9	16	2	1.227711	1.7796
G4	7	G2 & G4 & G7 & G8	16	4	0.509699	1.7699
G4	8	G1 & G8 & G9 & ~G6	17	4	0.601972	1.7303
G4	9	G8 & ~G3 & (~G5 | ~G9)	16	4	0.780993	1.4986
