combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
0_3_3_3_1_4_2_3_1_3	0.07666666666666666	0.7	1	1.0	-0.0	0.5	1.0	28	12	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	38	G9 | (~G4 & ~G6)	26	G6 & G8 & ~G2	193	G6 | ~G5	194	G1 & G10 & ~G6	213	~G1 & (G4 | ~G8)	19	~G1 & ~G6 & ~G7	1	G5 | G6	51	~G6 & (G8 | ~G10)	68	G6 | (G2 & G7)	0.7
4_1_0_3_4_4_1_3_1_3	0.082	0.7	1	1.0	-0.0	0.5	1.0	28	13	2.8	0.39999999999999997	0.7999999999999998	157	G4 | (G2 & G5)	36	~G6 | (~G7 & ~G8)	23	G10 & G6 & ~G5	193	G6 | ~G5	197	G7 & G8 & ~G6	213	~G1 & (G4 | ~G8)	20	~G5 & ~G6 & ~G7	1	G5 | G6	51	~G6 & (G8 | ~G10)	68	G6 | (G2 & G7)	0.7
4_3_1_3_2_4_3_0_1_1	0.082	0.7	1	1.0	-0.0	0.5	1.0	28	13	2.8	0.39999999999999997	0.7999999999999998	157	G4 | (G2 & G5)	38	G9 | (~G4 & ~G6)	24	G6 & ~G5 & ~G7	193	G6 | ~G5	195	G2 & G7 & ~G9	213	~G1 & (G4 | ~G8)	18	G3 & ~G6 & ~G7	15	G6 | ~G3	51	~G6 & (G8 | ~G10)	66	G4 | (G3 & G6)	0.7
0_2_3_3_3_4_3_4_1_0	0.08666666666666667	0.72	1	1.0	-0.0	0.4	1.0	28	12	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	37	~G6 | (G9 & ~G4)	26	G6 & G8 & ~G2	193	G6 | ~G5	196	G4 & G9 & ~G6	213	~G1 & (G4 | ~G8)	18	G3 & ~G6 & ~G7	2	G2 | G6	51	~G6 & (G8 | ~G10)	65	G6 & (G8 | ~G9)	0.72
3_4_4_3_1_4_0_3_1_3	0.08733333333333335	0.7	1	1.0	-0.0	0.5	1.0	28	14	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	39	~G6 & (~G4 | ~G9)	27	G6 & ~G1 & ~G5	193	G6 | ~G5	194	G1 & G10 & ~G6	213	~G1 & (G4 | ~G8)	21	~G6 & ~G7 & ~G9	1	G5 | G6	51	~G6 & (G8 | ~G10)	68	G6 | (G2 & G7)	0.7
4_0_3_3_1_4_1_0_1_3	0.08733333333333335	0.7	1	1.0	-0.0	0.5	1.0	28	14	2.8	0.39999999999999997	0.7999999999999998	157	G4 | (G2 & G5)	35	~G6 & (~G7 | ~G8)	26	G6 & G8 & ~G2	193	G6 | ~G5	194	G1 & G10 & ~G6	213	~G1 & (G4 | ~G8)	20	~G5 & ~G6 & ~G7	15	G6 | ~G3	51	~G6 & (G8 | ~G10)	68	G6 | (G2 & G7)	0.7
3_4_0_3_0_4_3_4_1_4	0.092	0.72	1	1.0	-0.0	0.4	1.0	28	13	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	39	~G6 & (~G4 | ~G9)	23	G10 & G6 & ~G5	193	G6 | ~G5	193	G5 & G7 & ~G9	213	~G1 & (G4 | ~G8)	18	G3 & ~G6 & ~G7	2	G2 | G6	51	~G6 & (G8 | ~G10)	9	G6 & (G2 | ~G5)	0.72
3_2_1_3_3_4_0_3_1_2	0.09266666666666667	0.7	1	1.0	-0.0	0.5	1.0	28	15	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	37	~G6 | (G9 & ~G4)	24	G6 & ~G5 & ~G7	193	G6 | ~G5	196	G4 & G9 & ~G6	213	~G1 & (G4 | ~G8)	21	~G6 & ~G7 & ~G9	1	G5 | G6	51	~G6 & (G8 | ~G10)	67	G6 & (~G3 | ~G7)	0.7
0_1_4_3_4_4_3_3_1_3	0.1198272463815276	0.9999999999999999	2	1.0	0.10661864154013403	0.5	1.0	28	13	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	36	~G6 | (~G7 & ~G8)	27	G6 & ~G1 & ~G5	193	G6 | ~G5	197	G7 & G8 & ~G6	213	~G1 & (G4 | ~G8)	18	G3 & ~G6 & ~G7	1	G5 | G6	51	~G6 & (G8 | ~G10)	68	G6 | (G2 & G7)	0.9999999999999999
0_1_3_3_0_4_2_3_1_4	0.1332071254594162	1.02	2	1.0	0.06027269830698691	0.4	1.0	28	14	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	36	~G6 | (~G7 & ~G8)	26	G6 & G8 & ~G2	193	G6 | ~G5	193	G5 & G7 & ~G9	213	~G1 & (G4 | ~G8)	19	~G1 & ~G6 & ~G7	1	G5 | G6	51	~G6 & (G8 | ~G10)	9	G6 & (G2 | ~G5)	1.02
3_0_4_3_4_4_0_3_1_2	0.1342364990586855	0.9999999999999999	2	1.0	0.06887796503479343	0.5	1.0	28	16	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	35	~G6 & (~G7 | ~G8)	27	G6 & ~G1 & ~G5	193	G6 | ~G5	197	G7 & G8 & ~G6	213	~G1 & (G4 | ~G8)	21	~G6 & ~G7 & ~G9	1	G5 | G6	51	~G6 & (G8 | ~G10)	67	G6 & (~G3 | ~G7)	0.9999999999999999
3_4_4_3_0_4_2_3_1_0	0.13728472867610073	1.02	2	1.0	0.03048034635395426	0.4	1.0	28	15	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	39	~G6 & (~G4 | ~G9)	27	G6 & ~G1 & ~G5	193	G6 | ~G5	193	G5 & G7 & ~G9	213	~G1 & (G4 | ~G8)	19	~G1 & ~G6 & ~G7	1	G5 | G6	51	~G6 & (G8 | ~G10)	65	G6 & (G8 | ~G9)	1.02
3_3_3_3_3_4_2_3_1_1	0.14592750560921286	1.3	3	1.0	0.061547057321567934	0.5	1.0	28	12	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	38	G9 | (~G4 & ~G6)	26	G6 & G8 & ~G2	193	G6 | ~G5	196	G4 & G9 & ~G6	213	~G1 & (G4 | ~G8)	19	~G1 & ~G6 & ~G7	1	G5 | G6	51	~G6 & (G8 | ~G10)	66	G4 | (G3 & G6)	1.3
0_4_1_3_4_4_4_3_4_1	0.14939877146152994	1.25	2	1.5	0.05331643322795189	0.5	0.5	28	13	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	39	~G6 & (~G4 | ~G9)	24	G6 & ~G5 & ~G7	193	G6 | ~G5	197	G7 & G8 & ~G6	213	~G1 & (G4 | ~G8)	17	G3 & ~G1 & ~G6	1	G5 | G6	48	~G6 & (G9 | ~G1)	66	G4 | (G3 & G6)	1.25
0_0_3_3_2_4_4_3_1_3	0.1498116550992352	1.25	2	1.5	0.18964613985037354	0.5	0.5	28	12	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	35	~G6 & (~G7 | ~G8)	26	G6 & G8 & ~G2	193	G6 | ~G5	195	G2 & G7 & ~G9	213	~G1 & (G4 | ~G8)	17	G3 & ~G1 & ~G6	1	G5 | G6	51	~G6 & (G8 | ~G10)	68	G6 | (G2 & G7)	1.25
3_3_0_3_4_4_4_4_1_1	0.1512058429749414	1.27	2	1.5	0.11200617676713126	0.4	0.5	28	11	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	38	G9 | (~G4 & ~G6)	23	G10 & G6 & ~G5	193	G6 | ~G5	197	G7 & G8 & ~G6	213	~G1 & (G4 | ~G8)	17	G3 & ~G1 & ~G6	2	G2 | G6	51	~G6 & (G8 | ~G10)	66	G4 | (G3 & G6)	1.27
4_0_2_3_2_0_3_0_0_1	0.156479523638971	1.4000000000000001	2	2.0	0.3126139301482757	0.5	0.5	28	11	2.8	0.39999999999999997	0.7999999999999998	157	G4 | (G2 & G5)	35	~G6 & (~G7 | ~G8)	25	G6 & (~G4 | ~G8)	193	G6 | ~G5	195	G2 & G7 & ~G9	209	G5 & (G3 | G7)	18	G3 & ~G6 & ~G7	15	G6 | ~G3	52	~G6 | (G1 & G7)	66	G4 | (G3 & G6)	1.4000000000000001
0_0_2_3_3_4_4_0_3_1	0.1569970810291037	1.25	2	1.5	0.1070532738444914	0.5	0.5	28	14	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	35	~G6 & (~G7 | ~G8)	25	G6 & (~G4 | ~G8)	193	G6 | ~G5	196	G4 & G9 & ~G6	213	~G1 & (G4 | ~G8)	17	G3 & ~G1 & ~G6	15	G6 | ~G3	49	~G6 | (G7 & ~G1)	66	G4 | (G3 & G6)	1.25
0_4_1_3_3_4_2_0_0_1	0.16187133179056332	1.4000000000000001	2	2.0	0.06093326967603531	0.5	0.5	28	14	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	39	~G6 & (~G4 | ~G9)	24	G6 & ~G5 & ~G7	193	G6 | ~G5	196	G4 & G9 & ~G6	213	~G1 & (G4 | ~G8)	19	~G1 & ~G6 & ~G7	15	G6 | ~G3	52	~G6 | (G1 & G7)	66	G4 | (G3 & G6)	1.4000000000000001
3_1_4_3_2_4_4_4_1_1	0.161909373935496	1.27	2	1.5	0.11288078668804391	0.4	0.5	28	13	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	36	~G6 | (~G7 & ~G8)	27	G6 & ~G1 & ~G5	193	G6 | ~G5	195	G2 & G7 & ~G9	213	~G1 & (G4 | ~G8)	17	G3 & ~G1 & ~G6	2	G2 | G6	51	~G6 & (G8 | ~G10)	66	G4 | (G3 & G6)	1.27
0_0_0_3_3_0_3_0_0_2	0.16256432136556698	1.4000000000000001	2	2.0	0.33044251559623794	0.5	0.5	28	12	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	35	~G6 & (~G7 | ~G8)	23	G10 & G6 & ~G5	193	G6 | ~G5	196	G4 & G9 & ~G6	209	G5 & (G3 | G7)	18	G3 & ~G6 & ~G7	15	G6 | ~G3	52	~G6 | (G1 & G7)	67	G6 & (~G3 | ~G7)	1.4000000000000001
3_3_3_3_4_4_4_0_2_0	0.16376503831176117	1.27	2	1.5	0.030372661596951813	0.4	0.5	28	14	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	38	G9 | (~G4 & ~G6)	26	G6 & G8 & ~G2	193	G6 | ~G5	197	G7 & G8 & ~G6	213	~G1 & (G4 | ~G8)	17	G3 & ~G1 & ~G6	15	G6 | ~G3	50	~G6 | (~G1 & ~G8)	65	G6 & (G8 | ~G9)	1.27
0_1_1_3_0_4_4_4_1_3	0.16488858706470086	1.27	2	1.5	0.1835629857621859	0.4	0.5	28	13	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	36	~G6 | (~G7 & ~G8)	24	G6 & ~G5 & ~G7	193	G6 | ~G5	193	G5 & G7 & ~G9	213	~G1 & (G4 | ~G8)	17	G3 & ~G1 & ~G6	2	G2 | G6	51	~G6 & (G8 | ~G10)	68	G6 | (G2 & G7)	1.27
0_0_4_3_4_4_4_0_0_4	0.16530652471044258	1.27	2	1.5	0.06694461659862795	0.4	0.5	28	14	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	35	~G6 & (~G7 | ~G8)	27	G6 & ~G1 & ~G5	193	G6 | ~G5	197	G7 & G8 & ~G6	213	~G1 & (G4 | ~G8)	17	G3 & ~G1 & ~G6	15	G6 | ~G3	52	~G6 | (G1 & G7)	9	G6 & (G2 | ~G5)	1.27
3_0_2_3_3_1_0_3_0_1	0.16594247773087073	1.4000000000000001	2	2.0	0.5371236835446852	0.5	0.5	28	11	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	35	~G6 & (~G7 | ~G8)	25	G6 & (~G4 | ~G8)	193	G6 | ~G5	196	G4 & G9 & ~G6	210	G10 & G3 & G4	21	~G6 & ~G7 & ~G9	1	G5 | G6	52	~G6 | (G1 & G7)	66	G4 | (G3 & G6)	1.4000000000000001
4_0_2_3_1_0_4_0_4_2	0.16631032643811813	1.25	2	1.5	0.3280111702679663	0.5	0.5	28	14	2.8	0.39999999999999997	0.7999999999999998	157	G4 | (G2 & G5)	35	~G6 & (~G7 | ~G8)	25	G6 & (~G4 | ~G8)	193	G6 | ~G5	194	G1 & G10 & ~G6	209	G5 & (G3 | G7)	17	G3 & ~G1 & ~G6	15	G6 | ~G3	48	~G6 & (G9 | ~G1)	67	G6 & (~G3 | ~G7)	1.25
3_1_0_3_4_3_3_0_1_1	0.1663436098719769	1.42	2	2.0	0.05632137650669225	0.4	0.5	28	13	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	36	~G6 | (~G7 & ~G8)	23	G10 & G6 & ~G5	193	G6 | ~G5	197	G7 & G8 & ~G6	212	G9 & (~G3 | ~G7)	18	G3 & ~G6 & ~G7	15	G6 | ~G3	51	~G6 & (G8 | ~G10)	66	G4 | (G3 & G6)	1.42
3_3_4_3_4_0_0_0_0_1	0.1664410977259543	1.42	2	2.0	0.31170227062085676	0.4	0.5	28	11	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	38	G9 | (~G4 & ~G6)	27	G6 & ~G1 & ~G5	193	G6 | ~G5	197	G7 & G8 & ~G6	209	G5 & (G3 | G7)	21	~G6 & ~G7 & ~G9	15	G6 | ~G3	52	~G6 | (G1 & G7)	66	G4 | (G3 & G6)	1.42
0_0_0_3_1_0_4_0_2_2	0.1664972292582597	1.25	2	1.5	0.3324454627364238	0.5	0.5	28	14	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	35	~G6 & (~G7 | ~G8)	23	G10 & G6 & ~G5	193	G6 | ~G5	194	G1 & G10 & ~G6	209	G5 & (G3 | G7)	17	G3 & ~G1 & ~G6	15	G6 | ~G3	50	~G6 | (~G1 & ~G8)	67	G6 & (~G3 | ~G7)	1.25
0_2_4_3_4_3_0_0_0_1	0.16655766396094387	1.42	2	2.0	0.06139983617803303	0.4	0.5	28	13	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	37	~G6 | (G9 & ~G4)	27	G6 & ~G1 & ~G5	193	G6 | ~G5	197	G7 & G8 & ~G6	212	G9 & (~G3 | ~G7)	21	~G6 & ~G7 & ~G9	15	G6 | ~G3	52	~G6 | (G1 & G7)	66	G4 | (G3 & G6)	1.42
4_3_3_3_0_0_3_0_4_4	0.16685517876477057	1.42	2	2.0	0.32152639435726477	0.4	0.5	28	11	2.8	0.39999999999999997	0.7999999999999998	157	G4 | (G2 & G5)	38	G9 | (~G4 & ~G6)	26	G6 & G8 & ~G2	193	G6 | ~G5	193	G5 & G7 & ~G9	209	G5 & (G3 | G7)	18	G3 & ~G6 & ~G7	15	G6 | ~G3	48	~G6 & (G9 | ~G1)	9	G6 & (G2 | ~G5)	1.42
4_4_0_3_2_0_3_0_0_4	0.16724679379050522	1.42	2	2.0	0.3308175091613902	0.4	0.5	28	11	2.8	0.39999999999999997	0.7999999999999998	157	G4 | (G2 & G5)	39	~G6 & (~G4 | ~G9)	23	G10 & G6 & ~G5	193	G6 | ~G5	195	G2 & G7 & ~G9	209	G5 & (G3 | G7)	18	G3 & ~G6 & ~G7	15	G6 | ~G3	52	~G6 | (G1 & G7)	9	G6 & (G2 | ~G5)	1.42
0_4_0_3_3_3_4_4_2_1	0.16726981700403015	1.27	2	1.5	0.24005795987567086	0.4	0.5	28	13	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	39	~G6 & (~G4 | ~G9)	23	G10 & G6 & ~G5	193	G6 | ~G5	196	G4 & G9 & ~G6	212	G9 & (~G3 | ~G7)	17	G3 & ~G1 & ~G6	2	G2 | G6	50	~G6 | (~G1 & ~G8)	66	G4 | (G3 & G6)	1.27
3_0_4_3_4_3_1_0_4_1	0.16730636314069416	1.4000000000000001	2	2.0	0.06334606767234638	0.5	0.5	28	15	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	35	~G6 & (~G7 | ~G8)	27	G6 & ~G1 & ~G5	193	G6 | ~G5	197	G7 & G8 & ~G6	212	G9 & (~G3 | ~G7)	20	~G5 & ~G6 & ~G7	15	G6 | ~G3	48	~G6 & (G9 | ~G1)	66	G4 | (G3 & G6)	1.4000000000000001
4_1_0_3_1_0_3_0_3_3	0.16734281240787294	1.42	2	2.0	0.3330955627054884	0.4	0.5	28	11	2.8	0.39999999999999997	0.7999999999999998	157	G4 | (G2 & G5)	36	~G6 | (~G7 & ~G8)	23	G10 & G6 & ~G5	193	G6 | ~G5	194	G1 & G10 & ~G6	209	G5 & (G3 | G7)	18	G3 & ~G6 & ~G7	15	G6 | ~G3	49	~G6 | (G7 & ~G1)	68	G6 | (G2 & G7)	1.42
3_2_2_3_3_0_3_0_0_0	0.16739223553783456	1.42	2	2.0	0.33426813256179383	0.4	0.5	28	11	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	37	~G6 | (G9 & ~G4)	25	G6 & (~G4 | ~G8)	193	G6 | ~G5	196	G4 & G9 & ~G6	209	G5 & (G3 | G7)	18	G3 & ~G6 & ~G7	15	G6 | ~G3	52	~G6 | (G1 & G7)	65	G6 & (G8 | ~G9)	1.42
0_4_3_3_1_0_3_0_4_1	0.16742690785928954	1.42	2	2.0	0.3350907376662827	0.4	0.5	28	11	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	39	~G6 & (~G4 | ~G9)	26	G6 & G8 & ~G2	193	G6 | ~G5	194	G1 & G10 & ~G6	209	G5 & (G3 | G7)	18	G3 & ~G6 & ~G7	15	G6 | ~G3	48	~G6 & (G9 | ~G1)	66	G4 | (G3 & G6)	1.42
0_3_3_3_3_0_3_0_4_4	0.16748855846674765	1.42	2	2.0	0.33655340593485317	0.4	0.5	28	11	2.8	0.39999999999999997	0.7999999999999998	153	G1 & (G10 | G6)	38	G9 | (~G4 & ~G6)	26	G6 & G8 & ~G2	193	G6 | ~G5	196	G4 & G9 & ~G6	209	G5 & (G3 | G7)	18	G3 & ~G6 & ~G7	15	G6 | ~G3	48	~G6 & (G9 | ~G1)	9	G6 & (G2 | ~G5)	1.42
3_3_4_3_4_3_4_3_3_1	0.16782420050261782	1.5700000000000003	2	2.5	0.056220358390271064	0.4	0.5	28	12	2.8	0.39999999999999997	0.7999999999999998	156	G2 & (G3 | G5)	38	G9 | (~G4 & ~G6)	27	G6 & ~G1 & ~G5	193	G6 | ~G5	197	G7 & G8 & ~G6	212	G9 & (~G3 | ~G7)	17	G3 & ~G1 & ~G6	1	G5 | G6	49	~G6 | (G7 & ~G1)	66	G4 | (G3 & G6)	1.5700000000000003
