Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G72 | (G18 & G34) | (G18 & G78)	20	4	0.169620	2.2679
G1	2	G18 & G78	19	2	0.695714	2.1918
G2	1	G55 & G8 & G90	17	3	0.391594	2.3959
G2	2	G8 & (G30 | G90)	17	3	0.586724	2.2008
G2	3	G8 & G90	18	2	0.784071	2.0534
G2	4	G26 & G8 & (G52 | G90)	17	4	0.277500	2.0100
G2	5	G27 & G73	17	2	0.850705	1.9368
G3	1	G12 | G42 | G49 | G79	17	4	0.385916	1.9016
G3	2	G18 | G42 | G49	18	3	0.977482	1.8600
G3	3	G18 | G42	18	2	0.982166	1.8553
G3	4	G12 | G18 | G42	18	3	1.055634	1.8375
G3	5	G12 | G29 | G42	17	3	0.962473	1.8250
G3	6	G1 | G12 | G18 | G25 | G42	17	5	0.295519	1.5545
G3	7	G12 | G18 | G42 | G49	18	4	0.910191	1.4273
G3	8	G12 | G18 | G42 | G58 | G67	17	5	1.168819	0.8500
G4	1	G65 | (G16 & G4)	17	3	0.484178	2.3033
G4	2	G65 & (G16 | G4)	17	3	0.484178	2.3033
G4	3	G65 | (G25 & G29)	17	3	0.659753	2.1277
G4	4	G4 & G65	17	2	0.992193	1.7953
G4	5	G65 & (G10 | G29 | G4)	17	4	0.916760	1.3707
G4	6	G65	17	1	1.082500	1.2875
G5	1	G18 | G3 | G9	18	3	0.728440	2.1091
G5	2	G3 | G9	17	2	0.741723	2.0458
G5	3	G3	17	1	0.861277	1.4262
G6	1	G2 & G69	20	2	0.548384	2.3891
G7	1	G40 | G45 | G87	16	3	0.465798	2.2717
G7	2	G40 | G45 | G6 | G87	16	4	0.194514	2.0430
G7	3	G30 | G40 | G47	15	3	0.691813	1.9957
G7	4	G40 | G45 | G91	15	3	0.773318	1.9142
G7	5	G45 | G87	16	2	0.865433	1.8721
G7	6	G40 | G45	15	2	0.862642	1.8249
G7	7	G40 | G45 | G47 | G62	15	4	0.534753	1.6527
G7	8	G16 | G40 | G45 | G47	15	4	0.752970	1.4345
G7	9	G40 | G45 | G47 | G62 | G87	15	5	0.559686	1.1903
G8	1	G39 & ~G25 & ~G82	17	3	0.497626	2.2899
G8	2	~G25 & (G39 | G84)	17	3	0.639014	2.1485
G8	3	G39 & ~G25 & ~G84	17	3	0.639014	2.1485
G9	1	G19 & G67 & G71	20	3	0.108525	2.8290
G9	2	G67 & G71	20	2	0.218779	2.7187
G9	3	G11 & G19 & G71	19	3	0.447828	2.4397
G9	4	G19 & G67	19	2	0.480601	2.4069
G9	5	G11 & G19 & G67 & G71	19	4	0.039455	2.3480
G9	6	G19 & G21	19	2	0.767253	2.1202
G9	7	G19 & G44 & G99	19	3	0.777320	2.1102
G9	8	G19 & G21 & G44 & G71 & G76	19	5	0.048576	1.9014
G9	9	G11 & G15 & G19 & G67 & G76	19	5	0.094544	1.8555
G10	1	G91 | (G73 & G81)	20	3	0.171715	2.7658
G10	2	G73 | G91	20	2	0.171715	2.7658
G10	3	G91 | (G43 & G81)	19	3	0.170876	2.7166
G10	4	G91 | (G23 & G75)	19	3	0.179069	2.7084
G10	5	G91 | (G73 & ~G15)	20	3	0.286608	2.6509
G10	6	G59 | G91	19	2	0.341732	2.5458
G10	7	G73 | G91 | (G70 & G82)	20	4	0.253024	2.1845
