combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
1_3_0_0_4_0_3_0_0_1	0.0854231924950678	0.9199999999999999	2	1.0	0.7994997096502228	0.9	1.0	25	12	2.5	0.5	0.5	218	G5 & (G1 | G10)	220	G1 & ~G6 & ~G8	97	G3 & ~G6	137	~G5 | (~G2 & ~G4)	23	G2 | G5	209	G1 | ~G10	84	~G8 & (G5 | G7)	81	G5 & ~G2	145	~G2 & ~G5	32	G7 | G8 | ~G2	0.9199999999999999
0_0_0_2_4_0_1_0_0_0	0.08790813732380076	0.96	2	1.0	0.26815392756777345	0.7	1.0	25	12	2.5	0.5	0.5	217	G7 & (G1 | ~G10)	217	G7 & G9 & ~G2	97	G3 & ~G6	130	~G5 | (G10 & G3)	23	G2 | G5	209	G1 | ~G10	82	G4 & (~G10 | ~G9)	81	G5 & ~G2	145	~G2 & ~G5	31	G3 | ~G2 | ~G5	0.96
2_2_0_1_1_0_1_0_0_1	0.09210526315789475	0.7	1	1.0	-0.0	0.5	1.0	25	14	2.5	0.5	0.5	219	G6 & (G2 | ~G5)	219	~G1 & ~G6 & ~G9	97	G3 & ~G6	129	G10 | G7 | ~G5	7	G5 | ~G10	209	G1 | ~G10	82	G4 & (~G10 | ~G9)	81	G5 & ~G2	145	~G2 & ~G5	32	G7 | G8 | ~G2	0.7
1_2_0_0_1_0_2_0_0_1	0.09437796895868217	0.9199999999999999	2	1.0	0.8156910321539694	0.9	1.0	25	14	2.5	0.5	0.5	218	G5 & (G1 | G10)	219	~G1 & ~G6 & ~G9	97	G3 & ~G6	137	~G5 | (~G2 & ~G4)	7	G5 | ~G10	209	G1 | ~G10	83	G4 & (G7 | ~G1)	81	G5 & ~G2	145	~G2 & ~G5	32	G7 | G8 | ~G2	0.9199999999999999
4_2_0_3_4_0_1_0_0_0	0.09631578947368422	0.7	1	1.0	-0.0	0.5	1.0	25	15	2.5	0.5	0.5	221	G7 & ~G10 & ~G6	219	~G1 & ~G6 & ~G9	97	G3 & ~G6	131	G10 & G3 & ~G5	23	G2 | G5	209	G1 | ~G10	82	G4 & (~G10 | ~G9)	81	G5 & ~G2	145	~G2 & ~G5	31	G3 | ~G2 | ~G5	0.7
3_0_0_0_4_0_0_0_0_3	0.09789473684210526	0.72	1	1.0	-0.0	0.4	1.0	25	13	2.5	0.5	0.5	220	G2 & (G1 | G6)	217	G7 & G9 & ~G2	97	G3 & ~G6	137	~G5 | (~G2 & ~G4)	23	G2 | G5	209	G1 | ~G10	81	~G3 | (G1 & ~G9)	81	G5 & ~G2	145	~G2 & ~G5	34	G8 | (~G3 & ~G9)	0.72
1_4_0_1_4_0_1_0_0_2	0.10701992991547954	0.98	2	1.0	0.8000393978781977	0.6	1.0	25	10	2.5	0.5	0.5	218	G5 & (G1 | G10)	221	~G9 & (G1 | G10)	97	G3 & ~G6	129	G10 | G7 | ~G5	23	G2 | G5	209	G1 | ~G10	82	G4 & (~G10 | ~G9)	81	G5 & ~G2	145	~G2 & ~G5	33	G8 | (G6 & ~G2)	0.98
3_1_0_0_4_4_3_0_0_0	0.10768421052631583	0.62	1	1.0	-0.0	0.9	1.0	26	12	2.6	0.48989794855663565	0.6000000000000001	220	G2 & (G1 | G6)	218	G7 | (~G1 & ~G5)	97	G3 & ~G6	137	~G5 | (~G2 & ~G4)	23	G2 | G5	213	G4 | (G2 & G5)	84	~G8 & (G5 | G7)	81	G5 & ~G2	145	~G2 & ~G5	31	G3 | ~G2 | ~G5	0.62
4_3_0_0_4_0_0_0_0_3	0.11052631578947368	0.72	1	1.0	-0.0	0.4	1.0	25	16	2.5	0.5	0.5	221	G7 & ~G10 & ~G6	220	G1 & ~G6 & ~G8	97	G3 & ~G6	137	~G5 | (~G2 & ~G4)	23	G2 | G5	209	G1 | ~G10	81	~G3 | (G1 & ~G9)	81	G5 & ~G2	145	~G2 & ~G5	34	G8 | (~G3 & ~G9)	0.72
2_3_0_0_4_4_1_0_0_1	0.1118947368421053	0.62	1	1.0	-0.0	0.9	1.0	26	13	2.6	0.48989794855663565	0.6000000000000001	219	G6 & (G2 | ~G5)	220	G1 & ~G6 & ~G8	97	G3 & ~G6	137	~G5 | (~G2 & ~G4)	23	G2 | G5	213	G4 | (G2 & G5)	82	G4 & (~G10 | ~G9)	81	G5 & ~G2	145	~G2 & ~G5	32	G7 | G8 | ~G2	0.62
