generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	11.40	3.31	2	18	0.340	0.0	0.5	1.0094	0.3364	1.4524
1	13.28	3.23	4	18	0.270	0.0	0.5	0.8424	0.2184	1.3947
2	14.04	4.10	2	18	0.340	0.0	0.5	0.7097	0.3307	1.4524
3	14.14	4.24	4	18	0.300	0.0	0.5	0.7379	0.1340	1.4524
4	15.20	3.32	7	18	0.400	0.0	0.5	0.7977	0.4619	1.3947
5	15.30	3.44	6	18	0.360	0.0	0.5	0.6919	0.4089	1.3947
6	16.06	3.31	4	18	0.380	0.0	0.5	0.6394	0.4619	1.4524
7	16.24	2.89	8	18	0.390	0.0	0.5	0.6660	0.4619	1.4524
8	14.76	4.44	2	18	0.400	0.0	0.5	0.7300	0.4619	1.4524
9	14.16	4.64	2	18	0.360	0.0	0.5	0.7644	0.4466	1.4524
10	15.02	4.43	2	18	0.380	0.0	1.0	0.6982	0.4619	1.4524
11	14.64	4.42	2	18	0.320	0.0	0.5	0.7464	0.2546	1.3947
12	14.76	4.23	4	18	0.320	0.0	1.5	0.7156	0.2732	1.4524
13	14.54	4.10	2	18	0.260	0.0	0.5	0.7275	0.4619	1.4524
14	14.26	4.15	2	18	0.260	0.0	0.5	0.7680	0.4379	1.4524
15	14.22	4.55	2	18	0.280	0.0	0.5	0.7641	0.2150	1.4524
16	13.76	4.70	2	18	0.170	0.0	0.5	0.6855	0.4619	1.2980
17	11.88	5.14	2	18	0.230	0.0	0.5	0.7790	0.4438	1.3947
18	12.38	4.54	2	18	0.230	0.0	0.5	0.8050	0.4379	1.4524
19	12.92	4.66	2	18	0.250	0.0	1.5	0.7672	0.2732	1.2880
20	13.82	4.66	2	18	0.240	0.0	1.0	0.6368	0.0880	1.3947
21	13.00	4.72	2	18	0.230	0.0	0.5	0.7677	0.1383	1.4524
22	14.02	3.92	2	18	0.190	0.0	0.5	0.7821	0.2988	1.2866
23	13.06	4.76	2	18	0.140	0.0	0.5	0.7082	0.2953	1.4524
24	14.12	4.04	2	18	0.170	0.0	1.0	0.6919	0.0704	1.4524
25	15.08	3.05	8	18	0.150	0.0	1.0	0.6520	0.0704	1.3947
26	14.18	3.97	2	18	0.120	0.0	0.5	0.7161	0.2953	1.3947
27	15.68	2.80	9	18	0.140	0.0	1.0	0.5801	0.2205	1.2729
28	15.56	2.65	9	18	0.140	0.0	1.0	0.5501	0.0880	1.3947
29	15.44	2.99	9	18	0.150	0.0	1.0	0.5998	0.0880	1.3490
30	14.92	4.02	2	18	0.190	0.0	1.0	0.4972	0.0700	1.2383
31	16.08	2.72	9	18	0.140	0.0	1.0	0.4966	0.0704	1.2729
32	14.94	3.36	8	18	0.160	0.0	1.0	0.5531	0.0880	1.4524
33	15.30	2.73	10	18	0.100	0.0	1.0	0.5105	0.0704	1.3648
34	14.24	3.44	8	18	0.180	0.0	1.0	0.5968	0.0704	1.4476
35	14.00	3.98	2	18	0.130	0.0	1.0	0.6763	0.0704	1.4476
36	14.58	3.09	9	18	0.130	0.0	1.0	0.5991	0.0432	1.2880
37	14.62	3.57	2	18	0.110	0.0	1.0	0.6163	0.0432	1.4476
38	14.82	3.03	9	18	0.160	0.0	1.0	0.5646	0.0432	1.3648
39	15.10	3.05	8	18	0.120	0.0	1.0	0.5368	0.0704	1.3490
40	14.84	3.48	2	18	0.170	0.0	1.0	0.5157	0.0704	1.3789
41	15.52	2.86	9	18	0.190	0.0	1.0	0.4704	0.0220	1.3947
42	14.78	3.09	9	18	0.280	0.0	1.0	0.5453	0.0220	1.3947
43	14.68	3.21	8	18	0.110	0.0	0.5	0.5921	0.1741	1.4496
44	15.12	3.49	6	18	0.230	0.0	1.0	0.5388	0.0220	1.4516
45	14.50	3.36	7	18	0.160	0.0	1.0	0.6011	0.0220	1.3947
46	14.90	3.56	2	18	0.160	0.0	1.0	0.5181	0.0704	1.3947
47	14.98	3.70	2	18	0.220	0.0	1.0	0.5921	0.0641	1.4496
48	15.00	3.68	4	18	0.240	0.0	1.0	0.5734	0.0704	1.3789
49	15.70	3.13	10	18	0.210	0.0	1.0	0.5382	0.0641	1.3947
50	15.10	2.96	9	18	0.180	0.0	1.0	0.4507	0.0220	1.2866
