Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G30 | G61 | ~G14	18	3	0.441344	2.3962
G2	1	G10 & G50 & G65	19	3	0.258824	2.6287
G2	2	G10 & (G50 | ~G65)	19	3	0.258824	2.6287
G2	3	G50 & G65 & ~G33	19	3	0.404909	2.4826
G2	4	G31 & G50 & G65	18	3	0.732283	2.1052
G2	5	G42 & G50 & G65	18	3	0.772957	2.0645
G2	6	G50 & G65	19	2	1.047350	1.8875
G3	1	~G3 | ~G40 | ~G9	17	3	0.950228	1.8373
G3	2	~G3 | ~G40 | ~G80	17	3	1.820250	1.7875
G3	3	~G28 | ~G3	17	2	1.826637	1.7875
G3	4	~G3 | ~G40	16	2	1.824145	1.7375
G4	1	G15 | G32 | G41	17	3	0.519208	2.2683
G4	2	G15 | G32 | G87	18	3	0.620912	2.2166
G4	3	G15 | G32 | G87 | G96	17	4	0.198206	2.0893
G4	4	G15 | G41	17	2	0.909297	1.8782
G5	1	G35 | G87 | G89	19	3	0.116475	2.7710
G5	2	G89 | (G23 & G87)	19	3	0.150654	2.7368
G5	3	G87 | G89	19	2	0.151220	2.7363
G5	4	G35 | G89	19	2	0.302155	2.5853
G5	5	G35 | G87	18	2	0.872245	1.9653
G5	6	G89	18	1	0.415507	1.9220
G5	7	G58	18	1	0.444731	1.8928
G5	8	G35	18	1	0.789818	1.5477
G6	1	G100 | (G42 & G83)	17	3	0.757139	2.0304
G6	2	G100 | (G60 & G94) | (G86 & G94)	16	4	0.308473	1.9290
G6	3	G100 | (G8 & G94)	17	3	0.878174	1.9093
G6	4	G100 | (G60 & G94) | (G8 & G94)	17	4	0.408867	1.8786
G7	1	G91 | (G3 & ~G58)	18	3	0.667926	2.1696
G7	2	G3 & (G91 | ~G58)	18	3	0.667926	2.1696
G8	1	G11 | ~G51 | ~G65	19	3	0.377430	2.5101
G8	2	~G65 | (~G16 & ~G51)	19	3	0.377882	2.5096
G8	3	~G65 | (~G51 & ~G93)	19	3	0.396616	2.4909
G8	4	~G65	18	1	0.613051	1.7244
G9	1	G66 | (G27 & G6)	20	3	0.492749	2.4448
G9	2	G66 | (G27 & G33)	20	3	0.552881	2.3846
G9	3	G43	19	1	0.420713	1.9668
G9	4	G66 | (G27 & G33) | (G60 & G67)	19	5	0.027532	1.9225
G9	5	G66	19	1	0.552881	1.8346
G10	1	G42 | (~G14 & ~G9)	18	3	0.506618	2.3309
G10	2	G42	18	1	0.318644	2.0189
G10	3	~G26 & ~G40	19	2	1.048704	1.8875
G11	1	G40 & G48 & G86	20	3	0.186294	2.7512
G11	2	G40 & G86	20	2	0.190349	2.7472
G11	3	G48 & G79 & G98	19	3	0.277013	2.6105
G11	4	G40 & G51 & G86	19	3	0.294612	2.5929
G11	5	G79 & G80	19	2	0.529857	2.3576
G11	6	G40 & G48 & G79 & G98	19	4	0.376985	2.0105
G11	7	G11 & G79 & G83 & G95 & G98	19	5	0.063747	1.8863
G11	8	G32 & G33 & G48 & G79 & G98	19	5	0.184675	1.7653
G12	1	G15 & G5 & ~G9	19	3	0.272068	2.6154
G12	2	~G85 & ~G9	19	2	0.408916	2.4786
G12	3	G15 & ~G9	19	2	0.464901	2.4226
G13	1	G12 & (G13 | G66)	19	3	0.269782	2.6177
G13	2	G13 & (G12 | G62)	19	3	0.284747	2.6028
G13	3	G12 & G13 & G72	19	3	0.343507	2.5440
G13	4	G13 & G72	18	2	0.349217	2.4883
G13	5	G12 & G13 & G22	19	3	0.455738	2.4318
G13	6	G13 & (G12 | G76)	19	3	0.461464	2.4260
G13	7	G12 & G13	19	2	0.465087	2.4224
G13	8	G13	18	1	0.075150	2.2624
G13	9	G13 & G70 & (G42 | G72)	18	4	0.147461	2.1900
G13	10	G12	18	1	0.264039	2.0735
G14	1	G13 & G28 & G72	18	3	0.535520	2.3020
G14	2	G13 & G28 & G59	18	3	0.574645	2.2629
G14	3	G13 & G28	18	2	1.084901	1.8375
G14	4	G28 & G59	18	2	1.261941	1.8375
G14	5	G13 & G90	17	2	1.081925	1.7875
G15	1	G34 | G44 | G87	19	3	0.185769	2.7017
G15	2	G34 | G44 | G51	18	3	0.136417	2.7011
G15	3	G34 | G44 | G72	18	3	0.231077	2.6064
G15	4	G34 | G44	19	2	0.519126	2.3684
G15	5	G44 | (G34 & G4 & G94) | (G4 & G72 & G94)	18	5	0.251465	1.6485
G16	1	G63 & (G53 | ~G67)	19	3	0.243326	2.6442
G16	2	G53 & G63	19	2	0.522272	2.3652
G16	3	G53 & (G62 | G63) & (G63 | G67)	19	4	0.228707	2.1588
G16	4	G53 & ~G47 & (G3 | G67)	18	4	0.204955	2.1325
G16	5	G53	18	1	0.755316	1.5822
G17	1	G62 | G7	16	2	0.756852	1.9806
G17	2	G34 | G7	16	2	1.395741	1.7375
G17	3	G7	15	1	1.592743	1.1875
G18	1	G46 & G96	17	2	0.650138	2.1374
G18	2	G96 & (G46 | G50)	17	3	0.650138	2.1374
G19	1	G38 | ~G51	19	2	0.447807	2.4397
G19	2	~G51	20	1	0.433816	2.0037
G20	1	G21 & G40 & G80	16	3	0.365671	2.3718
G20	2	G21 & G40 & G9	16	3	0.433773	2.3037
G20	3	G40 & (G80 | G9)	16	3	0.477326	2.2602
G20	4	G40 & (G9 | G99)	16	3	0.653432	2.0841
G20	5	G40 & G9	16	2	0.675120	2.0624
G20	6	G40 & G53	15	2	0.710251	1.9772
G20	7	G40	15	1	0.646197	1.5413
G21	1	G43 | (G21 & G73)	18	3	0.398678	2.4388
G21	2	G21 | G43	18	2	0.398678	2.4388
G21	3	G21 | G43 | G87	18	3	0.470654	2.3668
G21	4	G21 & G43	19	2	0.735785	2.1517
G21	5	G43 | (G21 & G53)	18	3	0.735694	2.1018
G21	6	G43	18	1	0.398678	1.9388
G21	7	G43 | (G74 & G75)	18	3	1.138134	1.8375
G21	8	G43 | G99	18	2	1.172880	1.8375
G21	9	G21	19	1	0.695460	1.6920
