combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
1_2_2_4_4_3_3_1_4_3	0.07924369747899161	0.62	1	1.0	-0.0	0.9	1.0	24	6	2.4	0.48989794855663565	0.3999999999999999	114	~G3 | ~G8	227	G3 & ~G10	211	G7 | ~G3	229	G2 & G4 & ~G8	245	G9 & (G1 | G4)	49	G1 & (G6 | G7)	1	G1 | G10	146	G5 | (G3 & G7)	12	G4 | G9	132	G7 & ~G2	0.62
4_2_2_0_0_4_0_3_4_3	0.09336134453781514	0.62	1	1.0	-0.0	0.9	1.0	24	9	2.4	0.48989794855663565	0.3999999999999999	117	~G10 | ~G4	227	G3 & ~G10	211	G7 | ~G3	225	G1 & (G3 | G5)	241	G10 & G5 & ~G6	48	~G8 | (G10 & G2)	15	~G6 | ~G9	148	G7 & (G1 | G4)	12	G4 | G9	132	G7 & ~G2	0.62
4_2_2_0_3_4_0_2_4_1	0.09806722689075631	0.62	1	1.0	-0.0	0.9	1.0	24	10	2.4	0.48989794855663565	0.3999999999999999	117	~G10 | ~G4	227	G3 & ~G10	211	G7 | ~G3	225	G1 & (G3 | G5)	244	~G2 & ~G8	48	~G8 | (G10 & G2)	15	~G6 | ~G9	147	G8 & (G4 | G5)	12	G4 | G9	130	G7 & G8 & ~G9	0.62
4_3_2_4_3_4_0_0_4_3	0.10806722689075632	0.64	1	1.0	-0.0	0.8	1.0	24	10	2.4	0.48989794855663565	0.3999999999999999	117	~G10 | ~G4	228	G2 & G3 & G4	211	G7 | ~G3	229	G2 & G4 & ~G8	244	~G2 & ~G8	48	~G8 | (G10 & G2)	15	~G6 | ~G9	145	G5 | (G10 & G3)	12	G4 | G9	132	G7 & ~G2	0.64
0_2_2_4_2_3_3_0_4_3	0.12025210084033618	0.62	1	1.0	-0.0	0.9	1.0	25	5	2.5	0.5	0.5	113	G2 | (G4 & G9)	227	G3 & ~G10	211	G7 | ~G3	229	G2 & G4 & ~G8	243	~G2 & (G1 | G5)	49	G1 & (G6 | G7)	1	G1 | G10	145	G5 | (G10 & G3)	12	G4 | G9	132	G7 & ~G2	0.62
1_3_4_0_3_3_3_4_4_3	0.12495798319327735	0.62	1	1.0	-0.0	0.9	1.0	25	6	2.5	0.5	0.5	114	~G3 | ~G8	228	G2 & G3 & G4	213	G1 | G8 | ~G3	225	G1 & (G3 | G5)	244	~G2 & ~G8	49	G1 & (G6 | G7)	1	G1 | G10	149	G6 & (G10 | G3)	12	G4 | G9	132	G7 & ~G2	0.62
1_2_2_4_3_1_3_3_4_4	0.12568421554993908	0.8999999999999999	2	1.0	0.7267843130806524	1.0	1.0	24	9	2.4	0.48989794855663565	0.3999999999999999	114	~G3 | ~G8	227	G3 & ~G10	211	G7 | ~G3	229	G2 & G4 & ~G8	244	~G2 & ~G8	51	~G8 & (G1 | ~G7)	1	G1 | G10	148	G7 & (G1 | G4)	12	G4 | G9	133	G3 & (G2 | G4)	0.8999999999999999
1_2_1_1_0_3_3_4_1_3	0.13025210084033617	0.64	1	1.0	-0.0	0.8	1.0	25	5	2.5	0.5	0.5	114	~G3 | ~G8	227	G3 & ~G10	210	G10 | G2 | G6	226	G5 & (G2 | G7)	241	G10 & G5 & ~G6	49	G1 & (G6 | G7)	1	G1 | G10	149	G6 & (G10 | G3)	9	G5 | G7	132	G7 & ~G2	0.64
4_2_2_2_3_4_4_3_4_2	0.1343697478991597	0.62	1	1.0	-0.0	0.9	1.0	25	8	2.5	0.5	0.5	117	~G10 | ~G4	227	G3 & ~G10	211	G7 | ~G3	227	G1 & G2 & G5	244	~G2 & ~G8	48	~G8 | (G10 & G2)	2	~G7 | (G3 & G4)	148	G7 & (G1 | G4)	12	G4 | G9	131	G3 & (G4 | G8)	0.62
4_2_2_4_3_3_3_1_1_3	0.13622414715731418	1.36	2	2.0	0.5719983165467588	0.7	0.5	23	8	2.3	0.45825756949558405	0.2999999999999998	117	~G10 | ~G4	227	G3 & ~G10	211	G7 | ~G3	229	G2 & G4 & ~G8	244	~G2 & ~G8	49	G1 & (G6 | G7)	1	G1 | G10	146	G5 | (G3 & G7)	9	G5 | G7	132	G7 & ~G2	1.36
4_2_2_4_4_1_4_3_4_3	0.13907563025210087	0.62	1	1.0	-0.0	0.9	1.0	25	9	2.5	0.5	0.5	117	~G10 | ~G4	227	G3 & ~G10	211	G7 | ~G3	229	G2 & G4 & ~G8	245	G9 & (G1 | G4)	51	~G8 & (G1 | ~G7)	2	~G7 | (G3 & G4)	148	G7 & (G1 | G4)	12	G4 | G9	132	G7 & ~G2	0.62
4_3_2_2_2_1_3_3_4_3	0.1396638655462185	0.64	1	1.0	-0.0	0.8	1.0	25	7	2.5	0.5	0.5	117	~G10 | ~G4	228	G2 & G3 & G4	211	G7 | ~G3	227	G1 & G2 & G5	243	~G2 & (G1 | G5)	51	~G8 & (G1 | ~G7)	1	G1 | G10	148	G7 & (G1 | G4)	12	G4 | G9	132	G7 & ~G2	0.64
4_2_4_0_1_3_3_2_1_3	0.14025210084033618	0.66	1	1.0	-0.0	0.7	1.0	25	5	2.5	0.5	0.5	117	~G10 | ~G4	227	G3 & ~G10	213	G1 | G8 | ~G3	225	G1 & (G3 | G5)	242	G1 & (G4 | G9)	49	G1 & (G6 | G7)	1	G1 | G10	147	G8 & (G4 | G5)	9	G5 | G7	132	G7 & ~G2	0.66
1_2_4_4_3_0_3_1_4_0	0.14378151260504204	0.62	1	1.0	-0.0	0.9	1.0	25	10	2.5	0.5	0.5	114	~G3 | ~G8	227	G3 & ~G10	213	G1 | G8 | ~G3	229	G2 & G4 & ~G8	244	~G2 & ~G8	52	~G8 | (~G2 & ~G4)	1	G1 | G10	146	G5 | (G3 & G7)	12	G4 | G9	129	G10 & (G3 | G7)	0.62
3_2_2_4_2_4_0_3_4_3	0.14378151260504204	0.62	1	1.0	-0.0	0.9	1.0	25	10	2.5	0.5	0.5	116	~G5 & (G2 | ~G10)	227	G3 & ~G10	211	G7 | ~G3	229	G2 & G4 & ~G8	243	~G2 & (G1 | G5)	48	~G8 | (G10 & G2)	15	~G6 | ~G9	148	G7 & (G1 | G4)	12	G4 | G9	132	G7 & ~G2	0.62
4_4_2_1_3_3_0_0_4_4	0.14436974789915968	0.64	1	1.0	-0.0	0.8	1.0	25	8	2.5	0.5	0.5	117	~G10 | ~G4	229	G3 & G9 & ~G7	211	G7 | ~G3	226	G5 & (G2 | G7)	244	~G2 & ~G8	49	G1 & (G6 | G7)	15	~G6 | ~G9	145	G5 | (G10 & G3)	12	G4 | G9	133	G3 & (G2 | G4)	0.64
4_3_2_4_2_3_0_4_1_3	0.14436974789915968	0.64	1	1.0	-0.0	0.8	1.0	25	8	2.5	0.5	0.5	117	~G10 | ~G4	228	G2 & G3 & G4	211	G7 | ~G3	229	G2 & G4 & ~G8	243	~G2 & (G1 | G5)	49	G1 & (G6 | G7)	15	~G6 | ~G9	149	G6 & (G10 | G3)	9	G5 | G7	132	G7 & ~G2	0.64
1_4_2_2_3_3_0_0_4_2	0.14436974789915968	0.64	1	1.0	-0.0	0.8	1.0	25	8	2.5	0.5	0.5	114	~G3 | ~G8	229	G3 & G9 & ~G7	211	G7 | ~G3	227	G1 & G2 & G5	244	~G2 & ~G8	49	G1 & (G6 | G7)	15	~G6 | ~G9	145	G5 | (G10 & G3)	12	G4 | G9	131	G3 & (G4 | G8)	0.64
4_2_2_0_0_1_3_3_4_1	0.14436974789915968	0.64	1	1.0	-0.0	0.8	1.0	25	8	2.5	0.5	0.5	117	~G10 | ~G4	227	G3 & ~G10	211	G7 | ~G3	225	G1 & (G3 | G5)	241	G10 & G5 & ~G6	51	~G8 & (G1 | ~G7)	1	G1 | G10	148	G7 & (G1 | G4)	12	G4 | G9	130	G7 & G8 & ~G9	0.64
