Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	1	~G10 & ~G5	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	2	G1 | ~G10	1.9375	N/A	4	0	1	1	7	0	0	0	0.777777777777778	1	4	0	1
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	3	G2 | G9	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	4	G1 | G5 | G9	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	5	G1 | G2	1.9375	N/A	4	0	1	1	7	0	0	0	0.777777777777778	1	4	0	1
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	6	G2 | G5	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	7	G1 | G9	1.9375	N/A	4	0	1	1	7	0	0	0	0.777777777777778	1	4	0	1
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	8	G5 | ~G10	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	9	~G10 & (G2 | G3)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	10	G2 | G5 | G9	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	11	~G5 & (~G3 | ~G8)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	12	~G10 & (~G4 | ~G8)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	13	~G10 & (~G3 | ~G8)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	14	~G10 & ~G4	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	15	G2 | ~G8	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	16	~G4 & (~G10 | ~G6)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	17	G1 | ~G3	1.9375	N/A	4	0	1	1	7	0	0	0	0.777777777777778	1	4	0	1
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	18	G2 | ~G3	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	19	~G10 | (G1 & G7)	1.9375	N/A	4	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	20	G2 | ~G7	1.9375	N/A	4	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	21	G1 | G2 | G9	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	22	~G4 | ~G7	1.9375	N/A	4	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	23	~G3 | ~G4	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	24	G1 | ~G4	1.9375	N/A	4	0	1	1	7	0	0	0	0.777777777777778	1	4	0	1
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	25	~G4 | ~G8	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	26	~G3 & ~G5	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	27	G5 | ~G3	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	28	G2 | ~G4	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	29	G1 | G2 | G5	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	30	~G4 & (~G10 | ~G7)	1.9375	N/A	4	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	31	~G10 & (G1 | G8)	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	32	G2 | (~G10 & ~G8)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	33	~G4 & ~G5	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	34	G5 | ~G4	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	35	~G10 & ~G3 & ~G5	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	36	G2 | (G10 & G5)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	37	~G3 & ~G4	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	38	~G4 | (~G2 & ~G6)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	39	~G10 | ~G7	1.9375	N/A	4	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	40	G2 | (~G3 & ~G6)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	41	G2 | (G1 & ~G6)	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	42	~G10 | (~G3 & ~G7)	1.9375	N/A	4	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	43	~G3 | (~G6 & ~G7)	1.9375	N/A	4	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	44	G2 | G9 | ~G6	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	45	G2 & ~G3	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	46	~G4 | ~G6	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	47	G2 & (G6 | ~G9)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	48	G2 | (G1 & ~G8)	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	49	G2 | (G9 & ~G8)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	50	G2 & (G6 | G8)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	51	G1 | (G2 & G9)	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	52	~G3 | ~G7	1.9375	N/A	4	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	53	G2 & (G1 | G8)	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	54	G9 | ~G10	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	55	G2 | G9 | ~G8	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	56	G2 & ~G10	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	57	G2 & ~G4	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	58	~G4 | (G5 & G7)	1.9375	N/A	4	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	59	~G10 | ~G8	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	60	~G7 | (G2 & ~G3)	1.9375	N/A	4	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	61	G1 | G2 | ~G4	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	62	G2 | (G8 & G9)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	63	G2 & (~G1 | ~G3)	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	64	G2 | ~G6	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	65	G2 & (~G1 | ~G4)	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	66	G2 | (~G6 & ~G8)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	67	G2 | ~G10	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	68	~G10 | ~G3	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	69	G2 | (G3 & G5)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	70	G2 | (G5 & G8)	1.9375	N/A	4	0	3	1	5	0	0	0	0.555555555555556	1	4	0	3
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	71	G9 | ~G7	1.9375	N/A	4	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	72	G2 | (G1 & G7)	1.9375	N/A	4	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	73	G1 | ~G10 | ~G8	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
10	size10_3	rules_SSD_size10_3_1_5times	SSD	1_5times	rules_by_gene.tsv	G1	74	~G10 & ~G3	1.9375	N/A	4	0	2	1	6	0	0	0	0.666666666666667	1	4	0	2
