rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
2	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
3	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
4	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
5	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
6	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
7	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
8	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
9	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
10	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
11	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
12	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
13	G1 & ~G7 & ~G9	19	3	0.0	G1, G7, G9	3	10	0.6338139059738068
14	~G7 | (G1 & G9)	18	3	0.0	G1, G7, G9	3	10	0.6338139059738068
15	G1 & G7 & G9	18	3	0.0	G1, G7, G9	3	10	0.6338139059738068
16	False	18	1	0.5	False	1	10	0.6338139059738068
17	G1 & G7 & G9	18	3	0.0	G1, G7, G9	3	10	0.6338139059738068
18	~G7 & (~G1 | ~G9)	18	3	0.0	G1, G7, G9	3	10	0.6338139059738068
19	G1 & G7 & G9	18	3	0.0	G1, G7, G9	3	10	0.6338139059738068
20	G1 & G9 & ~G7	18	3	0.0	G1, G7, G9	3	10	0.6338139059738068
21	G7 & G9 & ~G1	18	3	0.0	G1, G7, G9	3	10	0.6338139059738068
22	G5 & ~G7 & ~G9	18	3	0.0	G5, G7, G9	3	10	1.0626998135175703
23	~G7	18	1	0.5	G7	1	10	1.1677715956367625
24	G1 & G10 & G9	18	3	0.0	G1, G10, G9	3	10	1.2726721867255515
25	G1 & ~G3 & ~G9	18	3	0.0	G1, G3, G9	3	10	1.319524511526319
26	False	18	1	0.5	False	1	10	1.3613160885826912
27	G1 & G9	18	2	0.0	G1, G9	2	10	1.3613160885826912
28	False	18	1	0.5	False	1	10	1.3613160885826912
29	False	18	1	0.5	False	1	10	1.3613160885826912
30	G1 & G9	18	2	0.0	G1, G9	2	10	1.3613160885826912
31	~G7	18	1	0.5	G7	1	10	1.6496455982344305
32	G9 & ~G7	17	2	0.0	G7, G9	2	10	1.6432437696139885
33	G10 & G7	17	2	0.0	G10, G7	2	10	1.7150882042031905
34	G4 & G7 & ~G1	16	3	0.0	G1, G4, G7	3	10	0.9669149138980255
35	G2 & (~G4 | ~G9)	16	3	0.0	G2, G4, G9	3	10	1.2751042712651368
36	~G4	12	1	0.5	G4	1	10	1.6649443855304562
37	G7 & (G9 | ~G1)	11	3	0.0	G1, G7, G9	3	10	0.6338139059738068
38	G1 & ~G10 & ~G9	10	3	0.0	G1, G10, G9	3	10	1.2726721867255515
39	G1 & (~G3 | ~G9)	10	3	0.0	G1, G3, G9	3	10	1.319524511526319
40	G1 & ~G9	10	2	0.0	G1, G9	2	10	1.3613160885826912
41	G1	10	1	0.5	G1	1	10	1.3373207446605457
42	~G1	10	1	0.5	G1	1	10	1.3373207446605457
43	~G1	10	1	0.5	G1	1	10	1.3373207446605457
44	G1	10	1	0.5	G1	1	10	1.3373207446605457
45	~G1	10	1	0.5	G1	1	10	1.3373207446605457
46	G3 | (G1 & G9)	3	3	0.0	G1, G3, G9	3	10	1.319524511526319
47	~G9	3	1	0.5	G9	1	10	2.2693568795446803
48	~G1 | ~G4 | ~G9	2	3	0.0	G1, G4, G9	3	10	1.0804216779609863
49	~G1 | ~G9	2	2	0.0	G1, G9	2	10	1.3613160885826912
50	G7	2	1	0.5	G7	1	10	1.6496455982344305
