rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G1	18	1	0.5	G1	1	2	0.2270834348998277
2	G1	18	1	0.5	G1	1	2	0.2270834348998277
3	G1	18	1	0.5	G1	1	2	0.2270834348998277
4	G1	18	1	0.5	G1	1	2	0.2270834348998277
5	G1	18	1	0.5	G1	1	2	0.2270834348998277
6	G1	18	1	0.5	G1	1	2	0.2270834348998277
7	G1	18	1	0.5	G1	1	2	0.2270834348998277
8	G1	18	1	0.5	G1	1	2	0.2270834348998277
9	G1	18	1	0.5	G1	1	2	0.2270834348998277
10	G1	18	1	0.5	G1	1	2	0.2270834348998277
11	G1	18	1	0.5	G1	1	2	0.2270834348998277
12	G1	18	1	0.5	G1	1	2	0.2270834348998277
13	G1 & (G4 | G7)	18	3	0.0	G1, G4, G7	3	2	0.2270834348998277
14	G1	18	1	0.5	G1	1	2	0.2270834348998277
15	G1	18	1	0.5	G1	1	2	0.2270834348998277
16	G1	18	1	0.5	G1	1	2	0.2270834348998277
17	G1	18	1	0.5	G1	1	2	0.2850804215951563
18	G1	18	1	0.5	G1	1	2	0.28690986997346096
19	G1	18	1	0.5	G1	1	2	0.364586661942657
20	G1	18	1	0.5	G1	1	2	0.3705456937457223
21	G1 & G8	18	2	0.0	G1, G8	2	2	0.7932327693407991
22	G1 | G2	18	2	0.0	G1, G2	2	2	0.7995321504589653
23	G1 | G2	18	2	0.0	G1, G2	2	2	0.7995321504589653
24	G1 | G2	18	2	0.0	G1, G2	2	2	0.7995321504589653
25	G1	18	1	0.5	G1	1	2	0.7995321504589653
26	G1	18	1	0.5	G1	1	2	0.7995321504589653
27	G1 & G8	18	2	0.0	G1, G8	2	2	0.8817810876413799
28	G1	18	1	0.5	G1	1	2	0.7021938032589607
29	G1	18	1	0.5	G1	1	2	0.7021938032589607
30	G1	18	1	0.5	G1	1	2	0.7021938032589607
31	G1	18	1	0.5	G1	1	2	0.7021938032589607
32	G1	18	1	0.5	G1	1	2	0.7021938032589607
33	G1	18	1	0.5	G1	1	2	0.7021938032589607
34	G1	18	1	0.5	G1	1	2	0.7021938032589607
35	G1	18	1	0.5	G1	1	2	0.7021938032589607
36	G1 | G2 | (G4 & G8)	18	4	0.5	G1, G2, G4, G8	4	2	0.7745261609194275
37	G1 & G7	17	2	0.0	G1, G7	2	2	0.8797238411108343
38	G1 & G4	17	2	0.0	G1, G4	2	2	0.8960749237365675
39	G1 & G4	17	2	0.0	G1, G4	2	2	0.8960749237365675
40	G1 & G4 & G7	16	3	0.0	G1, G4, G7	3	2	0.2270834348998277
41	G4 & (G7 | G8)	15	3	0.0	G4, G7, G8	3	2	0.4388068231893093
42	G1 & G4 & G5	12	3	0.0	G1, G4, G5	3	2	0.5646592205543641
43	G1 | G2 | G7	11	3	0.0	G1, G2, G7	3	2	0.7142246860908086
44	G1 | G4 | G7	10	3	0.0	G1, G4, G7	3	2	0.2270834348998277
45	G1 | G4 | G7	10	3	0.0	G1, G4, G7	3	2	0.2270834348998277
46	G1 & G10 & G9	10	3	0.0	G1, G10, G9	3	2	0.5004114473764253
47	True	10	1	0.5	True	1	2	0.8960749237365675
48	G1 & G10	10	2	0.0	G1, G10	2	2	0.8988973460406187
49	G7	10	1	0.5	G7	1	2	2.5493026304623267
50	~G1	2	1	0.5	G1	1	2	0.7021938032589607
