rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G3 & G8 & ~G9	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
2	G3 & G8 & ~G9	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
3	G3 & G8 & ~G9	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
4	G3 & G8 & ~G9	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
5	G3 & G8 & ~G9	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
6	G3 & G8 & ~G9	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
7	G3 & G8 & ~G9	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
8	G3 & G8 & ~G9	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
9	G3 & G8 & ~G9	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
10	G8 & (G3 | G9)	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
11	G3 & G8 & ~G9	18	3	0.0	G3, G8, G9	3	7	0.29676419829920286
12	G3 & G8	18	2	0.0	G3, G8	2	7	0.7880334461605337
13	G3 & G8	18	2	0.0	G3, G8	2	7	0.7880334461605337
14	G3 & G8	18	2	0.0	G3, G8	2	7	0.7880334461605337
15	G1 & (G6 | ~G9) & (G8 | ~G9)	18	4	0.5	G1, G6, G8, G9	4	7	0.6889699677119545
16	G8	18	1	0.5	G8	1	7	0.7740231745379156
17	G8	18	1	0.5	G8	1	7	0.7740231745379156
18	G8	18	1	0.5	G8	1	7	0.7740231745379156
19	G8	18	1	0.5	G8	1	7	0.7740231745379156
20	G1 | (G3 & G5 & G9) | (G3 & G7 & G9)	18	5	1.0	G1, G3, G5, G7, G9	5	7	0.6112003763708485
21	G1 | G10 | G8	17	3	0.0	G1, G10, G8	3	7	0.5895729164864848
22	G9 | (G2 & G8) | (G8 & ~G6)	17	4	0.5	G2, G6, G8, G9	4	7	0.592805579302417
23	G2 & G3	12	2	0.0	G2, G3	2	7	0.9228050900006659
24	G3 & ~G9	12	2	0.0	G3, G9	2	7	2.520322563588766
25	G8 & ~G4	11	2	0.0	G4, G8	2	7	0.8364795891294808
26	~G9	11	1	0.5	G9	1	7	2.672394293077894
27	G3	11	1	0.5	G3	1	7	2.8129185902520932
28	G3 & G8 & G9	10	3	0.0	G3, G8, G9	3	7	0.29676419829920286
29	G6 | ~G8 | ~G9	10	3	0.0	G6, G8, G9	3	7	0.32598459716857686
30	False	10	1	0.5	False	1	7	0.32598459716857686
31	G8 & (G6 | G9)	10	3	0.0	G6, G8, G9	3	7	0.32598459716857686
32	G8 & ~G3	10	2	0.0	G3, G8	2	7	0.7880334461605337
33	G8 & ~G3	10	2	0.0	G3, G8	2	7	0.7880334461605337
34	G10 & G8	10	2	0.0	G10, G8	2	7	0.8501951572252066
35	G10 & G8	10	2	0.0	G10, G8	2	7	0.8501951572252066
36	G8 & G9	10	2	0.0	G8, G9	2	7	0.8571495842174495
37	G8 & G9	10	2	0.0	G8, G9	2	7	0.8571495842174495
38	G3 & G6 & G9	10	3	0.0	G3, G6, G9	3	7	1.5599738309966582
39	G6 & G9	10	2	0.0	G6, G9	2	7	2.133593237673817
40	G6 & G9	10	2	0.0	G6, G9	2	7	2.133593237673817
41	False	10	1	0.5	False	1	7	2.520322563588766
42	False	10	1	0.5	False	1	7	0.7740231745379156
43	G7	10	1	0.5	G7	1	7	2.5493026304623267
44	False	10	1	0.5	False	1	7	2.672394293077894
45	G9	9	1	0.5	G9	1	7	0.8571495842174495
46	G6	9	1	0.5	G6	1	7	2.0470136015475826
47	G9	9	1	0.5	G9	1	7	2.672394293077894
48	~G8 | (G10 & G7)	2	3	0.0	G10, G7, G8	3	7	0.658385416641909
49	~G8	2	1	0.5	G8	1	7	0.7740231745379156
50	~G8	2	1	0.5	G8	1	7	0.7740231745379156
