rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
2	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
3	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
4	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
5	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
6	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
7	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
8	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
9	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
10	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
11	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
12	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
13	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
14	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
15	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
16	G4 | G7 | G8	19	3	0.0	G4, G7, G8	3	7	0.286492276449558
17	G4 | G5 | G8	19	3	0.0	G4, G5, G8	3	7	0.7194287774607165
18	G3 | G7	19	2	0.0	G3, G7	2	7	0.7489746985112666
19	G4 | G7	19	2	0.0	G4, G7	2	7	0.7745230149827991
20	G4 | G7	19	2	0.0	G4, G7	2	7	0.7745230149827991
21	G4 | G7	19	2	0.0	G4, G7	2	7	0.7745230149827991
22	G4 | G7	19	2	0.0	G4, G7	2	7	0.7745230149827991
23	G1 | G4 | G5 | G7	19	4	0.5	G1, G4, G5, G7	4	7	0.32609731369910455
24	G1 | G3 | G4 | G7	19	4	0.5	G1, G3, G4, G7	4	7	0.41779860803738456
25	G1 | G4 | G7 | G8	19	4	0.5	G1, G4, G7, G8	4	7	0.4906295895251305
26	G10 | G3 | G4 | G7	19	4	0.5	G10, G3, G4, G7	4	7	0.6581471544448403
27	G1 | G3 | G4 | G7 | G9	19	5	1.0	G1, G3, G4, G7, G9	5	7	0.0841574242798815
28	G1 | G7 | G8	18	3	0.0	G1, G7, G8	3	7	0.5584759760478912
29	G1 | G7 | G8	18	3	0.0	G1, G7, G8	3	7	0.5584759760478912
30	G7 | G8	18	2	0.0	G7, G8	2	7	0.7337600708446692
31	G7 | G8	18	2	0.0	G7, G8	2	7	0.7337600708446692
32	G5 | G7	17	2	0.0	G5, G7	2	7	0.6983516747656073
33	G7	17	1	0.5	G7	1	7	0.7696431589944187
34	G7	17	1	0.5	G7	1	7	0.7696431589944187
35	G7	17	1	0.5	G7	1	7	0.7696431589944187
36	G4 | G8 | ~G7	14	3	0.0	G4, G7, G8	3	7	0.286492276449558
37	G1 | G4	14	2	0.0	G1, G4	2	7	1.0822536007398673
38	G1 | G4	14	2	0.0	G1, G4	2	7	1.0822536007398673
39	G4 | G8	14	2	0.0	G4, G8	2	7	1.082572977191419
40	G10 | G6 | G8	13	3	0.0	G10, G6, G8	3	7	1.1470608642942486
41	G4	13	1	0.5	G4	1	7	1.181700629343852
42	G4	13	1	0.5	G4	1	7	1.181700629343852
43	G4	13	1	0.5	G4	1	7	1.181700629343852
44	G4	13	1	0.5	G4	1	7	1.181700629343852
45	G4	13	1	0.5	G4	1	7	1.181700629343852
46	G1 & G4	10	2	0.0	G1, G4	2	7	0.33377651632183325
47	~G8	9	1	0.5	G8	1	7	0.9804126220370382
48	G6	2	1	0.5	G6	1	7	0.8764419204991408
49	G10	2	1	0.5	G10	1	7	1.2334491980939564
50	~G4 & ~G7	1	2	0.0	G4, G7	2	7	0.7745230149827991
