rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G5 | ~G8	19	2	0.0	G5, G8	2	10	0.14480433298018047
2	G5 | ~G1	19	2	0.0	G1, G5	2	10	0.1572089484834885
3	G5 | ~G1	19	2	0.0	G1, G5	2	10	0.1572089484834885
4	G5 | ~G1	19	2	0.0	G1, G5	2	10	0.1572089484834885
5	G5 | ~G1	19	2	0.0	G1, G5	2	10	0.1572089484834885
6	G5 | ~G1	19	2	0.0	G1, G5	2	10	0.1572089484834885
7	G5 | ~G1	19	2	0.0	G1, G5	2	10	0.1572089484834885
8	G5 | ~G1	19	2	0.0	G1, G5	2	10	0.1572089484834885
9	G5 | ~G1	19	2	0.0	G1, G5	2	10	0.1572089484834885
10	G5 | ~G1	19	2	0.0	G1, G5	2	10	0.1572089484834885
11	G5 | ~G1	19	2	0.0	G1, G5	2	10	0.1572089484834885
12	~G1 & (~G8 | ~G9)	18	3	0.0	G1, G8, G9	3	10	0.18965320844089792
13	~G1	18	1	0.5	G1	1	10	0.2586855709129639
14	~G1	18	1	0.5	G1	1	10	0.2586855709129639
15	G5	18	1	0.5	G5	1	10	0.6228380149741495
16	~G1 | ~G7	17	2	0.0	G1, G7	2	10	0.0800136991866893
17	~G1 | ~G10	12	2	0.0	G1, G10	2	10	0.25981084762284223
18	~G1 | ~G9	12	2	0.0	G1, G9	2	10	0.2621587472310214
19	~G5 | ~G9	12	2	0.0	G5, G9	2	10	0.5959425129995616
20	~G7 | ~G9	12	2	0.0	G7, G9	2	10	1.5990041815205216
21	True	12	1	0.5	True	1	10	0.6228380149741495
22	~G2	12	1	0.5	G2	1	10	0.9232419419032698
23	~G1 | ~G5	11	2	0.0	G1, G5	2	10	0.1572089484834885
24	~G9	11	1	0.5	G9	1	10	2.020118607454031
25	~G9	11	1	0.5	G9	1	10	2.020118607454031
26	~G9	11	1	0.5	G9	1	10	2.020118607454031
27	G5 & G8	9	2	0.0	G5, G8	2	10	0.14480433298018047
28	~G1 & (G8 | G9)	9	3	0.0	G1, G8, G9	3	10	0.18965320844089792
29	G9	9	1	0.5	G9	1	10	2.020118607454031
30	G9	9	1	0.5	G9	1	10	2.020118607454031
31	G8 & G9	8	2	0.0	G8, G9	2	10	0.2586063265635939
32	G2 & G9	8	2	0.0	G2, G9	2	10	0.5523756080619874
33	G5 & G9	8	2	0.0	G5, G9	2	10	0.5959425129995616
34	G5 & G9	8	2	0.0	G5, G9	2	10	0.5959425129995616
35	G7 & G9	8	2	0.0	G7, G9	2	10	1.5990041815205216
36	~G7	8	1	0.5	G7	1	10	2.0173204555658275
37	~G7	8	1	0.5	G7	1	10	2.0173204555658275
38	G4	4	1	0.5	G4	1	10	0.979515704498794
39	G1 | ~G5	3	2	0.0	G1, G5	2	10	0.1572089484834885
40	G8 & (~G7 | ~G9)	2	3	0.0	G7, G8, G9	3	10	0.06689096259931979
41	G1 & (~G5 | ~G9)	2	3	0.0	G1, G5, G9	3	10	0.16036133552138543
42	G1	2	1	0.5	G1	1	10	0.2586855709129639
43	G1	2	1	0.5	G1	1	10	0.2586855709129639
44	G1	2	1	0.5	G1	1	10	0.2586855709129639
45	G8	2	1	0.5	G8	1	10	0.259825472002775
46	~G5	2	1	0.5	G5	1	10	0.6228380149741495
47	~G5	2	1	0.5	G5	1	10	0.6228380149741495
48	~G5	2	1	0.5	G5	1	10	0.6228380149741495
49	~G5	2	1	0.5	G5	1	10	0.6228380149741495
50	G1 & ~G5	1	2	0.0	G1, G5	2	10	0.1572089484834885
