rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
2	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
3	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
4	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
5	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
6	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
7	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
8	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
9	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
10	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
11	G4 | (G1 & G5)	19	3	0.0	G1, G4, G5	3	8	0.1823556977791712
12	G4 | (G1 & G8)	19	3	0.0	G1, G4, G8	3	8	0.25585079654480264
13	G4 | (G1 & G3) | (G1 & G8)	19	4	0.5	G1, G3, G4, G8	4	8	0.17370267097197017
14	G1 | (G10 & G4)	18	3	0.0	G1, G10, G4	3	8	0.1526036868408812
15	G1 | (G10 & G6)	18	3	0.0	G1, G10, G6	3	8	0.19415474702010327
16	G1 | G8	18	2	0.0	G1, G8	2	8	0.20245307975883114
17	G4	18	1	0.5	G4	1	8	0.25585079654480264
18	G3 & G8	18	2	0.0	G3, G8	2	8	0.4185199378664653
19	G1 & G3	18	2	0.0	G1, G3	2	8	0.562290004967868
20	G1 & G3	18	2	0.0	G1, G3	2	8	0.562290004967868
21	G1 & G3	18	2	0.0	G1, G3	2	8	0.562290004967868
22	G4 & (G1 | G3 | G8)	18	4	0.5	G1, G3, G4, G8	4	8	0.17370267097197017
23	G8	18	1	0.5	G8	1	8	0.2503806850940479
24	G8	18	1	0.5	G8	1	8	0.2503806850940479
25	G1	18	1	0.5	G1	1	8	0.47711225629662374
26	G1	18	1	0.5	G1	1	8	0.47711225629662374
27	G1	18	1	0.5	G1	1	8	0.47711225629662374
28	G1	18	1	0.5	G1	1	8	0.47711225629662374
29	G1	18	1	0.5	G1	1	8	0.47711225629662374
30	G4	18	1	0.5	G4	1	8	0.5657736696417643
31	G4 & (G1 | G8)	17	3	0.0	G1, G4, G8	3	8	0.25585079654480264
32	G1 & G3 & G4	17	3	0.0	G1, G3, G4	3	8	0.3296921813117607
33	G1 | G6	17	2	0.0	G1, G6	2	8	0.32979962394397566
34	G1 & G4	17	2	0.0	G1, G4	2	8	0.338869180772401
35	G1 & G4	17	2	0.0	G1, G4	2	8	0.338869180772401
36	G1 & G4	17	2	0.0	G1, G4	2	8	0.338869180772401
37	G3 | G8	13	2	0.0	G3, G8	2	8	0.4185199378664653
38	G1 | G3	13	2	0.0	G1, G3	2	8	0.562290004967868
39	G1 | G3	13	2	0.0	G1, G3	2	8	0.562290004967868
40	G4 | G5	12	2	0.0	G4, G5	2	8	0.3098313740520471
41	G1 | G5	11	2	0.0	G1, G5	2	8	0.25906628909208446
42	G1 & G5	11	2	0.0	G1, G5	2	8	0.25906628909208446
43	G4 & G5	10	2	0.0	G4, G5	2	8	0.3098313740520471
44	G5	4	1	0.5	G5	1	8	0.3457086213482363
45	G5	4	1	0.5	G5	1	8	0.3457086213482363
46	G5	4	1	0.5	G5	1	8	0.3457086213482363
47	G5	4	1	0.5	G5	1	8	0.3457086213482363
48	G5	4	1	0.5	G5	1	8	0.3457086213482363
49	~G4 | (G10 & G9)	2	3	0.0	G10, G4, G9	3	8	0.42180631030653604
50	G5 & ~G1 & ~G4	1	3	0.0	G1, G4, G5	3	8	0.1823556977791712
