Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G38 & (G100 | G19)	18	3	0.514966	2.3225
G1	2	G100 & G38	17	2	0.838743	1.9488
G1	3	G38	17	1	0.514966	1.7725
G1	4	G99	17	1	0.748331	1.5392
G2	1	G24 & G63 & G90	16	3	0.683210	2.0543
G2	2	G19 & G63 & G90	17	3	0.899642	1.8879
G2	3	G53 & G63 & G90	16	3	0.882331	1.8552
G2	4	G63 & G90	17	2	1.201588	1.7875
G2	5	G34 & G63 & G90	16	3	1.088810	1.7375
G2	6	G8 & G88	16	2	1.144234	1.7375
G2	7	G24 & G8	16	2	1.155057	1.7375
G3	1	~G33 & ~G35	18	2	0.915991	1.9215
G3	2	~G35	17	1	0.917815	1.3697
G4	1	G37 | G80 | G84	17	3	0.491897	2.2956
G4	2	G37 | G84	17	2	1.131037	1.7875
G4	3	G72 | G80 | G84	16	3	1.119451	1.7375
G4	4	G37 | G72 | G84	16	3	1.129763	1.7375
G4	5	G80 | G84	16	2	1.196062	1.7375
G4	6	G72 | G84	16	2	1.360635	1.7375
G4	7	G37 | G72 | G80 | G84	16	4	1.041054	1.2375
G5	1	G36 & G48 & G8	19	3	0.239792	2.6477
G5	2	G48 & G8 & G90	19	3	0.329245	2.5583
G5	3	G48 & G90	18	2	0.437971	2.3995
G5	4	G48 & G8	19	2	0.532624	2.3549
G5	5	G8 & G90	18	2	0.743625	2.0939
G5	6	G36 & G8	18	2	0.762576	2.0749
G5	7	G48	18	1	0.564740	1.7728
G5	8	G8	18	1	0.752718	1.5848
G6	1	~G81	18	1	0.837929	1.4996
G7	1	G23 & (G39 | G40)	18	3	0.266708	2.5708
G7	2	G23 | (G39 & G40)	18	3	0.266708	2.5708
G7	3	G23	18	1	0.266708	2.0708
G7	4	G30 | G39	17	2	1.150346	1.7875
G7	5	G39	18	1	0.969308	1.3682
G8	1	G7 & (G25 | G61)	19	3	0.154320	2.7332
G8	2	G14 & G25 & G7	19	3	0.204663	2.6828
G8	3	G36 & G7	18	2	0.283848	2.5537
G8	4	G21 & G7	18	2	0.319510	2.5180
G8	5	G7	18	1	0.154320	2.1832
G8	6	G39	18	1	0.554565	1.7829
G9	1	G60 | G81	17	2	0.570936	2.2166
G9	2	G81 | ~G98	18	2	0.642473	2.1950
G9	3	G72	17	1	0.354010	1.9335
G9	4	G60	17	1	0.546941	1.7406
G9	5	~G98	18	1	0.748252	1.5892
G10	1	G45 | G51 | ~G57	19	3	0.181997	2.7055
G10	2	G51 | G54 | G68	19	3	0.321518	2.5660
G10	3	G51 | G73	20	2	0.457115	2.4804
G10	4	G51 | G68	20	2	0.486400	2.4511
G10	5	G54 | G68	19	2	0.612397	2.2751
G10	6	G51	19	1	0.556608	1.8309
G11	1	G1 | G18 | G24	19	3	0.260884	2.6266
G11	2	G18 | G24	19	2	0.500459	2.3870
G11	3	G1 | G18	19	2	0.514140	2.3734
G11	4	G18 | G99	19	2	0.516305	2.3712
G11	5	G18	18	1	0.516146	1.8214
G11	6	G99	19	1	0.625823	1.7617
G11	7	G1	18	1	0.647148	1.6904
G11	8	G18 & (G40 | G47 | G55) & (G40 | G55 | G83)	18	5	0.286672	1.6133
G12	1	G17 | G30 | G69	20	3	0.234963	2.7025
G13	1	G14 | (G39 & ~G79)	20	3	0.067459	2.8700
G13	2	G39 | (G14 & ~G79)	20	3	0.067459	2.8700
G13	3	G14 | G39	20	2	0.601485	2.3360
G13	4	G14	20	1	0.494592	1.9429
G13	5	G39	19	1	0.650031	1.7375
G14	1	~G38 & (~G19 | ~G45)	19	3	0.279197	2.6083
G14	2	~G38 & (~G45 | ~G54)	19	3	0.383602	2.5039
G14	3	~G45 | (G54 & G63)	18	3	0.342438	2.4951
G14	4	~G38 | ~G45	19	2	0.392839	2.4947
G14	5	~G38 & ~G45	19	2	0.392839	2.4947
G14	6	~G45	19	1	0.378206	2.0093
G14	7	~G38	19	1	0.394449	1.9931
G14	8	~G34 | (~G47 & ~G95) | (~G68 & ~G80)	18	5	0.173792	1.7262
G15	1	G34 | G40 | G47	20	3	0.146475	2.7910
G15	2	G34 | G40	20	2	0.167423	2.7701
G15	3	G34 | G47	20	2	0.178890	2.7586
G15	4	G34 | G62	20	2	0.262970	2.6745
G15	5	G40 | (G38 & G47)	19	3	0.215929	2.6716
G15	6	G40 | G47 | G62	19	3	0.234419	2.6531
G15	7	G40 | G47	19	2	0.238879	2.6486
G15	8	G40 | G68	19	2	0.239472	2.6480
G15	9	G47 | G68	19	2	0.241787	2.6457
G15	10	G47 | G62	19	2	0.248823	2.6387
G15	11	G40 | G62	19	2	0.389111	2.4984
G15	12	G34 | G40 | G47 | G98	20	4	0.090286	2.3472
G15	13	G40	19	1	0.260958	2.1265
G16	1	G25 & G77 & G90	19	3	0.262992	2.6245
G16	2	G25 & G61 & G77	18	3	0.442091	2.3954
G16	3	G25 & G77	19	2	0.559551	2.3279
G16	4	G77 & G90	18	2	0.609220	2.2283
G17	1	G16 | (G6 & G68)	18	3	0.499470	2.3380
G17	2	G68 | (G16 & G31)	18	3	0.673987	2.1635
G17	3	G16 | (G24 & G42)	17	3	0.651999	2.1355
G17	4	G16 | (G68 & G73)	18	3	0.864792	1.9727
G17	5	G16 | (G45 & G73)	18	3	0.922266	1.9152
G17	6	G16 | G68	18	2	1.090939	1.8375
G18	1	G45 & (G63 | G94)	19	3	0.148090	2.7394
G18	2	G45 & (G94 | ~G63)	19	3	0.148090	2.7394
G18	3	G45 & (G63 | G69)	18	3	0.229020	2.6085
G18	4	G94 & (G10 | G93)	19	3	0.301507	2.5860
G18	5	G45 & G94	19	2	0.427311	2.4602
G18	6	G45 | G94	19	2	0.427311	2.4602
G18	7	G94 & (G10 | G42)	18	3	0.601260	2.2362
G18	8	G45 & G94 & (G69 | G76)	18	4	0.202161	2.1353
G18	9	G45	19	1	0.364830	2.0227
G18	10	G94	19	1	0.627860	1.7596
G19	1	G14 | G87 | ~G44	18	3	0.351176	2.4863
G19	2	G14 | G87	18	2	0.554370	2.2831
G19	3	G14 | G28	18	2	0.600731	2.2368
G19	4	G14 | ~G44	17	2	0.617422	2.1701
G19	5	G7 | ~G44	17	2	0.755556	2.0319
G20	1	G47 | (G10 & G59)	20	3	0.133106	2.8044
G20	2	G47 | G59	20	2	0.447480	2.4900
G20	3	G47	19	1	0.173745	2.2138
G21	1	G36 & G37 & G74	17	3	0.754857	2.0326
G21	2	G74 & (G37 | G45) & (G37 | G96)	16	4	0.331137	1.9064
G21	3	G37 & G74	17	2	1.088523	1.7875
G21	4	G37 & G52	16	2	1.076514	1.7375
G21	5	G74 & G95	16	2	1.100396	1.7375
G22	1	G3 & G56 & G70	19	3	0.635349	2.2522
G22	2	G31 & G56 & G70	18	3	0.611161	2.2263
G22	3	G56 & G70	18	2	0.713781	2.1237
G22	4	G31 & G32 & G56 & G70	18	4	0.290064	2.0474
G22	5	G3 & G31 & G56 & G70	19	4	0.661998	1.7255
G22	6	G3 & G31 & G48 & G56 & G70	19	5	0.270640	1.6794
G23	1	G23 & (~G15 | ~G45)	18	3	0.179093	2.6584
G23	2	~G26 & ~G35 & ~G45	18	3	0.286098	2.5514
G23	3	~G26 & ~G45	18	2	0.309797	2.5277
G23	4	~G26 & (G23 | ~G45)	18	3	0.321578	2.5159
G23	5	G23	18	1	0.168211	2.1693
G23	6	~G45	18	1	0.769536	1.5680
G24	1	G83 | (G35 & G55)	19	3	1.131692	1.8875
G24	2	G35 | G83	18	2	1.164619	1.8375
G25	1	G39 | G87 | ~G63	19	3	0.301009	2.5865
G25	2	G14 | G37 | G87	19	3	0.360268	2.5272
G25	3	G3 | G37 | G87	19	3	0.384764	2.5027
G25	4	G13 | G3	18	2	0.650022	2.1875
G25	5	G13 | G87	18	2	0.742438	2.0951
G26	1	G27 & G31 & G57	20	3	0.162698	2.7748
G26	2	G27 & G57 & G74	20	3	0.169211	2.7683
G26	3	G27 & G31 & G74	20	3	0.245500	2.6920
G26	4	G13 & G27 & G74	20	3	0.319332	2.6182
G26	5	G27 & G31 & G48 & G74	19	4	0.180296	2.2072
G26	6	G27 & G31 & G50 & G57 & G74	19	5	0.033002	1.9170
G27	1	~G95 & (G32 | G45)	16	3	0.762786	1.9747
G27	2	~G95	16	1	1.078394	1.2375
G28	1	~G51 | (G5 & G93)	20	3	0.132721	2.8048
G28	2	~G51 | (G5 & ~G10)	20	3	0.215744	2.7218
G28	3	~G51 & (G5 | ~G10)	20	3	0.215744	2.7218
G28	4	G5 | ~G10	19	2	0.416018	2.4715
G28	5	~G51	20	1	0.262805	2.1747
G28	6	~G10	19	1	0.720012	1.6675
G29	1	G12 & G23 & G65	15	3	0.375487	2.3120
G29	2	G23 & G65	14	2	0.861369	1.7761
G29	3	G39 & G65	14	2	0.950434	1.6871
G29	4	G65 & G7	14	2	1.067114	1.6375
G30	1	G48 & G57 & G8	17	3	0.550813	2.2367
G30	2	G57 & G60 & G8	18	3	0.665355	2.1721
G30	3	G46 & G48 & G60	17	3	0.663343	2.1242
G30	4	G37 & G57 & G8	17	3	0.805429	1.9821
G30	5	G48 & G8	17	2	0.812893	1.9746
G30	6	G57 & G60	17	2	0.890827	1.8967
G30	7	G25 & G57 & G8	17	3	0.949678	1.8378
G30	8	G57 & G8	17	2	1.361108	1.7875
G30	9	G46 & G48 & G57 & G60 & G8	18	5	0.618951	1.2810
G31	1	G12 | G22	17	2	0.275733	2.5118
G31	2	G12	16	1	0.882445	1.3551
G32	1	G43 | G63 | G95	17	3	0.329043	2.4585
G32	2	G63 | G67 | G95	16	3	0.699994	2.0375
G32	3	G23 | G43 | G60	16	3	0.826503	1.9110
G32	4	G23 | G43 | G63	17	3	0.881145	1.9064
G32	5	G6 | G63 | G95	17	3	1.038543	1.7875
G32	6	G43 | G64 | G95	16	3	1.127445	1.7375
G32	7	G63 | G95	16	2	1.156282	1.7375
G32	8	G43 | G95	16	2	1.217608	1.7375
G32	9	G31 | G43 | G63 | G82	16	4	0.608995	1.6285
G32	10	G43 | G44 | G63 | G95	17	4	0.926318	1.3612
G33	1	G66 & (~G19 | ~G76)	20	3	0.144803	2.7927
G33	2	G40 & G66 & ~G76	20	3	0.156906	2.7806
G33	3	G66 & (~G19 | ~G26 | ~G76)	20	4	0.141080	2.2964
G34	1	G38 & (G45 | G7)	18	3	0.347367	2.4901
