Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G1	1	~G10 & (G1 | G7)	2.6608	0.176689	18	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	0.9	20	2	2
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G2	1	G3 & ~G10	2.6462	0.291296	20	1	1	1	6	0.5	0.5	0.5	0.777777777777778	1	20	0	2
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G3	1	G10 | G3 | G7	2.561	0.326498	19	0	2	1	6	0	0	0	0.666666666666667	0.95	20	1	2
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G4	1	G6 | G7 | G8	2.7677	0.169814	20	2	1	2	4	0.666666666666667	0.5	0.571428571428572	0.666666666666667	1	20	0	3
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G5	1	~G9 | (G10 & ~G7)	1.6875	1.082248	15	0	3	1	5	0	0	0	0.555555555555556	0.75	20	5	3
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G5	2	~G9 & (G2 | G7)	1.6875	1.101881	15	0	3	1	5	0	0	0	0.555555555555556	0.75	20	5	3
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G5	3	~G9 | (G4 & ~G7)	1.6875	1.113845	15	0	3	1	5	0	0	0	0.555555555555556	0.75	20	5	3
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G6	1	G10 & G4 & ~G9	2.2956	0.541919	18	0	3	1	5	0	0	0	0.555555555555556	0.9	20	2	3
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G7	1	G10 & (G2 | G3)	2.4813	0.406168	19	1	2	3	3	0.333333333333333	0.25	0.285714285714286	0.444444444444444	0.95	20	1	3
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G7	2	G10 & G3	2.4813	0.406168	19	1	1	3	4	0.5	0.25	0.333333333333333	0.555555555555556	0.95	20	1	2
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G8	1	G7 | (G6 & G8)	2.7941	0.143386	20	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	20	0	2
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G9	1	G1 & (G7 | G9)	1.8375	0.849971	15	0	2	0	7	0	0	0	0.777777777777778	0.75	20	5	2
10	size10_3	rules_WCSS_size10_3_1	WCSS	1	rules_by_gene.tsv	G10	1	G10 & (G7 | G9)	2.2031	0.684442	19	0	2	0	7	0	0	0	0.777777777777778	0.95	20	1	2
