Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	~G10 | (~G3 & ~G7)	19	3	0.077320	2.8102
G1	2	~G3 | (~G10 & ~G7)	18	3	0.077320	2.7602
G1	3	~G10 | ~G3 | ~G7	18	3	0.077320	2.7602
G1	4	~G7 & (G9 | ~G10)	18	3	0.115964	2.7215
G1	5	~G7 | (G9 & ~G10)	18	3	0.115964	2.7215
G1	6	~G10 | (~G6 & ~G7)	18	3	0.118618	2.7189
G1	7	~G10 & (G6 | ~G7)	18	3	0.118618	2.7189
G1	8	~G10 | (G6 & ~G7)	18	3	0.118618	2.7189
G1	9	~G10 | (~G2 & ~G7)	18	3	0.152222	2.6853
G1	10	~G10 | (~G7 & ~G8)	18	3	0.166586	2.6709
G1	11	G2 | (G8 & G9)	18	3	0.235991	2.6015
G1	12	~G10 | ~G7	18	2	0.275259	2.5622
G1	13	~G10 | (~G3 & ~G4)	19	3	0.435441	2.4521
G1	14	G2 | ~G10 | ~G3	19	3	0.451676	2.4358
G1	15	~G10 | (G2 & G3)	18	3	0.451676	2.3858
G1	16	~G10 | ~G3	19	2	0.547888	2.3396
G1	17	~G10 | ~G7 | (~G3 & ~G9)	18	4	0.076910	2.2606
G1	18	G2 | ~G10	18	2	0.604829	2.2327
G1	19	G2 | ~G3	18	2	0.785928	2.0516
G1	20	~G10	18	1	0.552019	1.7855
G2	1	~G10 | (G2 & G9)	19	3	0.046704	2.8408
G2	2	G2 & (G3 | G6)	19	3	0.082396	2.8051
G2	3	~G10 & (G2 | G3)	19	3	0.114791	2.7727
G2	4	G1 & G3 & ~G10	19	3	0.159018	2.7285
G2	5	~G10 & (G3 | G6)	20	3	0.224286	2.7132
G2	6	~G10 & (G3 | G9)	20	3	0.229317	2.7082
G2	7	G2 & (G3 | G4)	19	3	0.237105	2.6504
G2	8	G2 & G3	19	2	0.237105	2.6504
G2	9	G3 & ~G10	20	2	0.291298	2.6462
G2	10	~G10 | (G2 & G3)	19	3	0.290008	2.5975
G2	11	G2 & G3 & ~G10	19	3	0.290008	2.5975
G2	12	G2 & (G3 | G7)	19	3	0.308640	2.5789
G2	13	G2 | ~G10	19	2	0.437725	2.4498
G2	14	G1 & G2 & G3	19	3	0.464058	2.4234
G2	15	~G10	19	1	0.447118	1.9404
G3	1	G3 | G4 | ~G2	19	3	0.198496	2.6890
G3	2	G3 | (~G2 & ~G7)	19	3	0.214733	2.6728
G3	3	G3 | G7 | ~G2	19	3	0.214733	2.6728
G3	4	G3 | (G5 & ~G2)	19	3	0.228821	2.6587
G3	5	G3 | (G10 & G5)	19	3	0.237348	2.6502
G3	6	G10 | G3 | ~G5	19	3	0.237348	2.6502
G3	7	G2 | G3 | G5	18	3	0.228821	2.6087
G3	8	G10 | G3 | G5	18	3	0.237348	2.6002
G3	9	G3 | G5	18	2	0.237348	2.6002
G3	10	G3 | (~G10 & ~G5)	18	3	0.237348	2.6002
G3	11	G10 | G2 | G3	18	3	0.241569	2.5959
G3	12	G3 | G8 | G9	19	3	0.337065	2.5504
G3	13	G3 | G9	19	2	0.337065	2.5504
G3	14	G3 | G5 | G7	18	3	0.292221	2.5453
G3	15	G10 | G3 | G7	19	3	0.381782	2.5057
G3	16	G1 | G3 | G7	18	3	0.337137	2.5004
G3	17	G3 | G4 | G9	19	3	0.452476	2.4350
G3	18	G3 | (G5 & G7)	18	3	0.447437	2.3901
G3	19	G3 | ~G2	19	2	0.513616	2.3739
G3	20	G10 | G3 | G4	19	3	0.530988	2.3565
G3	21	G3 | G4 | G8	18	3	0.489146	2.3484
G3	22	G3 | G6 | G8	18	3	0.489915	2.3476
G3	23	G3 | ~G1	18	2	0.495191	2.3423
G3	24	G1 | G3	18	2	0.495191	2.3423
G3	25	G3 | G4 | G6	18	3	0.520470	2.3170
G3	26	G3 | G4 | G5	18	3	0.521382	2.3161
G3	27	G3 | G4	18	2	0.537939	2.2996
G3	28	G10 | G3	19	2	0.594449	2.2931
G3	29	G2 | G3 | G5 | G7	18	4	0.044564	2.2929
G3	30	G3 | G8	18	2	0.561262	2.2762
G3	31	G1 | G10 | G3	18	3	0.594495	2.2430
G3	32	G3 | (~G10 & ~G2 & ~G5)	18	4	0.099240	2.2383
G3	33	G3 | G6	18	2	0.629385	2.2081
G3	34	G3 | G7	18	2	0.636105	2.2014
G3	35	G1 | G10 | G3 | ~G5	18	4	0.140002	2.1975
G3	36	G3 | G5 | G8 | G9	18	4	0.143177	2.1943
G3	37	G3 | G5 | (G1 & G2)	18	4	0.147642	2.1899
G3	38	G3 | ~G5	18	2	0.661461	2.1760
G3	39	G10 | G3 | G4 | G7	19	4	0.212001	2.1755
G3	40	G3	18	1	0.237348	2.1002
G3	41	G3 | G5 | (G2 & G8)	18	4	0.266962	2.0705
G3	42	G10 | G2 | G3 | G8	18	4	0.360701	1.9768
G3	43	G1 | G3 | G7 | G9	18	4	0.366779	1.9707
G3	44	G3 | G7 | G8 | G9	19	4	0.441356	1.9461
G3	45	G3 | G6 | (G1 & G9)	19	4	0.512308	1.8752
G3	46	G10 | G3 | G5 | G8	18	4	0.490132	1.8474
G3	47	G10 | G3 | G4 | G5 | G8 | G9	18	6	0.152029	1.7480
G3	48	G10 | G3 | G4 | G5 | G9	18	5	0.191761	1.7082
G3	49	G1 | G5 | G9 | (G10 & G3)	18	5	0.198466	1.7015
G3	50	G10 | G2 | G3 | G6 | G7	18	5	0.205715	1.6943
G3	51	G10 | G3 | G5 | G7 | G9	18	5	0.205866	1.6941
G3	52	True	18	1	0.646972	1.6905
G3	53	G10 | G3 | G5 | G8 | G9	18	5	0.446498	1.4535
G4	1	G7 | G8	20	2	0.226501	2.7110
G4	2	G8 | (G10 & G7)	20	3	0.236516	2.7010
G4	3	G8 | (G2 & G7)	19	3	0.226501	2.6610
G4	4	G7 | (G10 & G8)	19	3	0.236516	2.6510
G4	5	G8 | (G5 & ~G1)	20	3	0.308928	2.6286
G4	6	G8 | (G7 & G9)	20	3	0.318087	2.6194
G4	7	G8 | (G5 & G7)	20	3	0.323869	2.6136
G4	8	G8 & (G3 | G7)	19	3	0.278312	2.6092
G4	9	G8 & (G4 | G5)	19	3	0.301650	2.5859
G4	10	~G1 | (G5 & G8)	19	3	0.308928	2.5786
G4	11	G8 | (G10 & G2)	19	3	0.335974	2.5515
G4	12	G8 & (G10 | G4)	19	3	0.348750	2.5388
G4	13	G6 | G7 | G8	20	3	0.402973	2.5345
G4	14	G4 & G8	19	2	0.393706	2.4938
G4	15	G4 | G7 | G8	19	3	0.393734	2.4938
G4	16	G6 | G8	19	2	0.403132	2.4844
G4	17	G3 & G8	19	2	0.418938	2.4686
G4	18	G7 | G8 | (G6 & G9)	20	4	0.090999	2.3465
G4	19	G4 | G7	19	2	0.549964	2.3375
G4	20	G4 | G7 | (G6 & G9)	19	4	0.100646	2.2869
G4	21	G8	19	1	0.226501	2.1610
G4	22	G7 | G8 | (G3 & G6)	20	4	0.356999	2.0805
G4	23	G6 | G7	19	2	0.814890	2.0726
G4	24	G7 | (G10 & G8) | (G5 & G8) | (G8 & G9)	19	5	0.093961	1.8560
G5	1	~G9 & (G10 | G2)	14	3	0.807652	1.8298
G5	2	~G9 & (~G10 | ~G2)	14	3	0.807652	1.8298
G5	3	~G9 | (G10 & G2)	14	3	0.807652	1.8298
G5	4	~G9 | (G1 & G6)	14	3	0.818446	1.8191
G5	5	~G9 & (~G2 | ~G8)	15	3	1.182878	1.6875
G5	6	~G9 | (G10 & ~G7)	15	3	1.223341	1.6875
G5	7	~G9 | (~G1 & ~G7)	15	3	1.227069	1.6875
G5	8	~G9 & (G1 | G7)	15	3	1.227069	1.6875
G5	9	~G9 | (G1 & G8)	14	3	0.984270	1.6532
G5	10	~G9 & (~G2 | ~G6)	14	3	0.987201	1.6503
G5	11	~G6 & ~G9	14	2	1.252348	1.6375
G5	12	~G9 | (~G5 & ~G7)	14	3	1.169095	1.6375
G5	13	G7 & ~G9	14	2	1.299884	1.6375
G5	14	~G9 & (~G2 | ~G7) & (~G2 | ~G8)	15	4	0.989542	1.1980
G5	15	~G9 & (~G2 | ~G5) & (~G2 | ~G8)	15	4	1.130854	1.1875
G5	16	~G9	14	1	1.303215	1.1375
G6	1	G10 & (G2 | G4)	18	3	0.396178	2.4413
