Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	~G88 | (~G27 & ~G97)	18	3	0.484770	2.3527
G1	2	~G88	18	1	0.724444	1.6131
G2	1	G27 | G81 | G87	18	3	0.583287	2.2542
G2	2	(G27 & G32) | (G27 & G57) | (G32 & G81) | (G57 & G81)	19	4	0.205732	2.1818
G2	3	G27 | G81	18	2	0.662785	2.1747
G3	1	G9 | (G30 & G34)	18	3	0.353639	2.4839
G3	2	G9 | (G30 & G94)	18	3	0.444874	2.3926
G3	3	G9 & (G44 | ~G80)	18	3	0.466754	2.3707
G3	4	G9 | (G44 & G80)	18	3	0.466754	2.3707
G3	5	G9 | (G30 & G65)	18	3	0.559777	2.2777
G4	1	G13 & G34 & G92	18	3	0.710565	2.1269
G4	2	G13 & G34	17	2	0.949669	1.8378
G4	3	G13 & G92	18	2	1.188352	1.8375
G4	4	G32 & G92	17	2	1.409065	1.7875
G5	1	G2 & G68 & G78	17	3	0.899576	1.8879
G5	2	G2 & G68	17	2	1.143114	1.7875
G5	3	G16 & G78	16	2	1.067420	1.7375
G5	4	G11 & G68	16	2	1.512404	1.7375
G6	1	~G21 | (~G7 & ~G72)	18	3	0.862772	1.9747
G6	2	~G21 | (~G7 & ~G70)	18	3	1.008021	1.8375
G6	3	~G21	17	1	1.082500	1.2875
G7	1	G27 & (G72 | G89)	18	3	0.278212	2.5593
G7	2	G27 & (G72 | ~G31)	18	3	0.937198	1.9003
G7	3	G31 & G72	18	2	1.217990	1.8375
G7	4	G27 & G72	17	2	1.045447	1.7875
G7	5	G27	17	1	0.669860	1.6176
G8	1	G48 | G68 | G73	18	3	0.967175	1.8703
G8	2	G48 | G73	18	2	0.978259	1.8592
G8	3	G38 | G48	17	2	1.040627	1.7875
G8	4	G28 | G68 | G73	17	3	1.094594	1.7875
G8	5	G55 & G9	17	2	1.160820	1.7875
G8	6	G48	18	1	1.019569	1.3375
G9	1	G59 | (G10 & G73)	19	3	0.508659	2.3788
G9	2	G59 | (G73 & G80)	19	3	0.637884	2.2496
G9	3	G59 | G73	18	2	0.637884	2.1996
G9	4	G59	18	1	0.637884	1.6996
G10	1	G25 & G80 & G94	20	3	0.274967	2.6625
G10	2	G80 & G94	20	2	0.379240	2.5583
G10	3	G25 & G80	19	2	0.566247	2.3213
G10	4	G13 & G80	19	2	0.582364	2.3051
G11	1	G42 | (G2 & G35)	19	3	0.353150	2.5344
G11	2	G42 | (G21 & G35)	19	3	0.373169	2.5143
G11	3	G35 | G42	19	2	0.376205	2.5113
G11	4	G35	18	1	0.376205	1.9613
G12	1	G20 | (G77 & G93)	20	3	0.089920	2.8476
G12	2	G20 | (G83 & G93)	20	3	0.160963	2.7765
G12	3	G20 | G93	19	2	0.160963	2.7265
G12	4	G20 | G80	20	2	0.380280	2.5572
G12	5	G20	20	1	0.160963	2.2765
G13	1	G58 | (G18 & G42)	18	3	0.156809	2.6807
G13	2	G42 | G58	18	2	0.559547	2.2780
G13	3	G58	19	1	0.156809	2.2307
G14	1	G38 & G65 & G71	17	3	0.706619	2.0809
