Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G1	1	G4 & ~G2 & ~G6	2.6329	0.254554	19	1	2	2	4	0.333333333333333	0.333333333333333	0.333333333333333	0.555555555555556	0.95	20	1	3
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G2	1	~G4 & ~G5	1.7375	1.32077	16	0	2	1	6	0	0	0	0.666666666666667	0.8	20	4	2
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G3	1	G7 & (G10 | G8)	2.5938	0.293667	19	1	2	2	4	0.333333333333333	0.333333333333333	0.333333333333333	0.555555555555556	0.95	20	1	3
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G4	1	G1 | G9 | ~G7	2.1139	0.723577	18	0	3	1	5	0	0	0	0.555555555555556	0.9	20	2	3
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G5	1	G8 | (G1 & G7)	2.6022	0.235347	18	0	3	0	6	0	0	0	0.666666666666667	0.9	20	2	3
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G5	2	G8 & (G1 | G7)	2.6022	0.235347	18	0	3	0	6	0	0	0	0.666666666666667	0.9	20	2	3
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G6	1	G3 | G7 | G8	2.3552	0.482307	18	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.9	20	2	3
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G7	1	G8 | (G10 & G7)	2.7615	0.175967	20	1	1	1	6	0.5	0.5	0.5	0.777777777777778	1	20	0	2
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G8	1	G8 | (G1 & G9)	2.5069	0.330571	18	0	2	0	7	0	0	0	0.777777777777778	0.9	20	2	2
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G9	1	~G1 & ~G3 & ~G9	2.0717	0.715789	17	0	2	2	5	0	0	0	0.555555555555556	0.85	20	3	2
10	size10_4	rules_WCSS_size10_4_4	WCSS	4	rules_by_gene.tsv	G10	1	~G9 | (G10 & G6)	2.1612	0.576278	16	0	2	0	7	0	0	0	0.777777777777778	0.8	20	4	2
