Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G4 & ~G2 & ~G7	19	3	0.277661	2.6098
G1	2	~G2 & ~G3 & ~G7	19	3	0.296142	2.5914
G1	3	~G2 & ~G3 & ~G6	19	3	0.305576	2.5819
G1	4	G4 & ~G2 & ~G6	19	3	0.370196	2.5173
G1	5	~G2 & ~G5 & ~G6	19	3	0.388792	2.4987
G1	6	~G2 & ~G6 & ~G7	19	3	0.421751	2.4657
G1	7	~G2 & ~G7	19	2	0.511258	2.3762
G1	8	~G3 & ~G5 & ~G6	18	3	0.562843	2.2747
G1	9	~G3 & ~G6 & ~G7	18	3	0.607917	2.2296
G1	10	~G2 & ~G6	19	2	0.661900	2.2256
G1	11	~G3 & ~G6	18	2	0.614288	2.2232
G1	12	~G6 & ~G7	18	2	0.663376	2.1741
G1	13	~G5 & ~G6 & (~G2 | ~G3)	18	4	0.187379	2.1501
G1	14	G4 & ~G6	18	2	0.896146	1.9414
G2	1	G10 & G9 & ~G3	15	3	0.359454	2.3280
G2	2	G3 & ~G10 & ~G9	15	3	0.359454	2.3280
G2	3	G3 & G8 & ~G9	15	3	0.431781	2.2557
G2	4	G10 & G4 & G5	15	3	0.532700	2.1548
G2	5	G10 & G3 & G4	15	3	0.545212	2.1423
G2	6	G3 & (~G7 | ~G9)	15	3	0.570404	2.1171
G2	7	~G4 & (~G10 | ~G6)	16	3	0.705478	2.0320
G2	8	~G4 & (~G10 | ~G7)	16	3	0.713178	2.0243
G2	9	G10 & G3 & G4 & G6	15	4	0.199186	1.9883
G2	10	G3 & G4 & G6	15	3	0.703649	1.9839
G2	11	G10 & G3 & G4 & G7	15	4	0.203852	1.9836
G2	12	G10 & G4 & G7	15	3	0.713178	1.9743
G2	13	G10 & G4 & G8	15	3	0.831733	1.8558
G2	14	G3 & ~G9	15	2	0.845974	1.8415
G2	15	G3 & G4 & G7	15	3	0.926236	1.7613
G2	16	G2 & G9 & ~G3	15	3	0.931626	1.7559
G2	17	~G4 & ~G5	16	2	1.320756	1.7375
G2	18	~G4 & ~G6	15	2	1.335385	1.6875
G2	19	G3 & G4 & G5	15	3	1.027203	1.6875
G2	20	G3 & G4	15	2	1.249843	1.6875
G2	21	G3 & ~G10	15	2	1.258847	1.6875
G2	22	G10 & G3 & G4 & G5	15	4	0.561069	1.6264
G2	23	G10 & G3 & G4 & G6 & G7	15	5	0.375520	1.3745
G2	24	G3 & G4 & G6 & G7	15	4	0.976548	1.2110
G3	1	G5 | (G10 & G3)	19	3	0.311963	2.5755
G3	2	G10 & G3 & G7	19	3	0.351253	2.5362
G3	3	G10 & G3	19	2	0.351253	2.5362
G3	4	G7 & (G3 | G4)	19	3	0.432317	2.4552
G3	5	G8 & ~G1	19	2	0.445627	2.4419
G3	6	G3 & (G10 | G5)	19	3	0.463671	2.4238
G3	7	G3 | (G4 & G5)	19	3	0.485083	2.4024
G3	8	G3 & (G10 | G8)	19	3	0.621118	2.2664
G3	9	G3 & (G10 | G4)	19	3	0.662201	2.2253
G3	10	G3 & (G10 | G2) & (G10 | G5)	19	4	0.453011	1.9345
G3	11	(G10 & G3) | (G3 & G9) | (G4 & G5)	20	5	0.318211	1.6818
G4	1	~G3 & ~G7 & ~G8	18	3	0.548975	2.2885
G4	2	~G3 & (G7 | ~G8)	18	3	0.548975	2.2885
G4	3	~G8 & (~G3 | ~G7)	18	3	0.548975	2.2885
G4	4	~G7 | (G1 & G6)	18	3	0.680101	2.1574
