generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	10.88	4.09	3	18	0.370	0.0	0.5	0.9280	0.0746	1.2151
1	13.50	4.33	2	18	0.330	0.0	1.0	0.8270	0.3456	1.2151
2	14.30	4.33	2	19	0.320	0.0	0.5	0.7130	0.0312	1.2151
3	15.96	2.97	6	19	0.220	0.0	0.5	0.7483	0.4757	1.2151
4	15.66	3.93	2	19	0.190	0.0	0.5	0.7266	0.3456	1.2151
5	14.48	4.73	2	19	0.170	0.0	0.5	0.7581	0.4694	1.2204
6	15.78	3.34	6	19	0.180	0.0	0.5	0.7529	0.2678	1.2151
7	15.46	4.81	2	19	0.100	0.0	0.5	0.7024	0.0889	1.3449
8	16.16	4.05	2	19	0.160	0.0	0.5	0.7265	0.5397	1.2061
9	16.48	3.22	6	19	0.120	0.0	0.5	0.6857	0.2395	1.2205
10	17.04	3.12	3	19	0.170	0.0	0.5	0.6639	0.4757	1.2205
11	16.26	3.30	3	19	0.120	0.0	0.5	0.7488	0.2872	1.2204
12	16.56	3.63	3	19	0.160	0.0	0.5	0.6983	0.1525	1.2204
13	16.12	3.91	1	19	0.100	0.0	0.5	0.6227	0.0317	1.2204
14	16.98	2.88	8	19	0.070	0.0	0.5	0.6553	0.4285	1.2205
15	16.70	3.02	7	19	0.140	0.0	0.5	0.6467	0.0874	1.2204
16	17.04	3.12	6	19	0.130	0.0	0.5	0.6177	0.1525	1.2204
17	17.28	2.44	8	19	0.140	0.0	0.5	0.5838	0.0331	1.2151
18	16.64	3.76	3	19	0.200	0.0	1.0	0.6429	0.1617	1.2165
19	16.60	3.06	8	19	0.110	0.0	1.0	0.6223	0.0380	1.2204
20	16.54	2.86	9	19	0.100	0.0	0.5	0.6183	0.1525	1.2151
21	16.94	2.94	8	19	0.100	0.0	0.5	0.5798	0.0487	1.1849
22	16.26	3.55	2	19	0.150	0.0	1.0	0.5498	0.0274	1.2151
23	16.36	3.28	5	19	0.070	0.0	0.5	0.5295	0.1525	1.1236
24	16.28	3.75	2	19	0.100	0.0	0.5	0.4845	0.1525	1.2151
25	15.88	3.69	5	19	0.100	0.0	0.5	0.4394	0.0174	1.2151
26	17.00	2.41	7	19	0.110	0.0	1.0	0.4868	0.0678	0.9260
27	16.82	2.95	2	19	0.070	0.0	0.5	0.4877	0.0683	0.9252
28	17.06	2.77	2	19	0.080	0.0	0.5	0.4338	0.1525	0.9039
29	16.66	3.42	6	19	0.100	0.0	1.0	0.4077	0.0401	1.2151
30	16.72	3.31	2	19	0.140	0.0	1.0	0.4371	0.1525	1.2205
31	17.42	1.92	11	19	0.110	0.0	1.0	0.3633	0.0369	1.2151
32	17.80	1.50	11	19	0.100	0.0	0.5	0.3723	0.1525	1.2151
33	16.68	3.09	3	19	0.140	0.0	1.5	0.4369	0.1525	1.2151
34	16.50	3.21	6	19	0.120	0.0	0.5	0.4504	0.0369	1.2151
35	16.46	3.82	3	19	0.130	0.0	1.0	0.4098	0.0390	1.0034
36	16.76	3.42	4	19	0.080	0.0	1.0	0.4819	0.0678	1.2165
37	16.90	2.81	6	19	0.090	0.0	0.5	0.4495	0.1525	1.2151
38	17.04	3.17	6	19	0.100	0.0	1.0	0.4476	0.0380	1.2151
39	16.60	3.15	6	19	0.120	0.0	0.5	0.4637	0.1525	1.2151
40	16.28	3.45	6	19	0.150	0.0	0.5	0.4820	0.0290	1.1532
41	16.98	3.68	3	19	0.150	0.0	1.0	0.4205	0.1457	1.2048
42	16.52	3.94	2	19	0.130	0.0	1.0	0.3893	0.0678	1.1625
43	17.26	1.94	13	19	0.050	0.0	1.0	0.3772	0.0380	0.8001
44	17.44	2.21	11	19	0.050	0.0	0.5	0.4186	0.0401	1.0639
45	16.56	3.96	2	19	0.120	0.0	0.5	0.4175	0.0290	1.1849
46	16.16	3.37	6	19	0.130	0.0	0.5	0.4282	0.0290	1.2151
47	16.38	3.45	4	19	0.110	0.0	1.0	0.4160	0.0268	1.2151
48	16.98	2.94	2	19	0.120	0.0	1.0	0.4451	0.0871	1.2151
49	16.78	3.53	2	19	0.120	0.0	1.0	0.4093	0.0390	1.2151
50	17.12	2.13	11	19	0.190	0.0	1.0	0.3843	0.0390	1.2151
