Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G1 & (G29 | G98)	18	3	0.301965	2.5355
G1	2	G36 & (G29 | G98)	18	3	0.393250	2.4443
G1	3	G36 & (G41 | G7 | G98) & (G41 | G98 | G99)	17	5	0.669699	1.1803
G2	1	G24 & (G14 | G15)	18	3	0.493477	2.3440
G2	2	G24 & (G15 | G95 | G96)	18	4	0.157876	2.1796
G2	3	G24 & (G95 | G96)	17	3	0.639436	2.1481
G2	4	G24 & (G15 | G27)	18	3	0.846811	1.9907
G2	5	G24 & G27	18	2	0.927186	1.9103
G3	1	G31 & G41 & G93	18	3	0.236761	2.6007
G3	2	G41 & G93	18	2	0.438137	2.3994
G3	3	G81 & G93	18	2	0.485010	2.3525
G4	1	G16 | G78 | G8	19	3	0.238731	2.6488
G4	2	G41 | G71 | G97	18	3	0.636844	2.2007
G4	3	G16 | G8	18	2	0.659559	2.1779
G4	4	G16 | G78 | G97	19	3	0.733641	2.1539
G4	5	G78 | G97	18	2	0.734167	2.1033
G4	6	G16 | G41 | G71 | G78	19	4	0.525197	1.8623
G4	7	G16 | G20 | G61 | G98	18	4	0.578098	1.7594
G4	8	G16 | G61 | G78 | G98	19	4	0.703398	1.6841
G5	1	G44 | (G52 & G87)	18	3	0.687589	2.1499
G6	1	G84 & (G3 | G68 | ~G24)	17	4	0.350169	1.9373
G6	2	G84 | (G13 & G32) | (G32 & G83)	16	4	0.331564	1.9059
G6	3	G84 | (G68 & G97)	16	3	0.936767	1.8007
G6	4	G84 | (G3 & G32) | (G32 & G68)	17	4	0.804283	1.4832
G6	5	G84 & (G3 | G32) & (G32 | G68)	16	4	0.804283	1.4332
G6	6	G84	16	1	1.021028	1.2375
G7	1	G52 & G77 & G8	17	3	0.216515	2.5710
G7	2	G47 & G77	17	2	0.882210	1.9053
G7	3	G52 & G8	17	2	1.045098	1.7875
G8	1	G50 | ~G76	19	2	0.507347	2.3802
G8	2	~G76	19	1	0.473553	1.9139
G9	1	G4 & G45 & G85	19	3	0.743843	2.1437
G9	2	G4 & G85	18	2	1.067929	1.8375
G9	3	G45 & G85	18	2	1.072190	1.8375
G9	4	G85 & (G37 | G4) & (G4 | G82)	18	4	0.775947	1.5616
G10	1	G14 | G69 | G81	18	3	0.281009	2.5565
G10	2	G69 | G79 | G81	18	3	0.295662	2.5418
G10	3	G14 | G76 | G81	18	3	0.569023	2.2685
G10	4	G76 | G79 | G81	18	3	0.588234	2.2493
G10	5	G76 | G81	18	2	0.588246	2.2493
G10	6	G14 | G16 | G76 | G81	18	4	0.181437	2.1561
G10	7	G69 | G81	18	2	1.006538	1.8375
G11	1	G76 & (G82 | ~G85)	19	3	0.739163	2.1483
G11	2	G76 & (G57 | ~G85)	19	3	0.820644	2.0669
G11	3	G76 & ~G57 & ~G85	19	3	0.820644	2.0669
G11	4	G76 & ~G85	19	2	1.067225	1.8875
G12	1	G14 | G44 | G75	17	3	0.762297	2.0252
G12	2	G44 | G75	17	2	1.380919	1.7875
G12	3	G24 | G44 | G75	16	3	1.338808	1.7375
G12	4	G14 | G75	16	2	1.380695	1.7375
G12	5	G14 | G44 | G72 | G75 | G94	16	5	0.612451	1.1875
G13	1	G26 & G3 & G84	20	3	0.317534	2.6200
G13	2	G66 & G72 & G84	20	3	0.320877	2.6166
G13	3	G3 & G30 & G84	20	3	0.357207	2.5803
