rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G2	18	1	0.5	G2	1	1	0.3056665926122894
2	G2	18	1	0.5	G2	1	1	0.3056665926122894
3	G2	18	1	0.5	G2	1	1	0.3056665926122894
4	G2	18	1	0.5	G2	1	1	0.3056665926122894
5	G2	18	1	0.5	G2	1	1	0.3056665926122894
6	G2	18	1	0.5	G2	1	1	0.3056665926122894
7	G2	18	1	0.5	G2	1	1	0.3056665926122894
8	G2	18	1	0.5	G2	1	1	0.3056665926122894
9	G2	18	1	0.5	G2	1	1	0.3056665926122894
10	G2	18	1	0.5	G2	1	1	0.3056665926122894
11	G2	18	1	0.5	G2	1	1	0.3056665926122894
12	G2	18	1	0.5	G2	1	1	0.3056665926122894
13	G2	18	1	0.5	G2	1	1	0.3056665926122894
14	G2	18	1	0.5	G2	1	1	0.3056665926122894
15	G2	18	1	0.5	G2	1	1	0.7868110336673345
16	G2	18	1	0.5	G2	1	1	0.7938039412805293
17	G2	18	1	0.5	G2	1	1	0.7890495766285642
18	G2	18	1	0.5	G2	1	1	0.7890495766285642
19	G2	18	1	0.5	G2	1	1	0.7890495766285642
20	G2	18	1	0.5	G2	1	1	0.7890495766285642
21	G2 & G5	17	2	0.0	G2, G5	2	1	0.3056665926122894
22	G2 & (G5 | G8)	17	3	0.0	G2, G5, G8	3	1	0.3056665926122894
23	G2 & G5	17	2	0.0	G2, G5	2	1	0.7938039412805293
24	G2 & G5	17	2	0.0	G2, G5	2	1	0.7938039412805293
25	G2 & G5	17	2	0.0	G2, G5	2	1	0.7938039412805293
26	G2 | G4	15	2	0.0	G2, G4	2	1	0.7165779332084364
27	G2 & G4	15	2	0.0	G2, G4	2	1	0.7165779332084364
28	~G8	15	1	0.5	G8	1	1	1.1937149130062392
29	G2 | G5	14	2	0.0	G2, G5	2	1	0.3056665926122894
30	G2 & G3	14	2	0.0	G2, G3	2	1	0.7218215426006427
31	G2 | G5	14	2	0.0	G2, G5	2	1	0.7938039412805293
32	G2 | G5 | (G8 & G9)	13	4	0.5	G2, G5, G8, G9	4	1	0.4588072166534314
33	G5	13	1	0.5	G5	1	1	1.104847991534402
34	G5	13	1	0.5	G5	1	1	1.104847991534402
35	~G10 | (G1 & G2 & G4) | (G1 & G2 & G5)	13	5	1.0	G1, G10, G2, G4, G5	5	1	0.2366874435031471
36	G4 & G5	12	2	0.0	G4, G5	2	1	2.2939131828806603
37	G2 | G4 | G5 | G8	12	4	0.5	G2, G4, G5, G8	4	1	0.4508943883823802
38	G2 | G8	12	2	0.0	G2, G8	2	1	0.569163393122191
39	G2 | G8	12	2	0.0	G2, G8	2	1	0.569163393122191
40	G4	12	1	0.5	G4	1	1	2.4160052518300237
41	G2 & G5 & G8	11	3	0.0	G2, G5, G8	3	1	0.3056665926122894
42	G2 & G8	11	2	0.0	G2, G8	2	1	0.48453008443511686
43	G2 & G8	11	2	0.0	G2, G8	2	1	0.48453008443511686
44	G2 & G8	11	2	0.0	G2, G8	2	1	0.48453008443511686
45	G2 & G8	11	2	0.0	G2, G8	2	1	0.48453008443511686
46	G4 | G9	11	2	0.0	G4, G9	2	1	2.4708849055132056
47	G2 & G8 & (G5 | G9)	11	4	0.5	G2, G5, G8, G9	4	1	0.4588072166534314
48	G1 | G5	10	2	0.0	G1, G5	2	1	2.1597427663004596
49	G5 & G8	7	2	0.0	G5, G8	2	1	1.7696153474953893
50	~G2	2	1	0.5	G2	1	1	0.7890495766285642
