combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
0_0_0_0_0_1_0_0_0_0	0.04255166180477547	1.52	4	1.0	1.789923195792435	0.9	1.0	30	11	3.0	0.0	1.0	1	~G7 & (G1 | G2)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	2	G5 & (G3 | G6)	1	G6 | (G5 & G8)	1	G6 & (G9 | ~G1)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	1.52
1_0_0_0_0_1_0_0_0_0	0.04721454775339916	1.52	4	1.0	1.8364991125031154	0.9	1.0	30	11	3.0	0.0	1.0	2	G2 | (G1 & ~G7)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	2	G5 & (G3 | G6)	1	G6 | (G5 & G8)	1	G6 & (G9 | ~G1)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	1.52
0_0_0_0_0_1_1_0_0_0	0.05520136515176208	1.52	4	1.0	1.7165036851113746	0.9	1.0	30	12	3.0	0.0	1.0	1	~G7 & (G1 | G2)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	2	G5 & (G3 | G6)	2	G5 | (G6 & ~G8)	1	G6 & (G9 | ~G1)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	1.52
1_0_0_0_0_1_1_0_0_0	0.058705489979035935	1.52	4	1.0	1.7515051472739023	0.9	1.0	30	12	3.0	0.0	1.0	2	G2 | (G1 & ~G7)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	2	G5 & (G3 | G6)	2	G5 | (G6 & ~G8)	1	G6 & (G9 | ~G1)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	1.52
0_0_0_0_0_0_1_0_0_0	0.09	1.52	4	1.0	1.6645490903047375	0.9	1.0	30	14	3.0	0.0	1.0	1	~G7 & (G1 | G2)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	1	G5 & (~G3 | ~G6)	2	G5 | (G6 & ~G8)	1	G6 & (G9 | ~G1)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	1.52
1_0_0_0_0_0_1_0_0_0	0.09123007826948605	1.52	4	1.0	1.6768359065937164	0.9	1.0	30	14	3.0	0.0	1.0	2	G2 | (G1 & ~G7)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	1	G5 & (~G3 | ~G6)	2	G5 | (G6 & ~G8)	1	G6 & (G9 | ~G1)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	1.52
0_0_0_0_0_0_0_0_0_0	0.223820484521438	2.1199999999999997	6	1.0	2.2021428534845655	0.9	1.0	30	13	3.0	0.0	1.0	1	~G7 & (G1 | G2)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	1	G5 & (~G3 | ~G6)	1	G6 | (G5 & G8)	1	G6 & (G9 | ~G1)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	2.1199999999999997
1_0_0_0_0_0_0_0_0_0	0.22668682927156272	2.1199999999999997	6	1.0	2.230773756281	0.9	1.0	30	13	3.0	0.0	1.0	2	G2 | (G1 & ~G7)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	1	G5 & (~G3 | ~G6)	1	G6 | (G5 & G8)	1	G6 & (G9 | ~G1)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	2.1199999999999997
0_0_0_0_0_1_0_1_0_0	0.254871550041493	2.203333333333333	6	1.1666666666666667	2.1543744735984642	0.9	0.8333333333333334	30	10	3.0	0.0	1.0	1	~G7 & (G1 | G2)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	2	G5 & (G3 | G6)	1	G6 | (G5 & G8)	2	G9 & (G1 | G6)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	2.203333333333333
0_0_0_0_0_1_1_1_0_0	0.2604889695992385	2.203333333333333	6	1.1666666666666667	2.0107119701308798	0.9	0.8333333333333334	30	11	3.0	0.0	1.0	1	~G7 & (G1 | G2)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	2	G5 & (G3 | G6)	2	G5 | (G6 & ~G8)	2	G9 & (G1 | G6)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	2.203333333333333
0_0_0_0_0_0_1_1_0_0	0.2937564215716487	2.203333333333333	6	1.1666666666666667	1.943462931737343	0.9	0.8333333333333334	30	13	3.0	0.0	1.0	1	~G7 & (G1 | G2)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	1	G5 & (~G3 | ~G6)	2	G5 | (G6 & ~G8)	2	G9 & (G1 | G6)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	2.203333333333333
0_0_0_0_0_0_0_1_0_0	0.3698692729144685	2.4914285714285715	7	1.1428571428571428	2.5408171953633865	0.9	0.8571428571428571	30	12	3.0	0.0	1.0	1	~G7 & (G1 | G2)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	1	G5 & (~G3 | ~G6)	1	G6 | (G5 & G8)	2	G9 & (G1 | G6)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	2.4914285714285715
1_0_0_0_0_1_0_1_0_0	0.3874252235627272	2.5628571428571427	7	1.2857142857142858	2.2952272920967807	0.9	0.7142857142857143	30	10	3.0	0.0	1.0	2	G2 | (G1 & ~G7)	1	~G5 | (~G1 & ~G6)	1	G3 & (G8 | ~G7)	1	~G4 & ~G5 & ~G6	1	G5 & (G10 | G9)	2	G5 & (G3 | G6)	1	G6 | (G5 & G8)	2	G9 & (G1 | G6)	1	G10 & (G2 | ~G7)	1	~G8 & (G5 | G7)	2.5628571428571427
