Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G1	1	G2 | (G8 & ~G4)	2.716	0.171541	19	0	3	1	5	0	0	0	0.555555555555556	0.95	20	1	3
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G2	1	G3 & ~G7	2.3569	0.480589	18	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	0.9	20	2	2
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G3	1	G10 & (G2 | G5)	2.7122	0.075337	17	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.85	20	3	3
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G4	1	G5 & G6 & G9	2.8821	0.055414	20	0	3	1	5	0	0	0	0.555555555555556	1	20	0	3
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G5	1	G5 | (~G10 & ~G6)	2.4928	0.344673	18	0	2	1	6	0	0	0	0.666666666666667	0.9	20	2	2
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G5	2	G5 & (~G10 | ~G6)	2.4928	0.344673	18	0	2	1	6	0	0	0	0.666666666666667	0.9	20	2	2
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G6	1	G5 | G6 | ~G10	2.7696	0.117886	19	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	0.95	20	1	2
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G7	1	G6 & (G3 | G9)	2.8398	0.097683	20	0	3	1	5	0	0	0	0.555555555555556	1	20	0	3
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G8	1	G10 & G3 & ~G6	2.6291	0.308399	20	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	1	20	0	3
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G9	1	G7 | (G1 & ~G3)	2.7214	0.166091	19	0	3	2	4	0	0	0	0.444444444444444	0.95	20	1	3
10	size10_5	rules_WCSS_size10_5_3	WCSS	3	rules_by_gene.tsv	G10	1	~G5 & (~G1 | ~G7)	2.459	0.378469	18	0	3	0	6	0	0	0	0.666666666666667	0.9	20	2	3
