Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G1	1	G10 | ~G4	1.8375	1.048965	18	0	2	0	7	0	0	0	0.777777777777778	0.9	20	2	2
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G2	1	G2 & (G5 | G6)	2.5094	0.278139	17	1	1	1	6	0.5	0.5	0.5	0.777777777777778	0.85	20	3	2
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G3	1	G3 | (G1 & G8)	2.1486	0.538906	15	0	2	3	4	0	0	0	0.444444444444444	0.75	20	5	2
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G4	1	G1 | (G5 & G6)	2.3297	0.407776	16	0	3	2	4	0	0	0	0.444444444444444	0.8	20	4	3
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G4	2	G1 | G6	2.3297	0.407776	16	0	2	2	5	0	0	0	0.555555555555556	0.8	20	4	2
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G5	1	G2 | G4 | G8	2.4789	0.258649	16	2	1	2	4	0.666666666666667	0.5	0.571428571428572	0.666666666666667	0.8	20	4	3
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G6	1	~G7 | (G10 & G6)	2.6654	0.172111	18	1	1	1	6	0.5	0.5	0.5	0.777777777777778	0.9	20	2	2
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G7	1	~G8	2.1069	0.330648	20	0	1	2	6	0	0	0	0.666666666666667	1	20	0	1
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G8	1	G8 | (G1 & G10)	2.3793	0.508221	19	0	2	1	6	0	0	0	0.666666666666667	0.95	20	1	2
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G9	1	G1 & (G10 | G2)	2.2345	0.452975	15	0	3	0	6	0	0	0	0.666666666666667	0.75	20	5	3
10	size10_2	rules_WCSS_size10_2_4	WCSS	4	rules_by_gene.tsv	G10	1	G6 | G8 | ~G2	2.292	0.495461	17	0	3	0	6	0	0	0	0.666666666666667	0.85	20	3	3
