Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G10 | ~G4 | ~G5	18	3	0.623721	2.2138
G1	2	G10 | (G7 & ~G4)	18	3	0.739853	2.0976
G1	3	G10 | (G7 & ~G6)	17	3	0.831095	1.9564
G1	4	~G1 | ~G2 | ~G4	17	3	0.854920	1.9326
G1	5	~G4 | ~G7	17	2	0.890493	1.8970
G1	6	G10 | (~G4 & ~G8)	18	3	0.942943	1.8946
G1	7	G10 | ~G4	18	2	1.048965	1.8375
G1	8	~G1 | ~G2 | ~G4 | ~G5	17	4	0.873337	1.4142
G2	1	G2 & (G5 | ~G3)	18	3	0.285069	2.5524
G2	2	G2 | (G5 & ~G8)	18	3	0.305667	2.5318
G2	3	G2 & (G5 | ~G8)	18	3	0.305667	2.5318
G2	4	G2 & (G3 | G5)	17	3	0.285069	2.5024
G2	5	G2 & G5	17	2	0.285069	2.5024
G2	6	G2 & (G5 | G8)	17	3	0.305667	2.4818
G2	7	G2 & (G1 | G3)	17	3	0.373647	2.4139
G2	8	G2 & (G9 | ~G3)	18	3	0.648519	2.1890
G2	9	G2 & (G10 | ~G8)	17	3	0.618499	2.1690
G2	10	G2 | ~G3	17	2	0.721822	2.0657
G2	11	G2 & (G5 | G6)	17	3	0.788523	1.9990
G2	12	G2 & (G5 | G7 | G8)	18	4	0.614793	1.7227
G2	13	G2	18	1	0.618499	1.7190
G3	1	G8 | (G7 & ~G2)	16	3	0.642562	2.0949
G3	2	~G2 | (G1 & G4)	17	3	0.757475	2.0300
G3	3	~G2 | (G1 & G8)	16	3	0.778394	1.9591
G3	4	~G2 | (G10 & G5) | (G4 & G5)	17	4	0.363175	1.9243
G3	5	G8 | (~G2 & ~G4)	16	3	0.827014	1.9105
G3	6	G4 | G8 | ~G2	16	3	0.827014	1.9105
G3	7	G4 | (~G2 & ~G6)	16	3	0.852161	1.8853
G3	8	G8 | (~G2 & ~G6)	16	3	0.869333	1.8682
G3	9	G8 | ~G2	16	2	1.051007	1.7375
G3	10	(G1 & G4) | (G4 & G7) | (~G2 & ~G6)	17	5	0.234760	1.6152
G4	1	G1 | G6	16	2	0.535026	2.2025
G4	2	G6 | (G1 & ~G4)	16	3	0.535026	2.2025
G4	3	G1 | (G5 & G6)	16	3	0.547556	2.1899
G4	4	G1 | (G3 & G6)	16	3	0.645521	2.0920
G4	5	G6 | (G1 & G7) | (G1 & G8)	16	4	0.413231	1.8243
G4	6	(G1 & G5) | (G1 & G7) | (G5 & G6) | (G6 & G7)	17	4	0.648405	1.6391
G5	1	G2 | G8	16	2	0.295905	2.4416
G5	2	G2 | G5 | G8	16	3	0.295905	2.4416
G5	3	G8 | (G2 & G5)	15	3	0.295905	2.3916
G5	4	G4 | G5 | G8	16	3	0.449023	2.2885
G5	5	G10 | G2 | G5	15	3	0.515773	2.1717
G5	6	G5 | G6 | G8	15	3	0.540795	2.1467
G5	7	G4 | G8 | (G2 & G5)	16	4	0.211360	2.0261
G5	8	G2 | G4 | G8	16	3	0.790879	1.9466
G5	9	G1 | G4 | G7	15	3	0.752089	1.9354
G5	10	G2 | (G4 & G8)	15	3	0.790879	1.8966
G5	11	G2 | (G8 & G9)	15	3	0.855105	1.8324
G5	12	G2 | G8 | G9	15	3	0.855105	1.8324
G5	13	G2 | G5 | G8 | G9	15	4	0.359013	1.8285
G5	14	G2 | G6 | G8	16	3	0.926450	1.8111
G5	15	G10 | G2 | G8	15	3	1.075171	1.6875
G5	16	G5 | G8	15	2	1.123224	1.6875
G5	17	G4 | G5	15	2	1.208567	1.6875
G5	18	G1 | G2	15	2	1.234924	1.6875
G5	19	G2 | G4	15	2	1.239602	1.6875
G5	20	G10 | G5 | G8	15	3	1.082082	1.6875
G5	21	G10 | G5	15	2	1.140550	1.6875
G5	22	G10 | G2 | G4 | G6 | G8	15	5	0.066442	1.6836
G5	23	G1 | G2 | G5 | G6	15	4	0.511058	1.6764
G5	24	G10 | G2 | G4 | G8	15	4	0.648493	1.5390
G5	25	G2 | G4 | G5 | G8	16	4	0.747809	1.4897
G5	26	G1 | G2 | G6 | G8	15	4	0.714440	1.4731
G5	27	G1 | G10 | G2 | G8	15	4	0.735932	1.4516
G5	28	G1 | G5 | G6 | G8 | (G2 & G7)	15	6	0.623267	1.1267
G6	1	~G7 & (G3 | ~G4)	18	3	0.119369	2.7181
G6	2	~G7 | (G2 & G8)	18	3	0.131448	2.7061
G6	3	~G7 | (G6 & G8)	18	3	0.189017	2.6485
G6	4	~G7 & (G3 | ~G6)	18	3	0.298167	2.5393
G6	5	~G7 & (G10 | G5)	18	3	0.450533	2.3870
