rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G6 & G9	17	2	0.0	G6, G9	2	10	1.230448725151602
2	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
3	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
4	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
5	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
6	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
7	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
8	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
9	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
10	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
11	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
12	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
13	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
14	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
15	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
16	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
17	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
18	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
19	G6 & G9	17	2	0.0	G6, G9	2	10	1.2311659070709748
20	G6 & (G2 | G9)	16	3	0.0	G2, G6, G9	3	10	1.2235755617477897
21	G9	15	1	0.5	G9	1	10	0.8677124610738812
22	G9	15	1	0.5	G9	1	10	0.8677124610738812
23	G9	15	1	0.5	G9	1	10	0.8677124610738812
24	G9	15	1	0.5	G9	1	10	0.8677124610738812
25	G9	15	1	0.5	G9	1	10	0.8677124610738812
26	G9	15	1	0.5	G9	1	10	0.8677124610738812
27	G9	15	1	0.5	G9	1	10	0.8677124610738812
28	G10 & G9	14	2	0.0	G10, G9	2	10	1.335487660643944
29	G10 & G9	14	2	0.0	G10, G9	2	10	1.335487660643944
30	G10 & G9	14	2	0.0	G10, G9	2	10	1.335487660643944
31	G10 & G9	14	2	0.0	G10, G9	2	10	1.3354887221732645
32	G10 & G9	14	2	0.0	G10, G9	2	10	1.3354887221732645
33	G10 & G9	14	2	0.0	G10, G9	2	10	1.3354887221732645
34	G10 & G9	14	2	0.0	G10, G9	2	10	1.3354887221732645
35	G5 & G6 & G7	13	3	0.0	G5, G6, G7	3	10	0.6626926489605975
36	G5 & G6	13	2	0.0	G5, G6	2	10	1.0934708169973208
37	G2 & G9	13	2	0.0	G2, G9	2	10	1.333712123481948
38	G2 & G9	13	2	0.0	G2, G9	2	10	1.333712123481948
39	G7 & G9	12	2	0.0	G7, G9	2	10	1.2503732223531592
40	G6	12	1	0.5	G6	1	10	1.245160265155458
41	G6	12	1	0.5	G6	1	10	1.245160265155458
42	G6	12	1	0.5	G6	1	10	1.245160265155458
43	G7 & G8	11	2	0.0	G7, G8	2	10	1.2670625186723066
44	~G2	11	1	0.5	G2	1	10	1.38300341100659
45	G10	11	1	0.5	G10	1	10	1.4154636257554853
46	G10	11	1	0.5	G10	1	10	1.4154636257554853
47	G2 | (G3 & G9)	10	3	0.0	G2, G3, G9	3	10	1.2300759069917078
48	G5	10	1	0.5	G5	1	10	1.1292497660796916
49	G4 & ~G5	9	2	0.0	G4, G5	2	10	1.4180020939438993
50	G1	9	1	0.5	G1	1	10	0.9324245137331781
